variable,role,mean,std
fluence_rate,input,3.669064108319883,0.45979416501230636
temperature,input,387.02223560041045,24.27759792999046
weight_loss_rate,input,0.3972515467218472,0.08550521554914148
fluence_rate_within_case_z,input,0.24718523981421486,1.1240509874347357
temperature_within_case_z,input,0.2273359103420973,1.1561415694016755
weight_loss_rate_within_case_z,input,0.12588345293031536,1.1240834926000691
fluence_rate_mean,input,3.5679384965366308,0.34224534228853715
fluence_rate_p95,input,4.405061628552023,0.21305063159358964
temperature_mean,input,383.36158613367434,19.434667489277203
temperature_p95,input,414.8979663630577,18.8413181565637
weight_loss_rate_mean,input,0.3906660964943939,0.07366008185535135
weight_loss_rate_std,input,0.04960640543131316,0.009128708953039797
rho_fraction_proxy,input,0.5576384212633011,0.1929325726443883
z_fraction_proxy,input,0.5458288269246159,0.3128223497308524
theta_fraction_proxy,input,0.46707255875811793,0.2391322879777255
nearest_radial_boundary_fraction_proxy,input,0.35001260071729745,0.13434636299252173
nearest_axial_boundary_fraction_proxy,input,0.22839386007146198,0.1618277127736204
nearest_angular_boundary_fraction_proxy,input,0.29638292246659736,0.1296478047517791
signed_radial_position_proxy,input,0.11527684253976017,0.38586514525923526
signed_axial_position_proxy,input,0.09165765383575615,0.6256446994850191
signed_angular_position_proxy,input,-0.06585488248798148,0.47826457596354094
radial_axial_signed_interaction_proxy,input,0.015421414812508466,0.22099433095081608
radial_angular_signed_interaction_proxy,input,-0.04755025975936439,0.18533073996127594
axial_angular_signed_interaction_proxy,input,-0.009680791789304977,0.2984172950909522
boundary_corner_proximity_proxy,input,0.022118541698123738,0.023095580362849696
theta_sin_2_proxy,input,0.6227100202946809,0.2576727056605439
theta_cos_2_proxy,input,0.6969128345289457,0.2452539672676751
theta_sin_4_proxy,input,0.7519914215681831,0.25747285479092075
theta_cos_4_proxy,input,0.09167401483952853,0.599843734625299
v10_fixed_shape_proxy,input,0.3490333622683004,0.762186203645399
v10_geometry_residual_proxy,input,0.2319520845704085,0.4145618478701032
v10_physical_residual_proxy,input,0.03377195904592442,0.12318555737949897
v10_normalised_shape_proxy,input,0.6147574059500447,0.9383319031941001
hotspot_rbf_01,input,0.11968398647741718,0.21923953182090983
hotspot_rbf_02,input,0.3618988356287062,0.2988828781254332
hotspot_rbf_03,input,0.2736650763032568,0.25716683566757675
hotspot_rbf_04,input,0.2702452261678421,0.25411685319165656
hotspot_rbf_05,input,0.3075166757150831,0.2346632172018972
hotspot_rbf_06,input,0.44019554731510674,0.24867500283939206
hotspot_rbf_max_proxy,input,0.7427064385254001,0.16521112859851478
v11_centered_normalised_tail_residual,target,0.35831881093128,0.7754946689308498
