case_id,estimated_v10_mean_residual_mpa,predicted_mean_correction_mpa,error_mpa
case_82,-0.6511591130627713,-0.6669704229244116,-0.015811309861640255
case_83,-0.6881152299760805,-0.6502903098085855,0.03782492016749506
case_84,-0.6071383166107052,-0.6871382612252224,-0.0799999446145172
case_85,-0.5869076351287787,-0.6539245979489179,-0.06701696282013914
case_86,-0.42831542423005725,-0.7356742729526577,-0.3073588487226005
case_87,-1.1137068718702503,-0.7660228115522436,0.3476840603180067
case_89,-0.8902919716682143,-0.8261090400830513,0.06418293158516297
case_91,-0.6493374284261573,-0.6806617252688061,-0.03132429684264881
case_92,-0.37252382993619476,-0.5648559536493407,-0.19233212371314595
case_93,-0.6641328700008554,-0.6947805919875676,-0.030647721986712173
case_94,-0.783502779781152,-0.8449684094682204,-0.06146562968706837
case_96,-1.3637852855468842,-0.7827683290487861,0.581016956498098
case_97,-0.3720291675795304,-0.6237527687497486,-0.2517236011702182
case_98,-0.36122237937436624,-0.6035728916935539,-0.24235051231918764
case_99,-0.20750561082694535,-0.5202985951500265,-0.31279298432308117
case_100,-0.6156345133974425,-0.6822255459675999,-0.06659103257015742
case_101,-0.8173702513230247,-0.663936914071654,0.15343333725137065
case_102,-1.036551361753497,-0.8290448684647713,0.2075064932887256
case_104,-0.5677971946593892,-0.6800497019676355,-0.11225250730824632
case_105,-0.7151319935648593,-0.5758363043432935,0.13929568922156588
case_106,-0.43043041992175546,-0.41790232108620495,0.012528098835550505
case_107,-0.7832687426960077,-0.650619653253528,0.13264908944247966
case_109,-0.5047877067332198,-0.6400012724496369,-0.13521356571641707
case_110,-0.6829836649045404,-0.5590849637365258,0.1238987011680146
case_111,-0.19036514818845549,-0.8662921758866142,-0.6759270276981587
case_114,-0.6731918574607977,-0.5260284944004838,0.14716336306031386
case_115,-0.7666813295225384,-0.6197306285190503,0.14695070100348817
case_118,-0.7432317204121232,-1.090913414432205,-0.34768169402008187
case_119,-0.8960572624584363,-0.5775401890340246,0.3185170734244117
case_120,-0.8263909801310898,-0.6614221606075716,0.16496881952351816
case_121,-0.5090196103447396,-0.5416904070296356,-0.03267079668489592
case_122,-0.6054097503386274,-0.462418059844228,0.14299169049439941
case_125,-0.780434313893816,-0.694489323538253,0.08594499035556302
case_127,-0.5083616582532074,-0.5135940095565674,-0.005232351303359972
case_128,-0.4827445743855756,-0.43277858005531744,0.04996599433025817
case_129,-0.5571284842347564,-0.6476269822569125,-0.09049849802215615
case_130,-0.45774662843321956,-0.6777395541717466,-0.21999292573852702
case_136,-0.4873218920752838,-0.5261014177615131,-0.03877952568622928
case_137,-0.5182579399995326,-0.42354234726840945,0.09471559273112318
case_141,-0.5946253393284737,-0.5662345843179657,0.02839075501050803
case_142,-0.5533765514566767,-0.572033365399176,-0.018656813942499295
case_143,-0.36082964609761053,-0.5452635817538027,-0.1844339356561922
case_144,-0.5579337851143152,-0.6854839046312124,-0.1275501195168972
case_145,-0.9678835918318073,-0.6652096280578226,0.3026739637739847
case_146,-0.6715451498016721,-0.5715451771275604,0.09999997267411176
case_147,-0.5031997665699325,-0.5814211652252541,-0.07822139865532163
case_151,-0.5890365977899178,-0.539979121733313,0.04905747605660482
case_153,-0.4880780302774161,-0.5839960055158024,-0.09591797523838635
case_154,-0.36047487118231236,-0.6143070734757412,-0.25383220229342884
case_155,-0.5239756538466468,-0.5652810313345638,-0.04130537748791696
case_158,-0.30981247892911307,-0.5696777586987689,-0.25986527976965584
case_159,-0.2993551770044308,-0.5601281213287321,-0.2607729443243013
case_163,-0.6739871290493074,-0.5572864619148417,0.1167006671344657
case_164,-0.5360922599422446,-0.5122843417327547,0.02380791820948991
case_166,-0.36096734788010104,-0.5884054684803297,-0.22743812060022867
case_169,-0.13662590588874768,-0.5382688574033554,-0.4016429515146077
case_170,-0.6891284634577517,-0.5481247019702591,0.1410037614874926
case_171,-0.19287483860603738,-0.5389795500155539,-0.3461047114095165
case_173,-0.8918685735667609,-1.006520652971112,-0.11465207940435107
case_175,-0.41835348682129186,-0.5089413988575235,-0.09058791203623168
case_176,-0.565952109349809,-0.6763052421762552,-0.11035313282644621
case_179,-0.46282409390776585,-0.5708283570741735,-0.1080042631664076
case_180,-0.6194361795344016,-0.5721282159087493,0.04730796362565226
case_183,-0.3585897121336556,-0.537507172893881,-0.17891746076022536
case_184,-0.287592971742504,-0.563020681646274,-0.27542770990376997
case_185,-0.7927374103385493,-0.656935481613441,0.13580192872510832
case_186,-0.7530747891078376,-0.6383690770590811,0.11470571204875657
case_187,-0.2679527118939539,-0.5685559307661123,-0.3006032188721584
case_188,-0.5597829209229427,-0.5531676164747945,0.006615304448148174
case_193,-0.5705761580921292,-0.5799188390265662,-0.009342680934436909
case_194,-0.5048096491752997,-0.6347229353401844,-0.12991328616488473
case_195,-0.28411592101904815,-0.6226867259275104,-0.33857080490846225
case_196,-0.47125141847083657,-0.5660911362646313,-0.09483971779379469
case_197,-0.4648098522790352,-0.5430254812777997,-0.0782156289987645
case_199,-0.589698501568846,-0.6253926326589987,-0.035694131090152736
case_200,-0.26048504570753767,-0.5269268695269462,-0.26644182381940856
