path,size_bytes,role
notebooks/08_Recoverable_16000_Single_Formula_Symbolic_Regression/01_Recoverable_16000_Single_Formula_Iteration_1.ipynb,12332,research_notebook
notebooks/09_Residual_Shape_Symbolic_Regression_Pilot/01_Residual_Shape_Symbolic_Regression_Pilot.ipynb,10758,research_notebook
notebooks/10_Signed_Staged_Residual_Symbolic_Regression_Pilot/01_Signed_Staged_Residual_Symbolic_Regression_Pilot.ipynb,10231,research_notebook
notebooks/11_Tail_Aware_Localised_Symbolic_Regression/01_V11_Tail_Aware_Localised_Iteration_1.ipynb,8646,research_notebook
notebooks/12_V11_Frozen_Gain_and_Stability_Audit/01_V11_Frozen_Gain_and_Stability_Audit.ipynb,9264,research_notebook
notebooks/13_V12_Case_Adaptive_Tail_Gain/01_V12_Formal_Case_Adaptive_Tail_Gain.ipynb,10016,non_deployed_completed_decision_support
notebooks/13_V12_Case_Adaptive_Tail_Gain/CSF3_RUNBOOK.md,3349,non_deployed_completed_decision_support
notebooks/13_V12_Case_Adaptive_Tail_Gain/README.md,728,non_deployed_completed_decision_support
notebooks/15_V13_Structural_Tail_Residual/01_V13_Structural_Tail_Residual_Iteration_1.ipynb,8799,research_notebook
notebooks/16_V13_Residual_Gain_Audit/01_V13_Residual_Gain_Audit_Iteration_1.ipynb,7100,research_notebook
notebooks/17_Formal_V11_Four_Rotation/01_Register_Completed_Iteration_1.ipynb,3249,research_notebook
notebooks/17_Formal_V11_Four_Rotation/02_Formal_V11_Iteration_2.ipynb,5169,research_notebook
notebooks/17_Formal_V11_Four_Rotation/03_Formal_V11_Iteration_3.ipynb,5169,research_notebook
notebooks/17_Formal_V11_Four_Rotation/04_Formal_V11_Iteration_4.ipynb,5169,research_notebook
notebooks/17_Formal_V11_Four_Rotation/05_Aggregate_Four_Rotation_Stability.ipynb,2803,research_notebook
notebooks/18_149Case_Development_Integration/01_149Case_Development_Integration.ipynb,6401,research_notebook
notebooks/18_149Case_Development_Integration/README.md,1744,research_notebook
notebooks/19_One_Time_Final_50Case_Locked_149/01_One_Time_Final_50Case_Locked_149.ipynb,7916,research_notebook
notebooks/19_One_Time_Final_50Case_Locked_149/README.md,1793,research_notebook
notebooks/Multi-Case_FEM_Parametric_and_Position_Sensitivity_Stability_Analysis_199Cases.ipynb,61658,runnable_english_edition
notebooks/PreSplit_Grouping_and_Frozen_Manifest.ipynb,57059,delivery_documentation_or_audit
outputs/00_qc_sensitivity_ablation/ablation_case_metrics.csv,269902,executed_research_artifact
outputs/00_qc_sensitivity_ablation/ablation_split_metrics.csv,12320,executed_research_artifact
outputs/00_qc_sensitivity_ablation/ablation_stability_summary.csv,6898,executed_research_artifact
outputs/00_qc_sensitivity_ablation/ablation_training_audit_iteration_1.csv,20980,executed_research_artifact
outputs/00_qc_sensitivity_ablation/ablation_training_audit_iteration_2.csv,21086,executed_research_artifact
outputs/00_qc_sensitivity_ablation/ablation_training_audit_iteration_3.csv,21077,executed_research_artifact
outputs/00_qc_sensitivity_ablation/ablation_training_audit_iteration_4.csv,21052,executed_research_artifact
outputs/00_qc_sensitivity_ablation/ablation_validation_ranking.csv,1785,executed_research_artifact
outputs/00_qc_sensitivity_ablation/case_file_inventory.csv,59541,executed_research_artifact
outputs/00_qc_sensitivity_ablation/complete_case_read_audit.csv,14318,executed_research_artifact
outputs/00_qc_sensitivity_ablation/cross_case_sensitivity_stability.csv,960,executed_research_artifact
outputs/00_qc_sensitivity_ablation/development_case_summary.csv,132523,executed_research_artifact
outputs/00_qc_sensitivity_ablation/frozen_manifest_copy.csv,25685,executed_research_artifact
outputs/00_qc_sensitivity_ablation/locked_feature_set.csv,377,executed_research_artifact
outputs/00_qc_sensitivity_ablation/provisional_boundary_audit.csv,64146,executed_research_artifact
outputs/00_qc_sensitivity_ablation/within_case_feature_correlations.csv,82419,executed_research_artifact
outputs/01_baseline_199cases/baseline_case_metrics.csv,975211,executed_research_artifact
outputs/01_baseline_199cases/baseline_model_parameters.csv,1518,executed_research_artifact
outputs/01_baseline_199cases/baseline_run_contract.csv,422,executed_research_artifact
outputs/01_baseline_199cases/baseline_split_metrics.csv,13476,executed_research_artifact
outputs/01_baseline_199cases/baseline_stability_summary.csv,7570,executed_research_artifact
outputs/01_baseline_199cases/baseline_timing.csv,864,executed_research_artifact
outputs/01_baseline_199cases/baseline_validation_ranking.csv,1656,executed_research_artifact
outputs/01_baseline_199cases/training_weight_audit_iteration_1.csv,20980,executed_research_artifact
outputs/01_baseline_199cases/training_weight_audit_iteration_2.csv,21086,executed_research_artifact
outputs/01_baseline_199cases/training_weight_audit_iteration_3.csv,21077,executed_research_artifact
outputs/01_baseline_199cases/training_weight_audit_iteration_4.csv,21052,executed_research_artifact
outputs/02_symbolic_search_v4_context_interaction/formal_5000_per_case/discovery_manifest_iteration_1.csv.gz,2022402,reused_discovery_manifest_only
outputs/02_symbolic_search_v4_context_interaction/formal_5000_per_case/discovery_manifest_iteration_2.csv.gz,2020587,reused_discovery_manifest_only
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/case_amplitude_prediction.png,93724,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/case_level_model_metrics.csv,1674,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/case_level_model_predictions.csv,27313,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/case_tail_predictions.csv,14065,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/element_model_fit_timing.csv,103,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/feasibility_decision_table.csv,550,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/full_case_metrics.csv.gz,19563,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/hierarchical_method_comparison.png,70717,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/normalised_shape_case_metrics.csv,5876,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/run_summary.json,1750,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/split_metrics.csv,2809,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/training_sample_audit.csv,17531,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/training_sample_manifest.csv.gz,2022396,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_1_pilot/validation_p95_adaptation.png,117160,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/case_amplitude_prediction.png,93896,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/case_level_model_metrics.csv,1684,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/case_level_model_predictions.csv,27403,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/case_tail_predictions.csv,14051,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/element_model_fit_timing.csv,102,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/feasibility_decision_table.csv,546,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/full_case_metrics.csv.gz,19602,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/hierarchical_method_comparison.png,72884,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/normalised_shape_case_metrics.csv,5727,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/run_summary.json,1746,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/split_metrics.csv,2748,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/training_sample_audit.csv,17554,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_2_pilot/validation_p95_adaptation.png,127550,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/case_amplitude_prediction.png,91702,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/case_level_model_metrics.csv,1681,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/case_level_model_predictions.csv,27397,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/case_tail_predictions.csv,14052,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/element_model_fit_timing.csv,103,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/feasibility_decision_table.csv,548,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/full_case_metrics.csv.gz,19618,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/hierarchical_method_comparison.png,66989,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/normalised_shape_case_metrics.csv,5747,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/run_summary.json,1747,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/split_metrics.csv,2766,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/training_sample_audit.csv,18972,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/training_sample_manifest.csv.gz,2020910,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_3_pilot/validation_p95_adaptation.png,114975,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_4_pilot/case_amplitude_prediction.png,95536,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_4_pilot/case_level_model_metrics.csv,1679,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_4_pilot/case_level_model_predictions.csv,27419,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_4_pilot/case_tail_predictions.csv,14070,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_4_pilot/element_model_fit_timing.csv,103,executed_research_artifact
outputs/05_hierarchical_feasibility_v5/iteration_4_pilot/feasibility_decision_table.csv,547,executed_research_artifact
