split,model,case_p95_spearman,case_p95_std_ratio,case_p95_mean_bias,case_p99_spearman,case_p99_std_ratio,case_p99_mean_bias
internal_test,v10_signed_staged_symbolic,0.95,1.08082258266312,0.38715042266891164,0.8999999999999999,1.1458803209383726,-2.013828111297506
internal_test,v11_mean_calibrated_v10,0.9464285714285712,1.0333085033271066,-0.26582721647943847,0.8999999999999999,1.0981645055202822,-2.6668057504458558
internal_test,v11_tail_aware_localised_symbolic,0.95,1.0850660867789206,0.17237680575485842,0.9249999999999998,1.088480271804809,-2.270545606596722
validation,v10_signed_staged_symbolic,0.9678571428571429,1.119348688733052,0.4658845765224161,0.9214285714285713,1.0367239850478396,-1.290028323396252
validation,v11_mean_calibrated_v10,0.9714285714285713,1.0106619671396124,-0.21732021347546246,0.914285714285714,0.9762291780416947,-1.9732331133941303
validation,v11_tail_aware_localised_symbolic,0.9714285714285713,1.030242818219908,0.16274540531769083,0.9285714285714284,0.9129162780805148,-1.6938460800350466
