iteration,split,model,n_cases,n_elements_evaluated,micro_mae,micro_rmse,micro_r2,macro_mae,macro_rmse,macro_r2,worst_case_rmse,mean_top5_actual_rmse,mean_top5_actual_bias,mean_p95_relative_error,mean_p95_underprediction_fraction,mean_p99_relative_error,mean_p99_underprediction_fraction,mean_top5pct_hotspot_overlap,mean_top1pct_hotspot_overlap,mean_top1_recall_in_predicted_top5,max_prediction_abs_max_ratio
3,internal_test,v10_signed_staged_symbolic,15,6005400,1.4562523594289467,2.0562877538547033,0.48961117813544497,1.456252359428947,2.0354750705442144,0.4755287756754134,2.680167061948449,3.7291839999434893,-2.345795839653874,0.046365261256505676,0.001655240098923851,0.1465293721323692,0.1453787201238056,0.457101941585906,0.4523643023643024,0.82012987012987,0.93394556865643
3,internal_test,v11_mean_calibrated_v10,15,6005400,1.4438055483385381,1.9914527715432313,0.5212890091427326,1.4438055483385386,1.9739916850045858,0.5065660472438782,2.4262167865594453,4.164633867100288,-2.998773478802223,0.036076912267532374,0.03297191853085458,0.19043653277174888,0.19043653277174888,0.457101941585906,0.4523643023643024,0.82012987012987,0.9048058475453188
3,internal_test,v11_tail_aware_localised_symbolic,15,6005400,1.4965105662464446,2.0156617806364014,0.5095794067796366,1.4965105662464444,1.9967636726911202,0.49514515393931013,2.515280482159566,3.7485748814134885,-2.448752984436032,0.0305378183660686,0.005789772535654966,0.16238374274462783,0.16238374274462783,0.48982915376161446,0.4963869463869463,0.8501165501165501,0.9267486079983094
3,validation,v10_signed_staged_symbolic,15,6005400,1.4056242594667339,1.9639784846493233,0.4502488258450421,1.4056242594667336,1.9159371028174086,0.40853791853614996,3.168828058424384,3.2267313290357036,-1.682084037261209,0.061336017177606124,0.0010476397140006361,0.10262138116325908,0.10262138116325908,0.5075931661504646,0.4583250083250084,0.8360472860472862,1.0295547762402986
3,validation,v11_mean_calibrated_v10,15,6005400,1.3567241860011916,1.8521259859803934,0.5110845468870584,1.3567241860011918,1.8220520065562942,0.4668081920816015,2.747841064968128,3.619845288037861,-2.3652888272590875,0.04724652024736678,0.03652503439328017,0.1558595684375081,0.1558595684375081,0.5075931661504646,0.4583250083250084,0.8360472860472862,0.9988034471487003
3,validation,v11_tail_aware_localised_symbolic,15,6005400,1.4171526122215996,1.890457503040098,0.4906379884003226,1.4171526122215998,1.8592435797978148,0.44298227108662125,2.8517357974066955,3.333383744611111,-1.9633734542412422,0.04547753596252686,0.01150428673384882,0.13191812214298032,0.13191812214298032,0.5258833716321977,0.49084249084249076,0.8646020646020646,1.0237325845517602
