stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode,completed_segment,completed_attempt,frontier_source,source_candidate_index,candidate_valid,invalid_reason,validation_n_cases,validation_n_elements_evaluated,validation_micro_mae,validation_micro_rmse,validation_micro_r2,validation_macro_mae,validation_macro_rmse,validation_macro_r2,validation_worst_case_rmse,validation_mean_top5_actual_rmse,validation_mean_top5_actual_bias,validation_mean_p95_relative_error,validation_mean_p95_underprediction_fraction,validation_mean_p99_relative_error,validation_mean_p99_underprediction_fraction,validation_mean_top5pct_hotspot_overlap,validation_mean_top1pct_hotspot_overlap,validation_mean_top1_recall_in_predicted_top5,validation_max_prediction_abs_max_ratio,validation_case_p95_spearman,validation_case_p95_std_ratio,validation_case_p95_mean_bias,validation_case_p99_spearman,validation_case_p99_std_ratio,validation_case_p99_mean_bias,reference_relative_engineering_score,gate_macro_r2,gate_rmse,gate_p95_error,gate_p99_error,gate_p95_underprediction,gate_p99_underprediction,gate_top1_overlap,gate_top1_recall,gate_p95_spearman,gate_p99_spearman,gate_p95_spread,gate_p99_spread,gate_numerical_guardrail,all_provisional_acceptance_gates_pass,selection_pool_status,selection_method
shape,recoverable_i1_single_shape,5,22,0.54555833,0.0281466211950651,((square(theta_cos_scaled) * -0.1345017) - ((rho_scaled + 0.6537393) * (rho_scaled * -0.55673575))) * (abs(rho_scaled + 0.72666043) + -2.4201684),(-(-0.55673575)*rho_scaled*(rho_scaled + 0.6537393) + theta_cos_scaled**2*(-0.1345017))*(Abs(rho_scaled + 0.72666043) - 2.4201684),1.10317833861391*(0.55673575*(0.0509611749551904*rho - 9.32241465638866)*(0.0509611749551904*rho - 8.66867535638866) - 31.9731949759449*(theta_cos - 0.922666019258146)**2)*(Abs(0.0509611749551904*rho - 8.59575422638866) - 2.4201684) + 0.285739561816426,"[""rho_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(CONST, Abs(Add(Symbol('rho_scaled'), CONST))), CONST), Add(Mul(CONST, Pow(Symbol('rho_scaled'), Integer(2))), Mul(CONST, Symbol('rho_scaled')), Mul(Integer(-1), CONST, Pow(Symbol('theta_cos_scaled'), Integer(2)))))","{""features"": [""rho_scaled"", ""theta_cos_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul"", ""Pow""]}",20.0,1.0,warm_start_checkpoint,20.0,1.0,new_recoverable_16000_search,15,True,,15.0,6005400.0,1.768227935098401,2.4037502290550665,0.3587548736900471,1.7682279350984011,2.3473270754421445,0.18037258580564688,2.949235493389289,4.630007684823144,-3.574537563793677,0.1285918954922692,0.11843582835943135,0.21480086272996382,0.21480086272996382,0.30700702700902516,0.488994338994339,0.6001998001998001,0.8386265811939846,0.8428571428571429,0.7225003040651823,-1.0936434012258163,0.825,0.661623816338624,-3.088852677798473,7.232043603543386,True,False,True,False,False,False,False,False,True,True,True,True,True,False,prototype_engineering_gates_diagnostic_only,finite_full_validation_candidates; within_3pct_of_best_macro_rmse; then_minimum_complexity; p99_relative_error_tiebreak
