stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,candidate_valid,invalid_reason,validation_log_scale_rmse,validation_mean_scale_relative_error,validation_mean_p95_relative_error,validation_mean_p95_underprediction_fraction,validation_p95_spearman,validation_log_scale_rmse_rank,validation_mean_scale_relative_error_rank,validation_mean_p95_relative_error_rank,validation_mean_p95_underprediction_fraction_rank,case_scale_selection_score
case_log_scale,hierarchical_i1_case_log_scale_20260817_061000,8,17,0.06966773,0.0456865106494822,((((rho_mean_scaled - (z_mean_scaled / 0.8391813)) / -0.17414333) - theta_sin_std_scaled) - weight_loss_rate_mean_scaled) * 0.39461526,(-theta_sin_std_scaled - weight_loss_rate_mean_scaled + (rho_mean_scaled - z_mean_scaled/0.8391813)/(-0.17414333))*0.39461526,-1.47091131932291*rho_mean - 1011.416708227*theta_sin_std - 1.1690770556861*weight_loss_rate_mean + 0.904578545888617*z_mean + 9.23869712445276,"[""rho_mean_scaled"", ""theta_sin_std_scaled"", ""weight_loss_rate_mean_scaled"", ""z_mean_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('rho_mean_scaled')), Mul(CONST, Symbol('theta_sin_std_scaled')), Mul(CONST, Symbol('weight_loss_rate_mean_scaled')), Mul(Integer(-1), CONST, Symbol('z_mean_scaled'))))","{""features"": [""rho_mean_scaled"", ""theta_sin_std_scaled"", ""weight_loss_rate_mean_scaled"", ""z_mean_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",True,,0.1167876842231133,0.0738272791832634,0.0627383057471032,0.0046273099674982,0.932142857142857,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
