iteration,context_design,case_model,split,n_cases,offset_rmse,log_scale_rmse,mean_scale_relative_error,mean_p95_relative_error,p95_spearman,fit_seconds,selection_score
2,physical_context,RidgeCV,validation,15,0.20796460019101923,0.09649504248903532,0.06715978592790449,0.0421508742642543,0.8749999999999999,0.0027282501105219126,0.6376701284049784
2,physical_context,RidgeCV,internal_test,15,0.19175045838920038,0.07614322652685972,0.0646993537557753,0.04271363248764987,0.8821428571428571,0.0027282501105219126,0.6376701284049784
2,physical_context,ExtraTrees,validation,15,0.4328562291814461,0.08352644825131544,0.0693336556368012,0.05137596244324403,0.8142857142857142,0.25103208306245506,0.817790950970615
2,physical_context,ExtraTrees,internal_test,15,0.2516841226693166,0.07448970778730521,0.061851491340223025,0.03199064233136066,0.9607142857142855,0.25103208306245506,0.817790950970615
2,physical_plus_geometry_context,RidgeCV,validation,15,0.17663820701321895,0.06258547829497867,0.0395832087167531,0.02220848695074754,0.9107142857142855,0.0034397500567138195,0.4574834138842102
2,physical_plus_geometry_context,RidgeCV,internal_test,15,0.11633053810694705,0.060377586918126135,0.03889041308455908,0.023624298875863693,0.9428571428571427,0.0034397500567138195,0.4574834138842102
2,physical_plus_geometry_context,ExtraTrees,validation,15,0.5018819466869181,0.05696899957140875,0.05035652933692663,0.048759264272856456,0.8392857142857142,0.17673520813696086,0.7750346453830147
2,physical_plus_geometry_context,ExtraTrees,internal_test,15,0.16815299751934534,0.06678985453754202,0.047054887721498205,0.03023446433481075,0.9571428571428571,0.17673520813696086,0.7750346453830147
