split,oracle_macro_rmse_ratio_to_direct,deployable_macro_rmse_ratio_to_direct,oracle_p95_error_ratio_to_direct,deployable_p95_error_ratio_to_direct,oracle_p99_error_ratio_to_direct,deployable_p99_error_ratio_to_direct,oracle_shape_supported,deployable_hierarchy_supported
internal_test,0.8674815248960704,0.8816901309997748,0.3450302623756301,0.5644039728513077,0.5676926441079609,0.6544872181436963,True,True
validation,0.7876869827437454,0.8188272830003646,0.30311259095037324,0.7048724128097891,0.2547875427780438,0.3545620404420062,True,True
