iteration,split,case_id,shape_rmse,shape_r2,shape_top1pct_hotspot_overlap,shape_top1_recall_in_predicted_top5,direct_top1pct_hotspot_overlap,direct_top1_recall_in_predicted_top5,actual_offset_mean,predicted_offset_mean,actual_scale_p95_minus_mean,predicted_scale_p95_minus_mean
2,validation,case_39,0.18537385256965327,0.8930435208463431,0.6238761238761239,1.0,0.7092907092907093,1.0,3.087729215621948,3.419394005305674,3.558348035812378,3.5170076019834666
2,validation,case_47,0.13034537518220185,0.9693594520443343,0.9105894105894106,1.0,0.9025974025974026,1.0,5.241447925567627,5.237655670851417,3.7917838573455818,3.81592217278799
2,validation,case_63,0.16852257945186846,0.9019137193416011,0.8291708291708292,1.0,0.795954045954046,1.0,3.5899083614349365,3.6181842656731993,4.696037054061888,4.034411511397557
2,validation,case_69,0.12693471192915126,0.9706005139781484,0.9133366633366633,1.0,0.9025974025974026,1.0,5.590348720550537,5.494767815158288,4.0827219486236555,3.995153140358661
2,validation,case_81,0.14180580353457323,0.9613836353440945,0.9140859140859141,1.0,0.9128371628371629,1.0,5.849575996398926,5.772180397110032,4.465238285064695,4.418020321816209
2,validation,case_105,0.16087964908949948,0.9583460024627983,0.9025974025974026,1.0,0.8826173826173827,1.0,4.117725849151611,4.2842461035788215,2.7820384979248045,2.8538447902965753
2,validation,case_133,0.11693340854726124,0.9729395420425818,0.9108391608391608,1.0,0.8831168831168831,1.0,4.494560718536377,4.542938054192041,3.5585202217102037,3.480784564829301
2,validation,case_143,0.12329555963746247,0.9712489343189811,0.9148351648351648,1.0,0.8996003996003996,1.0,4.474318027496338,4.640913919261518,3.4472726345062252,3.4611581267561626
2,validation,case_151,0.13925215506570557,0.9655108208956337,0.9015984015984015,1.0,0.8486513486513486,1.0,3.8462955951690674,3.7961132786945546,2.808047199249267,2.786572019337463
2,validation,case_157,0.1278938988055765,0.9700725716540398,0.9113386613386614,1.0,0.8578921078921079,1.0,4.1411237716674805,4.177379125488287,3.1322613000869746,3.344310155252965
2,validation,case_165,0.1995986719593857,0.8845625560668723,0.7522477522477522,1.0,0.7105394605394605,1.0,3.916683197021485,3.3942135669462052,4.333898162841795,5.021335718768973
2,validation,case_171,0.1390902938518471,0.9668017054992034,0.9078421578421578,1.0,0.8891108891108891,1.0,5.335410118103027,5.351052328006189,3.848048830032349,3.9042236624369586
2,validation,case_180,0.18344619346599514,0.9487288090126229,0.9070929070929071,1.0,0.8868631368631369,1.0,4.617005825042725,4.595948485735411,3.075767302513124,3.3532394858291865
2,validation,case_189,0.1201034654775952,0.9723809889400011,0.9083416583416584,1.0,0.8943556443556444,1.0,4.503957748413086,4.450010716978198,3.4916550397872888,3.5198507102355703
2,validation,case_194,0.12223615504882945,0.9674511234317992,0.9028471528471529,1.0,0.8798701298701299,1.0,4.473546504974365,4.411534744521892,3.7732577800750704,3.756969562269522
2,internal_test,case_12,0.12433490560962185,0.9695439310230519,0.9140859140859141,1.0,0.903096903096903,1.0,5.673344612121582,5.691202416586144,4.408770179748535,4.327319215527498
2,internal_test,case_20,0.11960606303965841,0.9732098378680117,0.9195804195804196,0.9997502497502497,0.9075924075924076,1.0,5.788522243499756,5.79675004109976,4.360580444335936,4.368085508668842
2,internal_test,case_27,0.19422526069153215,0.9421051247870486,0.9028471528471529,1.0,0.9028471528471529,1.0,4.916951656341553,4.861737802251095,3.1960652351379366,3.6803746194720026
2,internal_test,case_42,0.15033225159069766,0.9253514261135023,0.7067932067932068,1.0,0.6251248751248751,1.0,4.117154121398926,4.252413715289504,4.7951296806335435,4.664634000886231
2,internal_test,case_43,0.1512412303755409,0.924965697598757,0.7537462537462537,0.9997502497502497,0.6665834165834166,1.0,4.204806804656982,4.359337044107019,4.800558614730832,4.59923323590146
2,internal_test,case_68,0.1663865983401223,0.9093230024696417,0.7237762237762237,1.0,0.6063936063936064,1.0,4.470923900604248,4.1928815059221085,5.202290868759157,4.436555143921928
2,internal_test,case_84,0.12826776262538875,0.9712777001600359,0.9065934065934066,1.0,0.9045954045954046,1.0,5.850004196166992,5.816713117722449,4.202417039871213,4.220980496953445
2,internal_test,case_94,0.13974860034877487,0.9663913091854662,0.9193306693306693,1.0,0.8566433566433567,1.0,4.53819465637207,4.457587639726133,3.1801130771636945,3.061884388264336
2,internal_test,case_100,0.1214216175674638,0.9720698525478884,0.9198301698301699,1.0,0.9020979020979021,1.0,5.69757080078125,5.760729321418674,4.31868138313293,4.327955409218237
2,internal_test,case_114,0.15271589715604855,0.9611797975465686,0.8996003996003996,1.0,0.8698801198801199,1.0,3.8466172218322754,3.979510776739931,2.666103982925412,2.7568915957964397
2,internal_test,case_124,0.12274334598543254,0.9712537720134354,0.8941058941058941,1.0,0.8851148851148851,1.0,4.686142444610596,4.580547201965996,3.640699338912963,3.594813827306885
2,internal_test,case_156,0.12492429860188545,0.9705201754371723,0.9018481518481518,1.0,0.8936063936063936,1.0,4.732293128967285,4.626596448811811,3.6183715820312496,3.4855983621362365
2,internal_test,case_164,0.15646710208321601,0.9592002535673885,0.9070929070929071,1.0,0.8713786213786214,1.0,4.417447566986084,4.3126053473890416,3.105601978302002,3.110538522531795
2,internal_test,case_176,0.12784125896917828,0.9589267594008292,0.8856143856143857,1.0,0.8686313686313686,1.0,4.060999393463135,4.018681715454695,3.7668201446533205,3.625408760861254
2,internal_test,case_190,0.12265239961202412,0.9712589901374185,0.9003496503496503,1.0,0.8858641358641358,1.0,4.711068153381348,4.585712200218669,3.6491991519927964,3.543154113754426
