case_id,stress_tier,selected_rows,target_loss_mass,actual_selected_loss_mass,q90,q95,q99,residual_rmse_before_correction
case_24,below_p90,2500,0.5,0.5,7.66337251663208,9.102337694168089,14.59939882278439,1.1490000500429778
case_24,p90_to_p95,500,0.1,0.09999999999999999,7.66337251663208,9.102337694168089,14.59939882278439,1.1490000500429778
case_24,p95_to_p99,1000,0.2,0.2,7.66337251663208,9.102337694168089,14.59939882278439,1.1490000500429778
case_24,top_p99,1000,0.2,0.2,7.66337251663208,9.102337694168089,14.59939882278439,1.1490000500429778
case_27,below_p90,2500,0.5,0.5,7.139598655700684,8.11301689147949,13.111589975357049,1.2565600800903043
case_27,p90_to_p95,500,0.1,0.09999999999999999,7.139598655700684,8.11301689147949,13.111589975357049,1.2565600800903043
case_27,p95_to_p99,1000,0.2,0.2,7.139598655700684,8.11301689147949,13.111589975357049,1.2565600800903043
case_27,top_p99,1000,0.2,0.2,7.139598655700684,8.11301689147949,13.111589975357049,1.2565600800903043
case_32,below_p90,2500,0.5,0.5,8.342197036743167,10.015990829467771,15.115796918868979,1.0037365084214833
case_32,p90_to_p95,500,0.1,0.09999999999999999,8.342197036743167,10.015990829467771,15.115796918868979,1.0037365084214833
case_32,p95_to_p99,1000,0.2,0.2,8.342197036743167,10.015990829467771,15.115796918868979,1.0037365084214833
case_32,top_p99,1000,0.2,0.2,8.342197036743167,10.015990829467771,15.115796918868979,1.0037365084214833
case_34,below_p90,2500,0.5,0.5,7.029938602447512,8.226318550109863,12.876111402511585,1.1051236156788697
case_34,p90_to_p95,500,0.1,0.09999999999999999,7.029938602447512,8.226318550109863,12.876111402511585,1.1051236156788697
case_34,p95_to_p99,1000,0.2,0.2,7.029938602447512,8.226318550109863,12.876111402511585,1.1051236156788697
case_34,top_p99,1000,0.2,0.2,7.029938602447512,8.226318550109863,12.876111402511585,1.1051236156788697
case_35,below_p90,2500,0.5,0.5,5.815611219406129,6.875816249847412,10.138929128646827,0.9840203436290365
case_35,p90_to_p95,500,0.1,0.09999999999999999,5.815611219406129,6.875816249847412,10.138929128646827,0.9840203436290365
case_35,p95_to_p99,1000,0.2,0.2,5.815611219406129,6.875816249847412,10.138929128646827,0.9840203436290365
case_35,top_p99,1000,0.2,0.2,5.815611219406129,6.875816249847412,10.138929128646827,0.9840203436290365
case_36,below_p90,2500,0.5,0.5,6.371178054809575,9.813024330139159,19.2957092285156,1.0016435711509553
case_36,p90_to_p95,500,0.1,0.09999999999999999,6.371178054809575,9.813024330139159,19.2957092285156,1.0016435711509553
case_36,p95_to_p99,1000,0.2,0.2,6.371178054809575,9.813024330139159,19.2957092285156,1.0016435711509553
case_36,top_p99,1000,0.2,0.2,6.371178054809575,9.813024330139159,19.2957092285156,1.0016435711509553
case_39,below_p90,2500,0.5,0.5,5.178376388549805,6.646077251434326,10.974815073013293,0.9629392327980587
case_39,p90_to_p95,500,0.1,0.09999999999999999,5.178376388549805,6.646077251434326,10.974815073013293,0.9629392327980587
case_39,p95_to_p99,1000,0.2,0.2,5.178376388549805,6.646077251434326,10.974815073013293,0.9629392327980587
case_39,top_p99,1000,0.2,0.2,5.178376388549805,6.646077251434326,10.974815073013293,0.9629392327980587
case_40,below_p90,2500,0.5,0.5,7.539405775070191,8.88729267120361,14.066408891677813,1.1480137767160263
case_40,p90_to_p95,500,0.1,0.09999999999999999,7.539405775070191,8.88729267120361,14.066408891677813,1.1480137767160263
case_40,p95_to_p99,1000,0.2,0.2,7.539405775070191,8.88729267120361,14.066408891677813,1.1480137767160263
case_40,top_p99,1000,0.2,0.2,7.539405775070191,8.88729267120361,14.066408891677813,1.1480137767160263
case_42,below_p90,2500,0.5,0.5,7.019306039810181,8.91228380203247,13.76958976745605,0.8480470879868383
case_42,p90_to_p95,500,0.1,0.09999999999999999,7.019306039810181,8.91228380203247,13.76958976745605,0.8480470879868383
case_42,p95_to_p99,1000,0.2,0.2,7.019306039810181,8.91228380203247,13.76958976745605,0.8480470879868383
case_42,top_p99,1000,0.2,0.2,7.019306039810181,8.91228380203247,13.76958976745605,0.8480470879868383
case_43,below_p90,2500,0.5,0.5,7.143338203430185,9.005365419387815,13.601225948333738,0.8319650405638598
case_43,p90_to_p95,500,0.1,0.09999999999999999,7.143338203430185,9.005365419387815,13.601225948333738,0.8319650405638598
case_43,p95_to_p99,1000,0.2,0.2,7.143338203430185,9.005365419387815,13.601225948333738,0.8319650405638598
case_43,top_p99,1000,0.2,0.2,7.143338203430185,9.005365419387815,13.601225948333738,0.8319650405638598
case_44,below_p90,2500,0.5,0.5,7.955138158798219,9.196964502334595,14.862060785293576,1.1689179192759804
case_44,p90_to_p95,500,0.1,0.09999999999999999,7.955138158798219,9.196964502334595,14.862060785293576,1.1689179192759804
case_44,p95_to_p99,1000,0.2,0.2,7.955138158798219,9.196964502334595,14.862060785293576,1.1689179192759804
case_44,top_p99,1000,0.2,0.2,7.955138158798219,9.196964502334595,14.862060785293576,1.1689179192759804
case_47,below_p90,2500,0.5,0.5,7.777303504943848,9.033231782913207,14.435490150451656,1.1585993344422219
case_47,p90_to_p95,500,0.1,0.09999999999999999,7.777303504943848,9.033231782913207,14.435490150451656,1.1585993344422219
case_47,p95_to_p99,1000,0.2,0.2,7.777303504943848,9.033231782913207,14.435490150451656,1.1585993344422219
case_47,top_p99,1000,0.2,0.2,7.777303504943848,9.033231782913207,14.435490150451656,1.1585993344422219
case_48,below_p90,2500,0.5,0.5,8.957969093322754,10.65202441215515,16.89704576492309,1.1500471497482452
case_48,p90_to_p95,500,0.1,0.09999999999999999,8.957969093322754,10.65202441215515,16.89704576492309,1.1500471497482452
case_48,p95_to_p99,1000,0.2,0.2,8.957969093322754,10.65202441215515,16.89704576492309,1.1500471497482452
case_48,top_p99,1000,0.2,0.2,8.957969093322754,10.65202441215515,16.89704576492309,1.1500471497482452
case_49,below_p90,2500,0.5,0.5,8.614511680603032,10.265372943878171,16.352748069763166,1.1319519092634374
case_49,p90_to_p95,500,0.1,0.09999999999999999,8.614511680603032,10.265372943878171,16.352748069763166,1.1319519092634374
case_49,p95_to_p99,1000,0.2,0.2,8.614511680603032,10.265372943878171,16.352748069763166,1.1319519092634374
case_49,top_p99,1000,0.2,0.2,8.614511680603032,10.265372943878171,16.352748069763166,1.1319519092634374
case_52,below_p90,2500,0.5,0.5,8.210784435272217,9.567922735214232,15.024835319519037,1.1640083367892882
case_52,p90_to_p95,500,0.1,0.09999999999999999,8.210784435272217,9.567922735214232,15.024835319519037,1.1640083367892882
case_52,p95_to_p99,1000,0.2,0.2,8.210784435272217,9.567922735214232,15.024835319519037,1.1640083367892882
case_52,top_p99,1000,0.2,0.2,8.210784435272217,9.567922735214232,15.024835319519037,1.1640083367892882
case_56,below_p90,2500,0.5,0.5,7.545088195800784,9.012357282638549,12.885962295532151,0.9363055109566104
