Complexity,Loss,Equation
1,0.39370438962172355,"-0.031887044492085216"
3,0.3795073553811692,"z_scaled * 0.20248581437405705"
5,0.3596862795814631,"rho_scaled * (nearest_axial_boundary_fraction_proxy_scaled * 0.31100973965909545)"
7,0.3449990920639037,"((rho_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * nearest_axial_boundary_fraction_proxy_scaled) * 0.238432002976567"
9,0.3320539451833016,"((nearest_axial_boundary_fraction_proxy_scaled * (nearest_radial_boundary_fraction_proxy_scaled - rho_fraction_proxy_scaled)) - signed_axial_position_proxy_scaled) * -0.218394783390142"
10,0.3320481087611868,"(((nearest_radial_boundary_fraction_proxy_scaled - rho_within_case_z_scaled) * nearest_axial_boundary_fraction_proxy_scaled) - signed_axial_position_proxy_scaled) * -0.21991217764729262"
11,0.3282582740906952,"((nearest_axial_boundary_fraction_proxy_scaled * (nearest_radial_boundary_fraction_proxy_scaled - rho_fraction_proxy_scaled)) - (nearest_radial_boundary_fraction_proxy_scaled + z_scaled)) * -0.22598331640838618"
15,0.32013561951053443,"((nearest_axial_boundary_fraction_proxy_scaled * ((-0.2673195883806264 - rho_scaled) + (nearest_radial_boundary_fraction_proxy_scaled - (nearest_radial_boundary_fraction_proxy_scaled * nearest_axial_boundary_fraction_proxy_scaled)))) - signed_axial_position_proxy_scaled) * -0.22145566061672572"
17,0.3153727384567315,"(((((-0.248492398851302 - (nearest_radial_boundary_fraction_proxy_scaled * (nearest_axial_boundary_fraction_proxy_scaled + -1.4522759566767593))) - rho_scaled) * nearest_axial_boundary_fraction_proxy_scaled) + 0.42475677035500375) - signed_axial_position_proxy_scaled) * -0.20660210343143343"
19,0.3143787825434591,"((((((-0.12511265400503285 - nearest_radial_boundary_fraction_proxy_scaled) * ((nearest_axial_boundary_fraction_proxy_scaled * 0.7769884725651408) + -1.2455005277683122)) - rho_scaled) * nearest_axial_boundary_fraction_proxy_scaled) + 0.46022367336597303) - signed_axial_position_proxy_scaled) * -0.2180055284714467"
20,0.30692251763622846,"(abs(nearest_angular_boundary_fraction_proxy_scaled + nearest_radial_boundary_fraction_proxy_scaled) + ((nearest_axial_boundary_fraction_proxy_scaled * ((nearest_radial_boundary_fraction_proxy_scaled + (nearest_axial_boundary_fraction_proxy_scaled * -0.9093083643943037)) - rho_fraction_proxy_scaled)) - signed_axial_position_proxy_scaled)) * -0.21324308035297504"
22,0.29692235901562475,"(abs(theta_sin_scaled - (nearest_angular_boundary_fraction_proxy_scaled + nearest_radial_boundary_fraction_proxy_scaled)) + ((nearest_axial_boundary_fraction_proxy_scaled * ((nearest_radial_boundary_fraction_proxy_scaled + (nearest_axial_boundary_fraction_proxy_scaled * -0.8641311717004905)) - rho_fraction_proxy_scaled)) - signed_axial_position_proxy_scaled)) * -0.22378026407867846"
24,0.2963758811980708,"((((((nearest_radial_boundary_fraction_proxy_scaled + (nearest_axial_boundary_fraction_proxy_scaled * -1.0482325451962675)) - rho_fraction_proxy_scaled) * nearest_axial_boundary_fraction_proxy_scaled) - signed_axial_position_proxy_scaled) + abs(theta_sin_scaled - (nearest_angular_boundary_fraction_proxy_scaled + nearest_radial_boundary_fraction_proxy_scaled))) - -0.2446832510763899) * -0.21677134931648187"
26,0.28943068891506907,"(abs(theta_sin_scaled - (nearest_angular_boundary_fraction_proxy_scaled + nearest_radial_boundary_fraction_proxy_scaled)) + ((nearest_axial_boundary_fraction_proxy_scaled * ((nearest_radial_boundary_fraction_proxy_scaled + ((nearest_axial_boundary_fraction_proxy_scaled * -0.9093083643943037) - (nearest_axial_boundary_fraction_proxy_scaled * nearest_radial_boundary_fraction_proxy_scaled))) - rho_fraction_proxy_scaled)) - z_fraction_proxy_scaled)) * -0.21324308035297504"
28,0.2883617826064547,"(((nearest_axial_boundary_fraction_proxy_scaled * (((nearest_radial_boundary_fraction_proxy_scaled + -0.2376656386063669) + ((nearest_axial_boundary_fraction_proxy_scaled * -0.9024689373695388) - (nearest_radial_boundary_fraction_proxy_scaled * nearest_axial_boundary_fraction_proxy_scaled))) - rho_fraction_proxy_scaled)) - signed_axial_position_proxy_scaled) + abs(theta_sin_scaled - (nearest_angular_boundary_fraction_proxy_scaled + nearest_radial_boundary_fraction_proxy_scaled))) * -0.21553810292036174"
30,0.2877782315382456,"(((abs(theta_sin_scaled - (nearest_angular_boundary_fraction_proxy_scaled + nearest_radial_boundary_fraction_proxy_scaled)) + ((((nearest_radial_boundary_fraction_proxy_scaled + (nearest_axial_boundary_fraction_proxy_scaled * -1.0932740268122108)) - (nearest_radial_boundary_fraction_proxy_scaled * nearest_axial_boundary_fraction_proxy_scaled)) + (-0.21661858680539464 - rho_fraction_proxy_scaled)) * nearest_axial_boundary_fraction_proxy_scaled)) - signed_axial_position_proxy_scaled) * -0.20959416370792344) - 0.06397823622247535"
32,0.2835515623067496,"(abs(0.5984289268934154 - (theta_sin_scaled - (nearest_radial_boundary_fraction_proxy_scaled + nearest_angular_boundary_fraction_proxy_scaled))) + ((((((nearest_radial_boundary_fraction_proxy_scaled + (nearest_axial_boundary_fraction_proxy_scaled * -1.0471465485920015)) - (nearest_radial_boundary_fraction_proxy_scaled * nearest_axial_boundary_fraction_proxy_scaled)) + (-0.16321205740634975 - rho_fraction_proxy_scaled)) * nearest_axial_boundary_fraction_proxy_scaled) - signed_axial_position_proxy_scaled) - -0.08450339389216073)) * -0.22762455633440662"
