Complexity,Loss,Equation
1,1.0,"-8.560956e-5"
3,0.94202876,"nearest_radial_boundary_fraction_proxy_scaled * 0.23967783"
5,0.9420275,"nearest_radial_boundary_fraction_proxy_scaled / 4.156247"
6,0.9348067,"abs(nearest_axial_boundary_fraction_proxy_scaled) + -0.894578"
7,0.87979084,"gauss(fluence_rate_scaled) - 0.50353706"
9,0.86095196,"gauss(fluence_rate_scaled * 1.3405694) - 0.50353706"
11,0.8567148,"gauss((nearest_axial_boundary_fraction_proxy_scaled + 1.3793064) * 3.4704208) - 0.19589865"
13,0.85109526,"gauss(square(z_fraction_proxy_scaled - 2.410737) - (z_fraction_proxy_scaled * nearest_radial_boundary_fraction_proxy_scaled))"
15,0.7961859,"(gauss(fluence_rate_scaled * 1.4074419) - gauss(nearest_axial_boundary_fraction_proxy_scaled)) * 0.8958098"
17,0.7677781,"(z_within_case_z_scaled * z_scaled) * ((gauss(fluence_rate_scaled) - gauss(nearest_axial_boundary_fraction_proxy_scaled)) - 0.2408533)"
19,0.7344622,"(gauss(1.5630567 * (fluence_rate_within_case_z_scaled + -0.5006448)) - gauss(nearest_axial_boundary_fraction_proxy_scaled)) * (z_within_case_z_scaled * z_scaled)"
25,0.73431975,"z_within_case_z_scaled * (z_scaled * (gauss((fluence_rate_within_case_z_scaled * 1.5987794) + -0.7743766) - gauss(rho_mean_scaled * (nearest_axial_boundary_fraction_proxy_scaled / rho_mean_scaled))))"
27,0.7175874,"((z_within_case_z_scaled * z_scaled) * (gauss((fluence_rate_within_case_z_scaled * 1.6257254) + -0.71089095) - gauss(rho_mean_scaled * (nearest_axial_boundary_fraction_proxy_scaled / rho_mean_scaled)))) * 0.8007202"
