Complexity,Loss,Equation
1,0.38718569242644657,"-0.09940243791791878"
3,0.3810197485832811,"hotspot_rbf_max_proxy_scaled * 0.15790373632088045"
5,0.37540888658275634,"(hotspot_rbf_max_proxy_scaled + hotspot_rbf_04_scaled) * 0.130042185195224"
6,0.3728117218360463,"(v10_normalised_shape_proxy_scaled - signed_radial_position_proxy_scaled) * 0.1663740943791275"
7,0.36751213076532896,"(nearest_radial_boundary_fraction_proxy_scaled * (1.3726369399714196 - fluence_rate_mean_scaled)) * 0.14421009707212185"
9,0.3638676667752266,"(((1.2225854587438034 - fluence_rate_mean_scaled) * 0.15126327793285796) * nearest_radial_boundary_fraction_proxy_scaled) + -0.09969119428062038"
11,0.3602419592328164,"((0.947676270634266 - fluence_rate_mean_scaled) * ((-0.5704007024156666 - nearest_radial_boundary_fraction_proxy_scaled) * -0.18677470382481284)) + -0.20515740934398735"
12,0.3574908818960128,"((((v10_fixed_shape_proxy_scaled + 1.5119568851102159) - fluence_rate_mean_scaled) * 0.1573245927716246) * nearest_radial_boundary_fraction_proxy_scaled) + -0.17107972668835447"
14,0.3531335476314099,"((((v10_normalised_shape_proxy_scaled + 1.0624588209775807) - fluence_rate_mean_scaled) * -0.16602334797646504) * (-0.666589804312518 - nearest_radial_boundary_fraction_proxy_scaled)) + -0.2873592264267445"
15,0.3427056589045563,"tanh(0.5353280385268686 + (-0.1308541133824969 / (0.8376409446064107 - nearest_radial_boundary_fraction_proxy_scaled))) * -0.7375423280712265"
17,0.33640748213412863,"(tanh((-0.1619027199083473 / (0.8355763545220317 - nearest_radial_boundary_fraction_proxy_scaled)) + 0.9442985869656159) * -0.7039713219883518) + 0.22814237667445092"
21,0.3350984745385718,"(((0.9411773943248284 - nearest_angular_boundary_fraction_proxy_scaled) * -0.1698868982956824) + tanh((-0.1308541133824969 / (0.8376409446064107 - nearest_radial_boundary_fraction_proxy_scaled)) + 0.5353280385268686)) * -0.7375423280712265"
23,0.32783057512195174,"(tanh((-0.13026505144109957 / (0.8427445835179797 - nearest_radial_boundary_fraction_proxy_scaled)) + 0.4786594058998791) + (nearest_radial_boundary_fraction_proxy_scaled * ((0.8494240351256054 - fluence_rate_mean_scaled) * -0.2074245288250442))) * -0.656481354359857"
25,0.32641637379103916,"tanh((-0.1550208722217965 / (0.8405827337433243 - nearest_radial_boundary_fraction_proxy_scaled)) + 0.5532716546457357) * ((-0.004399686008376685 - (((fluence_rate_mean_scaled + 0.40622896987610074) - nearest_angular_boundary_fraction_proxy_scaled) * -0.28062484023041384)) + -0.7419420173875366)"
27,0.32016708401585514,"(((((nearest_radial_boundary_fraction_proxy_scaled * (0.8808177784659812 - fluence_rate_mean_scaled)) + 0.9422645091833189) - nearest_angular_boundary_fraction_proxy_scaled) * -0.17919473313025566) + tanh((-0.10763687855672724 / (0.8325918762992648 - nearest_radial_boundary_fraction_proxy_scaled)) + 0.5781283649276745)) * -0.7620741598923209"
31,0.3189453396291779,"(((((nearest_radial_boundary_fraction_proxy_scaled * (0.8405161027149327 - fluence_rate_mean_scaled)) + gauss(fluence_rate_mean_scaled)) - nearest_angular_boundary_fraction_proxy_scaled) * -0.18497002628498338) + tanh((-0.1158459871389816 / (0.837462913390394 - nearest_radial_boundary_fraction_proxy_scaled)) + 0.5885139681806368)) * -0.7501778934908668"
