stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,0,1,0.3887512733409237,0.0,-0.06802117278252749,-0.06802117278252749,0.3055687540640057,[],CONST,"{""features"": [], ""operators"": []}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,1,3,0.380734051782506,0.010419317194070249,nearest_radial_boundary_fraction_proxy_scaled * 0.15872989780195254,nearest_radial_boundary_fraction_proxy_scaled*0.15872989780195254,0.91624504603972622*nearest_radial_boundary_fraction_proxy + 0.037621499472575544,"[""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Mul""]}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,2,5,0.3799693128798004,0.0010053053474661866,(nearest_radial_boundary_fraction_proxy_scaled * 0.151895848440261) + -0.04642546998700674,nearest_radial_boundary_fraction_proxy_scaled*0.151895848440261 - 0.04642546998700674,0.876796498798465*nearest_radial_boundary_fraction_proxy + 0.01542628360947552,"[""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,3,7,0.3764597326377842,0.004639702092565923,nearest_radial_boundary_fraction_proxy_scaled * ((nearest_angular_boundary_fraction_proxy_scaled - 1.5089770175163073) * -0.10495739631516436),nearest_radial_boundary_fraction_proxy_scaled*(nearest_angular_boundary_fraction_proxy_scaled - 1*1.5089770175163073)*(-0.10495739631516436),-0.081393901307272384*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*(7.71320426068593*nearest_angular_boundary_fraction_proxy - 2.28606202036391 - 1.5089770175163073) + 0.35831881093128,"[""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Add(Mul(CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,4,8,0.374822362904405,0.0043588748768733625,(nearest_radial_boundary_fraction_proxy_scaled * 0.20362317506449623) * abs(theta_fraction_proxy_scaled),nearest_radial_boundary_fraction_proxy_scaled*0.20362317506449623*Abs(theta_fraction_proxy_scaled),0.15790868673328998*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*Abs(4.18178577412828*theta_fraction_proxy - 1.95319738170039) + 0.35831881093128,"[""nearest_radial_boundary_fraction_proxy_scaled"", ""theta_fraction_proxy_scaled""]","Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Abs(Symbol('theta_fraction_proxy_scaled')))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled"", ""theta_fraction_proxy_scaled""], ""operators"": [""Abs"", ""Mul""]}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,5,9,0.3733325539100683,0.003982626940083487,(hotspot_rbf_04_scaled * ((nearest_radial_boundary_fraction_proxy_scaled * 0.16596010359697508) * hotspot_rbf_04_scaled)) + -0.09174687846399887,hotspot_rbf_04_scaled*nearest_radial_boundary_fraction_proxy_scaled*0.16596010359697508*hotspot_rbf_04_scaled - 0.09174687846399887,0.12870117559466573*(3.93519747879844*hotspot_rbf_04 - 1.06346833267301)**2*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695) + 0.2871695957914023,"[""hotspot_rbf_04_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('hotspot_rbf_04_scaled'), Integer(2)), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""hotspot_rbf_04_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,6,10,0.3712630974681385,0.00555861900789861,(((v10_fixed_shape_proxy_scaled + 1.512746830377397) * nearest_radial_boundary_fraction_proxy_scaled) + -0.8211907177364792) * 0.13488021935301475,(nearest_radial_boundary_fraction_proxy_scaled*(v10_fixed_shape_proxy_scaled + 1.512746830377397) - 0.8211907177364792)*0.13488021935301475,0.10459889105248658*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*(1.31201535165184*v10_fixed_shape_proxy + 1.054809700842728) + 0.27242317251344874,"[""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Symbol('v10_fixed_shape_proxy_scaled')), Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,7,12,0.3663897495006076,0.0066066563576159,((nearest_radial_boundary_fraction_proxy_scaled * (hotspot_rbf_05_scaled - (v10_fixed_shape_proxy_scaled + 1.7869268920482844))) * -0.16772321502034251) - 0.20119652216933412,nearest_radial_boundary_fraction_proxy_scaled*(hotspot_rbf_05_scaled - (v10_fixed_shape_proxy_scaled + 1.7869268920482844))*(-0.16772321502034251) - 1*0.20119652216933412,-0.13006845910421826*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*(4.26142627687419*hotspot_rbf_05 - 1.31201535165184*v10_fixed_shape_proxy - 2.6394494049828699) + 0.20229198058153383,"[""hotspot_rbf_05_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('hotspot_rbf_05_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Symbol('v10_fixed_shape_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""hotspot_rbf_05_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,8,14,0.3635248081486503,0.003925056754129099,((nearest_angular_boundary_fraction_proxy_scaled - ((hotspot_rbf_04_scaled + v10_fixed_shape_proxy_scaled) + 1.950498411765457)) * (nearest_radial_boundary_fraction_proxy_scaled * -0.1235447332220694)) - 0.14506382660379932,(nearest_angular_boundary_fraction_proxy_scaled - (hotspot_rbf_04_scaled + v10_fixed_shape_proxy_scaled + 1.950498411765457))*nearest_radial_boundary_fraction_proxy_scaled*(-0.1235447332220694) - 1*0.14506382660379932,-0.09580828198819887*(7.44344675751039*nearest_radial_boundary_fraction_proxy - 2.60530015789695)*(-3.93519747879844*hotspot_rbf_04 + 7.71320426068593*nearest_angular_boundary_fraction_proxy - 1.31201535165184*v10_fixed_shape_proxy - 2.715154969921688) + 0.24582258674532442,"[""hotspot_rbf_04_scaled"", ""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('hotspot_rbf_04_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(Integer(-1), CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Symbol('v10_fixed_shape_proxy_scaled')), Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""hotspot_rbf_04_scaled"", ""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""v10_fixed_shape_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",5,1,warm_start_checkpoint
v11_centered_tail_localised_residual,v11_i3_tail_aware_localised_residual,9,19,0.3582192805909777,0.0029404456279486678,(signed_angular_position_proxy_scaled * (((signed_angular_position_proxy_scaled * tanh(nearest_radial_boundary_fraction_proxy_scaled * -2.308888937743648)) - (nearest_angular_boundary_fraction_proxy_scaled + 0.876943505267415)) * -0.18902144496167247)) + -0.12968302847339325,signed_angular_position_proxy_scaled*(signed_angular_position_proxy_scaled*tanh(nearest_radial_boundary_fraction_proxy_scaled*(-2.308888937743648)) - (nearest_angular_boundary_fraction_proxy_scaled + 0.876943505267415))*(-0.18902144496167247) - 0.12968302847339325,-0.14658512288138305*(2.09089288702877*signed_angular_position_proxy + 0.137695505370236)*(-7.71320426068593*nearest_angular_boundary_fraction_proxy - (2.09089288702877*signed_angular_position_proxy + 0.137695505370236)*tanh(17.18609187709957*nearest_radial_boundary_fraction_proxy - 6.015348714070041) + 1.40911851509649) + 0.25775031369935591,"[""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""signed_angular_position_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled'), Symbol('signed_angular_position_proxy_scaled')), Mul(CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)), tanh(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')))), Mul(CONST, Symbol('signed_angular_position_proxy_scaled')), CONST))","{""features"": [""nearest_angular_boundary_fraction_proxy_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""signed_angular_position_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""tanh""]}",5,1,warm_start_checkpoint
