Complexity,Loss,Equation
1,0.9999999,"3.2088807e-5"
3,0.95794976,"theta_cos_scaled * -0.2049745"
5,0.8707201,"square(rho_within_case_z_scaled) * -0.20064569"
6,0.8148825,"0.77833813 - abs(fluence_rate_scaled)"
7,0.81200284,"((rho_within_case_z_scaled * rho_within_case_z_scaled) + -1.0019237) * -0.29230753"
8,0.78776574,"0.5750081 - abs(fluence_rate_scaled * 0.73428404)"
10,0.7794827,"0.6431141 - abs((fluence_rate_scaled * -0.785819) - -0.11773377)"
11,0.7223941,"(square(theta_cos_scaled) * 0.22874473) + ((rho_within_case_z_scaled * rho_within_case_z_scaled) * -0.2980153)"
13,0.7111624,"((square(theta_cos_scaled) + 0.6748487) * 0.19090612) + ((rho_within_case_z_scaled * rho_within_case_z_scaled) * -0.3230922)"
14,0.71077013,"abs(0.08551101 - (theta_cos_scaled * 0.47185203)) + ((rho_within_case_z_scaled * rho_within_case_z_scaled) * -0.33242643)"
15,0.69324684,"(((theta_cos_scaled + -0.42667025) * -0.9414965) - square(rho_within_case_z_scaled)) * ((theta_cos_scaled + -1.9054255) * -0.14598164)"
16,0.67563224,"square(theta_cos_scaled * 0.5672901) + (rho_within_case_z_scaled * (rho_within_case_z_scaled * (abs(theta_cos_scaled) * -0.301446)))"
18,0.6627944,"square(theta_cos_scaled * 0.5517447) + ((abs(theta_cos_scaled) + 0.4971429) * ((rho_within_case_z_scaled * rho_within_case_z_scaled) * -0.22273183))"
20,0.6584626,"square(theta_cos_scaled * 0.55457324) + (((rho_within_case_z_scaled * rho_within_case_z_scaled) * (abs(theta_cos_scaled) + (rho_within_case_z_scaled * -0.16183585))) * -0.2527905)"
24,0.6411823,"(rho_within_case_z_scaled * ((abs(theta_cos_within_case_z_scaled) + ((fluence_rate_within_case_z_scaled * 0.22637692) - -0.41827628)) * (rho_within_case_z_scaled * -0.1854158))) + square((0.04971292 - theta_cos_scaled) * 0.53181404)"
26,0.6323268,"square((0.064237 - theta_cos_scaled) * 0.51473314) + (((rho_within_case_z_scaled * ((fluence_rate_within_case_z_scaled * -0.08245845) + ((abs(theta_cos_within_case_z_scaled) - -0.24095309) * -0.1787831))) - 0.16386797) * rho_within_case_z_scaled)"
28,0.63077223,"square((theta_cos_scaled * 0.5027611) - 0.06400902) + (rho_within_case_z_scaled * (((rho_within_case_z_scaled * ((fluence_rate_within_case_z_scaled * 0.42201385) + (abs(theta_cos_scaled - 0.16048421) - -0.2804983))) * -0.17954634) - 0.14739765))"
