Complexity,Loss,Equation
1,0.3933089905468836,"-0.03415412120848901"
3,0.3782578723063567,"signed_axial_position_proxy_scaled * 0.20891482749207763"
5,0.36086617803430554,"rho_scaled * (nearest_axial_boundary_fraction_proxy_scaled * 0.30240033896188917)"
7,0.346597847625682,"((signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * nearest_axial_boundary_fraction_proxy_scaled) * 0.23498469668697777"
9,0.335813123812307,"(((signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * nearest_axial_boundary_fraction_proxy_scaled) + z_fraction_proxy_scaled) * 0.17043104967308953"
11,0.3322813654258273,"(z_scaled * 0.19450094727234646) - ((rho_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * (nearest_axial_boundary_fraction_proxy_scaled * -0.23172847634904953))"
13,0.32202224713641503,"((z_scaled + nearest_radial_boundary_fraction_proxy_scaled) - (((signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * nearest_axial_boundary_fraction_proxy_scaled) * -1.422409997329305)) * 0.17788617547623786"
15,0.3196050603019109,"(((z_scaled + nearest_radial_boundary_fraction_proxy_scaled) - ((signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * (nearest_axial_boundary_fraction_proxy_scaled * -1.4841719766786685))) + -0.4515384550533405) * 0.17480682610703802"
17,0.3192173343545273,"((signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * (-0.1666309020661067 - (nearest_axial_boundary_fraction_proxy_scaled * -0.25726270792383715))) + (((0.4689988013491275 - signed_radial_position_proxy_scaled) - signed_axial_position_proxy_scaled) * -0.1902140454701865)"
19,0.31914805523183387,"(((-0.8814823538596711 - (nearest_axial_boundary_fraction_proxy_scaled * -1.3273514453455062)) * (signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) + (-0.4200897480299691 - ((rho_scaled * -0.9915212406598654) - signed_axial_position_proxy_scaled))) * 0.19039660121651186"
23,0.30768920245509307,"((((signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * (-0.11540548537340356 - (nearest_axial_boundary_fraction_proxy_scaled * (-1.4532103160884209 - (nearest_axial_boundary_fraction_proxy_scaled * -0.7393596357601759))))) + -0.5009397135051846) - ((rho_scaled * -0.8944482635478311) - signed_axial_position_proxy_scaled)) * 0.19323277518356236"
28,0.3069943808645271,"(((theta_cos_within_case_z_scaled * 0.27063579279238204) + ((signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * (-0.042821141300256174 - (nearest_axial_boundary_fraction_proxy_scaled * (-1.4427180039999832 - (nearest_axial_boundary_fraction_proxy_scaled * -0.7567943188153782)))))) + (-0.5148973559268333 - ((rho_scaled * -0.8012580522477104) - signed_axial_position_proxy_scaled))) * 0.18913546331059225"
29,0.3023195686710211,"(gauss((nearest_axial_boundary_fraction_proxy_scaled + 0.6016557043388718) * 2.4880982361320743) * -0.6077925787552965) + ((((signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) * (0.680356547080109 - nearest_axial_boundary_fraction_proxy_scaled)) * -0.2526839650487496) - ((signed_radial_position_proxy_scaled - (signed_axial_position_proxy_scaled * -0.9466556272128158)) * -0.19552033697612095))"
31,0.29712706672593425,"(gauss((nearest_axial_boundary_fraction_proxy_scaled + 0.6526460013042535) * 1.74157154325427) * -0.6942062600548069) - (((signed_radial_position_proxy_scaled - (z_scaled * -0.8565900128692575)) * -0.200604506571593) + ((0.158997903455903 - (nearest_axial_boundary_fraction_proxy_scaled * 0.24594677260752348)) * ((rho_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled) - 0.5571493364703333)))"
