Complexity,Loss,Equation
1,0.3810842073602428,"-0.024748999293530066"
3,0.3802842238873108,"nearest_angular_boundary_fraction_proxy_scaled * 0.05529516437814635"
4,0.37991244266278557,"fluence_rate_within_case_z_scaled * -0.060181408620904354"
5,0.36968082266761737,"(nearest_radial_boundary_fraction_proxy_scaled * -0.1529846429929596) * fluence_rate_mean_scaled"
7,0.3637353123177244,"nearest_angular_boundary_fraction_proxy_scaled * ((theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled) * -0.13288847398532544)"
9,0.3610250884929577,"((theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled) * -0.15997693871306645) * (nearest_angular_boundary_fraction_proxy_scaled + 0.45626829268836183)"
11,0.3576316915273405,"((nearest_angular_boundary_fraction_proxy_scaled + theta_cos_scaled) + fluence_rate_scaled) * ((theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled) * -0.09141271124322313)"
13,0.3528096344321925,"((theta_cos_scaled + fluence_rate_scaled) + nearest_angular_boundary_fraction_proxy_scaled) * ((theta_cos_scaled + (nearest_radial_boundary_fraction_proxy_scaled + 0.766159286976653)) * -0.11747020671998123)"
15,0.34859116441606885,"((nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled) * -0.2036168155626857) * (((nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled) * 0.5228644259549826) + (nearest_angular_boundary_fraction_proxy_scaled + 0.47987105551570663))"
17,0.34790432808252597,"(((((fluence_rate_scaled + nearest_radial_boundary_fraction_proxy_scaled) * 0.5669535198370692) + 0.47243282307242873) + nearest_angular_boundary_fraction_proxy_scaled) * ((nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled) * -0.20997938243115435)) - -0.04615953168593001"
18,0.3446303290589326,"((nearest_angular_boundary_fraction_proxy_scaled + ((nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled) * abs(nearest_radial_boundary_fraction_proxy_scaled + 0.8521888455128284))) * (theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled)) * -0.1310810315795132"
20,0.3412127108402851,"((nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled) * -0.10042534120867923) * ((nearest_angular_boundary_fraction_proxy_scaled + nearest_angular_boundary_fraction_proxy_scaled) + (abs(nearest_radial_boundary_fraction_proxy_scaled) * (fluence_rate_scaled + (nearest_radial_boundary_fraction_proxy_scaled + 0.9781614857141118))))"
22,0.33796670932710515,"((theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled) * (((nearest_angular_boundary_fraction_proxy_scaled + 0.7802037210151955) + nearest_angular_boundary_fraction_proxy_scaled) + ((nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled) * abs(nearest_radial_boundary_fraction_proxy_scaled + 0.5624871034176515)))) * -0.10640245606644741"
24,0.3360570707598451,"((theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled) * (((abs(nearest_radial_boundary_fraction_proxy_scaled + 0.5168864438955185) * ((nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled) + 0.7346248988846554)) + (nearest_angular_boundary_fraction_proxy_scaled + nearest_angular_boundary_fraction_proxy_scaled)) * -0.11086396231923472)) - -0.07215761356514432"
