case_id,weighted_numerator,weighted_denominator,unconstrained_case_gain,q90,q95,q99,raw_weight_mean,normalised_weight_mean,normalised_weight_min,normalised_weight_max
case_114,188874.14596672522,101281.51530874828,1.8648432084666002,5.740637493133547,6.512721204757687,10.346745529174791,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_115,525958.0039003792,284876.83911252895,1.8462645315038089,8.64419755935669,10.394952774047848,16.448994159698447,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_116,449343.64593728364,206912.5704109587,2.1716594842199353,8.049812889099123,9.626658058166502,15.341071567535392,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_117,345444.50441351405,203978.30721683992,1.6935354995680396,7.562745857238772,8.875784015655517,13.745235443115213,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_118,192621.17414145792,353509.72340742574,0.5448822518509876,7.4225030422210745,9.728425073623656,15.380120143890334,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_119,304176.27186543663,154305.60313530586,1.9712587597918512,6.877431440353393,8.03566355705261,12.864710826873766,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_120,502868.97362425335,268656.99600623583,1.8717881205393259,8.594173526763916,10.294800615310661,16.261321811676016,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_121,322020.26461528474,144833.59663452877,2.2233809840949164,6.769794368743898,7.992828512191771,12.891168012618962,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_122,145237.4830848209,89468.49743558958,1.6233365625636074,4.8859138011932375,5.731524729728698,9.12270348548888,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_124,365804.0121564173,168716.4099516441,2.1681590561419637,7.055772066116334,8.326841783523559,13.333128252029367,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_125,287493.3525735654,142025.4199907148,2.024238707355069,6.6000275135040285,7.719360971450801,12.352934799194323,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_127,307289.6370548862,143528.95740615236,2.1409591667647287,6.558638811111451,7.859949254989618,12.608463897705061,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_128,143812.69291973585,88159.91798513688,1.6312707203741004,4.805820369720459,5.586181855201721,8.927573862075796,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_129,327865.1164495989,205830.9639174911,1.5928852987397275,6.958357095718385,8.360485506057739,12.449416322708034,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_130,313336.5325222595,137561.3651477783,2.2777945841526863,6.539754009246829,7.741332387924194,12.371518497466973,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_133,316803.38363167166,148035.85523898902,2.140044944653607,6.750997686386109,8.05308094024658,12.81892926216123,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_136,174828.61453023396,97648.73821038689,1.7903827303283828,5.139823007583619,5.935817217826843,9.499952650070178,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_137,135153.65003699466,86471.93212502763,1.5629771038489038,4.637449979782106,5.4260913848876955,8.722746763229296,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_139,355693.2730871909,160990.21900854065,2.2094092130424463,7.001120185852052,8.312557744979857,13.217778148651119,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_141,215326.0835869702,123783.18938531532,1.7395422161623089,6.175196123123171,7.26107919216156,11.077090291976921,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
case_142,278636.41685671103,151008.70723420163,1.8451678844225168,6.654256010055542,7.779161429405209,12.231397266387924,1.240003996403237,1.0,0.8064490137939926,6.451592110351941
