stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode
residual_shape,v9_i1_residual_shape_pilot,0,1,1.0,0.0,-8.560956e-5,-8.56095600000000e-5,0.453427329216307,[],CONST,"{""features"": [], ""operators"": []}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,1,3,0.9420276,0.02986035273596733,nearest_radial_boundary_fraction_proxy_scaled * 0.24044226,nearest_radial_boundary_fraction_proxy_scaled*0.24044226,1.79507283083007*nearest_radial_boundary_fraction_proxy - 0.166303118318561,"[""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Mul""]}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,2,5,0.8983645,0.023729342779741102,(nearest_radial_boundary_fraction_proxy_scaled + z_scaled) * 0.22148599,(nearest_radial_boundary_fraction_proxy_scaled + z_scaled)*0.22148599,1.65355076540414*nearest_radial_boundary_fraction_proxy + 0.000822082040533654*z - 0.515192739113189,"[""nearest_radial_boundary_fraction_proxy_scaled"", ""z_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Symbol('z_scaled'))))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled"", ""z_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,3,7,0.8664833,0.018066525958944105,gauss(fluence_rate_scaled) - 0.6189402,-1*0.6189402 + exp(-fluence_rate_scaled**2),-0.178812045527142 + 1.02162831868781*exp(-58.9263744196737*(0.270377290707832*fluence_rate - 1)**2),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, exp(Pow(Symbol('fluence_rate_scaled'), Integer(2)))), CONST), exp(Mul(Integer(-1), Pow(Symbol('fluence_rate_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,4,9,0.83933645,0.015915598419523842,(z_within_case_z_scaled * ((nearest_axial_boundary_fraction_proxy_scaled - -0.9565401) * z_fraction_proxy_scaled)) * -0.6972313,z_within_case_z_scaled*(nearest_axial_boundary_fraction_proxy_scaled - 1*(-0.9565401))*z_fraction_proxy_scaled*(-0.6972313),-0.712311240755514*(3.20954922399893*z_fraction_proxy - 1.7512890462954)*(0.933516437942946*z_within_case_z - 0.147160560295887)*(6.21020430729467*nearest_axial_boundary_fraction_proxy - 1.42454761725745 + 0.9565401) + 0.453514790367153,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""z_fraction_proxy_scaled"", ""z_within_case_z_scaled""]","Mul(Integer(-1), CONST, Symbol('z_fraction_proxy_scaled'), Symbol('z_within_case_z_scaled'), Add(Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled')), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""z_fraction_proxy_scaled"", ""z_within_case_z_scaled""], ""operators"": [""Add"", ""Mul""]}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,5,10,0.8372682,0.0024671899235448333,(z_fraction_proxy_scaled * (abs(nearest_axial_boundary_fraction_proxy_scaled) - 1.0121307)) * z_within_case_z_scaled,z_fraction_proxy_scaled*z_within_case_z_scaled*(Abs(nearest_axial_boundary_fraction_proxy_scaled) - 1*1.0121307),1.02162831868781*(3.20954922399893*z_fraction_proxy - 1.7512890462954)*(0.933516437942946*z_within_case_z - 0.147160560295887)*(Abs(6.21020430729467*nearest_axial_boundary_fraction_proxy - 1.42454761725745) - 1.0121307) + 0.453514790367153,"[""nearest_axial_boundary_fraction_proxy_scaled"", ""z_fraction_proxy_scaled"", ""z_within_case_z_scaled""]","Mul(CONST, Symbol('z_fraction_proxy_scaled'), Symbol('z_within_case_z_scaled'), Add(Mul(CONST, Abs(Symbol('nearest_axial_boundary_fraction_proxy_scaled'))), CONST))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled"", ""z_fraction_proxy_scaled"", ""z_within_case_z_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,6,11,0.8212426,0.019325890166505426,gauss(fluence_rate_scaled) - gauss(nearest_axial_boundary_fraction_proxy_scaled),-exp(-nearest_axial_boundary_fraction_proxy_scaled**2) + exp(-fluence_rate_scaled**2),0.453514790367153 - 1.02162831868781*exp(-38.5666375383413*(nearest_axial_boundary_fraction_proxy - 0.229388204762303)**2) + 1.02162831868781*exp(-58.9263744196737*(0.270377290707832*fluence_rate - 1)**2),"[""fluence_rate_scaled"", ""nearest_axial_boundary_fraction_proxy_scaled""]","Mul(Integer(-1), Add(exp(Pow(Symbol('fluence_rate_scaled'), Integer(2))), Mul(Integer(-1), exp(Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2))))), exp(Mul(Integer(-1), Pow(Symbol('fluence_rate_scaled'), Integer(2)))), exp(Mul(Integer(-1), Pow(Symbol('nearest_axial_boundary_fraction_proxy_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled"", ""nearest_axial_boundary_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,7,12,0.79934245,0.027029106911642956,(gauss(fluence_rate_scaled) * abs(nearest_axial_boundary_fraction_proxy_scaled)) - 0.5720946,-1*0.5720946 + exp(-fluence_rate_scaled**2)*Abs(nearest_axial_boundary_fraction_proxy_scaled),-0.130953253961221 + 1.02162831868781*exp(-58.9263744196737*(0.270377290707832*fluence_rate - 1)**2)*Abs(6.21020430729467*nearest_axial_boundary_fraction_proxy - 1.42454761725745),"[""fluence_rate_scaled"", ""nearest_axial_boundary_fraction_proxy_scaled""]","Mul(CONST, Add(Mul(Integer(-1), CONST, exp(Pow(Symbol('fluence_rate_scaled'), Integer(2)))), Mul(CONST, Abs(Symbol('nearest_axial_boundary_fraction_proxy_scaled')))), exp(Mul(Integer(-1), Pow(Symbol('fluence_rate_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled"", ""nearest_axial_boundary_fraction_proxy_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul"", ""Pow"", ""exp""]}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,8,13,0.7935823,0.007232199897572475,z_fraction_proxy_scaled * ((gauss(fluence_rate_within_case_z_scaled + -0.46687108) - 0.5707568) * z_fraction_proxy_scaled),z_fraction_proxy_scaled*z_fraction_proxy_scaled*(-1*0.5707568 + exp(-(fluence_rate_within_case_z_scaled - 0.46687108)**2)),10.5240039922947*(-0.5707568 + exp(-0.659730203929873*(fluence_rate_within_case_z - 0.849674224565238)**2))*(z_fraction_proxy - 0.545649536452159)**2 + 0.453514790367153,"[""fluence_rate_within_case_z_scaled"", ""z_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Pow(Symbol('z_fraction_proxy_scaled'), Integer(2)), Add(CONST, Mul(CONST, exp(Mul(Integer(-1), CONST, Symbol('fluence_rate_within_case_z_scaled'))), exp(Pow(Symbol('fluence_rate_within_case_z_scaled'), Integer(2))))), exp(Mul(CONST, Symbol('fluence_rate_within_case_z_scaled'))), exp(Mul(Integer(-1), Pow(Symbol('fluence_rate_within_case_z_scaled'), Integer(2)))))","{""features"": [""fluence_rate_within_case_z_scaled"", ""z_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",4,1,warm_start_checkpoint
residual_shape,v9_i1_residual_shape_pilot,9,15,0.78322303,0.006569878252714635,(gauss(fluence_rate_within_case_z_scaled + -0.44319206) - 0.56987864) * ((z_within_case_z_scaled * z_within_case_z_scaled) + theta_sin_std_scaled),(-1*0.56987864 + exp(-(fluence_rate_within_case_z_scaled - 0.44319206)**2))*(theta_sin_std_scaled + z_within_case_z_scaled*z_within_case_z_scaled),1.02162831868781*(-0.56987864 + exp(-0.659730203929873*(fluence_rate_within_case_z - 0.820521406616369)**2))*(12587.1469627254*theta_sin_std + 0.871452939909687*(z_within_case_z - 0.157641102303633)**2 - 1652.62409590286) + 0.453514790367153,"[""fluence_rate_within_case_z_scaled"", ""theta_sin_std_scaled"", ""z_within_case_z_scaled""]","Mul(Integer(-1), CONST, Add(CONST, Mul(CONST, exp(Mul(Integer(-1), CONST, Symbol('fluence_rate_within_case_z_scaled'))), exp(Pow(Symbol('fluence_rate_within_case_z_scaled'), Integer(2))))), Add(Symbol('theta_sin_std_scaled'), Pow(Symbol('z_within_case_z_scaled'), Integer(2))), exp(Mul(CONST, Symbol('fluence_rate_within_case_z_scaled'))), exp(Mul(Integer(-1), Pow(Symbol('fluence_rate_within_case_z_scaled'), Integer(2)))))","{""features"": [""fluence_rate_within_case_z_scaled"", ""theta_sin_std_scaled"", ""z_within_case_z_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",4,1,warm_start_checkpoint
