split,model,criterion,rank,case_id,value,rmse,actual_p99,predicted_p99,actual_max,predicted_max,prediction_abs_max_ratio,top1pct_hotspot_overlap
internal_test,v10_signed_staged_symbolic,rmse,1,case_66,2.297932008872201,2.297932008872201,14.484742507934437,15.757055899825158,22.389339447021484,32.352085991742804,1.4449772432230774,0.5327172827172827
internal_test,v10_signed_staged_symbolic,rmse,2,case_98,2.244916336753103,2.244916336753103,16.65958471298217,13.053946016785373,34.968265533447266,26.19007213304579,0.7489668627686121,0.5264735264735265
internal_test,v10_signed_staged_symbolic,rmse,3,case_06,2.15190981082163,2.15190981082163,15.962084121704066,13.064510289960467,32.9944953918457,26.21573146009248,0.7945486405763147,0.5197302697302697
internal_test,v10_signed_staged_symbolic,rmse,4,case_57,2.1183025493215966,2.1183025493215966,14.611289510726927,12.824497983285609,32.06071853637695,26.18677267172511,0.816786830339217,0.5437062937062938
internal_test,v10_signed_staged_symbolic,rmse,5,case_28,2.068033686976126,2.068033686976126,15.672686471939013,13.410593212613398,36.075843811035156,28.01401620665495,0.7765311423730527,0.5262237762237763
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,1,case_98,0.21643028672779954,2.244916336753103,16.65958471298217,13.053946016785373,34.968265533447266,26.19007213304579,0.7489668627686121,0.5264735264735265
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,2,case_159,0.1921088379245792,1.5442106016575101,12.345149745941162,9.973537374243492,27.970979690551758,20.67175757361509,0.7390430296797129,0.48426573426573427
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,3,case_196,0.18722091531369323,1.6682026013702906,13.27775411605834,10.79188083713974,29.805959701538086,22.130354733493995,0.742480864736323,0.499000999000999
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,4,case_147,0.1851576863608861,1.6769417691410942,13.121011762619016,10.691555581938507,29.499116897583008,21.63333324530603,0.733355283834905,0.498001998001998
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,5,case_06,0.18152854036169952,2.15190981082163,15.962084121704066,13.064510289960467,32.9944953918457,26.21573146009248,0.7945486405763147,0.5197302697302697
internal_test,v10_signed_staged_symbolic,max_relative_error,1,case_66,0.44497724322307736,2.297932008872201,14.484742507934437,15.757055899825158,22.389339447021484,32.352085991742804,1.4449772432230774,0.5327172827172827
internal_test,v10_signed_staged_symbolic,max_relative_error,2,case_147,0.26664471616509494,1.6769417691410942,13.121011762619016,10.691555581938507,29.499116897583008,21.63333324530603,0.733355283834905,0.498001998001998
internal_test,v10_signed_staged_symbolic,max_relative_error,3,case_159,0.2609569703202871,1.5442106016575101,12.345149745941162,9.973537374243492,27.970979690551758,20.67175757361509,0.7390430296797129,0.48426573426573427
internal_test,v10_signed_staged_symbolic,max_relative_error,4,case_196,0.257519135263677,1.6682026013702906,13.27775411605834,10.79188083713974,29.805959701538086,22.130354733493995,0.742480864736323,0.499000999000999
internal_test,v10_signed_staged_symbolic,max_relative_error,5,case_98,0.25103313723138787,2.244916336753103,16.65958471298217,13.053946016785373,34.968265533447266,26.19007213304579,0.7489668627686121,0.5264735264735265
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,1,case_102,0.45879120879120877,1.9558135856417407,14.098538675308209,13.644083263188076,24.8814754486084,29.51658195735476,1.1862874457875285,0.45879120879120877
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,2,case_197,0.47502497502497504,1.5191071903874571,12.379508867263791,10.490761621830174,27.07880973815918,22.140371574867327,0.8176272069915741,0.47502497502497504
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,3,case_199,0.47652347652347654,1.6594160030873617,13.672717103958115,11.605471055440868,29.847414016723633,24.495742664932695,0.8206989942648842,0.47652347652347654
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,4,case_159,0.48426573426573427,1.5442106016575101,12.345149745941162,9.973537374243492,27.970979690551758,20.67175757361509,0.7390430296797129,0.48426573426573427
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,5,case_147,0.498001998001998,1.6769417691410942,13.121011762619016,10.691555581938507,29.499116897583008,21.63333324530603,0.733355283834905,0.498001998001998
internal_test,v11_current_gain_1_00,rmse,1,case_66,2.6946531429684426,2.6946531429684426,14.484742507934437,15.97241973662717,22.389339447021484,35.972544390598685,1.6066818083542975,0.48276723276723277
internal_test,v11_current_gain_1_00,rmse,2,case_98,2.1669326711407932,2.1669326711407932,16.65958471298217,13.695803670268509,34.968265533447266,29.053879539588596,0.8308641877532776,0.6073926073926074
internal_test,v11_current_gain_1_00,rmse,3,case_102,2.153635509141024,2.153635509141024,14.098538675308209,14.197510548768218,24.8814754486084,33.321141182174294,1.3391947455446385,0.4175824175824176
internal_test,v11_current_gain_1_00,rmse,4,case_06,1.998079306431398,1.998079306431398,15.962084121704066,13.60041674221998,32.9944953918457,28.970028031972955,0.8780260976239279,0.6006493506493507
internal_test,v11_current_gain_1_00,rmse,5,case_57,1.959948958171801,1.959948958171801,14.611289510726927,13.45814791091445,32.06071853637695,29.16103433535191,0.9095564811582441,0.6141358641358642
