split,case_id,metric,recomputed_lambda_1,frozen_parent_v11,absolute_difference,tolerance,pass
internal_test,case_06,rmse,1.998079306431398,1.998079306431398,0.0,1.9980793064313978e-06,True
internal_test,case_06,r2,0.6098965046147367,0.6098965046147367,0.0,1e-06,True
internal_test,case_06,predicted_mean,5.76300150545361,5.76300150545361,0.0,5.763001505453609e-06,True
internal_test,case_06,predicted_p95,10.401041855272549,10.401041855272547,1.7763568394002505e-15,1.0401041855272546e-05,True
internal_test,case_06,predicted_p99,13.60041674221998,13.60041674221998,0.0,1.360041674221998e-05,True
internal_test,case_06,predicted_max,28.970028031972955,28.970028031972955,0.0,2.8970028031972955e-05,True
internal_test,case_06,p95_relative_error,0.026293309705636696,0.0262933097056366,9.71445146547012e-17,1e-06,True
internal_test,case_06,p99_relative_error,0.14795482604134785,0.1479548260413478,5.551115123125783e-17,1e-06,True
internal_test,case_06,p99_underprediction_fraction,0.14795482604134785,0.1479548260413478,5.551115123125783e-17,1e-06,True
internal_test,case_06,prediction_abs_max_ratio,0.8780260976239279,0.8780260976239279,0.0,1e-06,True
internal_test,case_06,top5pct_hotspot_overlap,0.5855230292736537,0.5855230292736537,0.0,1e-06,True
internal_test,case_06,top1pct_hotspot_overlap,0.6006493506493507,0.6006493506493507,0.0,1e-06,True
internal_test,case_06,top1_recall_in_predicted_top5,0.8651348651348651,0.8651348651348651,0.0,1e-06,True
internal_test,case_102,rmse,2.153635509141024,2.153635509141024,0.0,2.1536355091410238e-06,True
internal_test,case_102,r2,0.32410859758506005,0.32410859758506,5.551115123125783e-17,1e-06,True
internal_test,case_102,predicted_mean,3.515349777221341,3.515349777221341,0.0,3.515349777221341e-06,True
internal_test,case_102,predicted_p95,9.214505368763565,9.214505368763565,0.0,9.214505368763564e-06,True
internal_test,case_102,predicted_p99,14.197510548768218,14.197510548768218,0.0,1.4197510548768218e-05,True
internal_test,case_102,predicted_max,33.321141182174294,33.321141182174294,0.0,3.332114118217429e-05,True
internal_test,case_102,p95_relative_error,0.09616106446503767,0.0961610644650376,6.938893903907228e-17,1e-06,True
internal_test,case_102,p99_relative_error,0.007020009359788863,0.0070200093597888,6.331740687315346e-17,1e-06,True
internal_test,case_102,p99_underprediction_fraction,0.0,0.0,0.0,1e-06,True
internal_test,case_102,prediction_abs_max_ratio,1.3391947455446385,1.3391947455446385,0.0,1.3391947455446385e-06,True
internal_test,case_102,top5pct_hotspot_overlap,0.5791287840943151,0.5791287840943151,0.0,1e-06,True
internal_test,case_102,top1pct_hotspot_overlap,0.4175824175824176,0.4175824175824176,0.0,1e-06,True
internal_test,case_102,top1_recall_in_predicted_top5,0.9155844155844156,0.9155844155844156,0.0,1e-06,True
internal_test,case_117,rmse,1.71198272236816,1.71198272236816,0.0,1.71198272236816e-06,True
internal_test,case_117,r2,0.6105498882357085,0.6105498882357085,0.0,1e-06,True
internal_test,case_117,predicted_mean,5.188021189243117,5.188021189243117,0.0,5.188021189243117e-06,True
internal_test,case_117,predicted_p95,9.559325451985314,9.559325451985314,0.0,9.559325451985314e-06,True
internal_test,case_117,predicted_p99,12.676460820594825,12.676460820594825,0.0,1.2676460820594823e-05,True
internal_test,case_117,predicted_max,27.728765491043763,27.728765491043763,0.0,2.7728765491043762e-05,True
internal_test,case_117,p95_relative_error,0.07701195016960026,0.0770119501696002,5.551115123125783e-17,1e-06,True
internal_test,case_117,p99_relative_error,0.07775600694098855,0.0777560069409885,5.551115123125783e-17,1e-06,True
internal_test,case_117,p99_underprediction_fraction,0.07775600694098855,0.0777560069409885,5.551115123125783e-17,1e-06,True
internal_test,case_117,prediction_abs_max_ratio,0.9225996850621268,0.9225996850621268,0.0,1e-06,True
internal_test,case_117,top5pct_hotspot_overlap,0.5983115196323309,0.5983115196323309,0.0,1e-06,True
internal_test,case_117,top1pct_hotspot_overlap,0.6068931068931069,0.6068931068931069,0.0,1e-06,True
internal_test,case_117,top1_recall_in_predicted_top5,0.8841158841158842,0.8841158841158842,0.0,1e-06,True
internal_test,case_147,rmse,1.5620262901903057,1.5620262901903057,0.0,1.5620262901903055e-06,True
internal_test,case_147,r2,0.6506501218619997,0.6506501218619997,0.0,1e-06,True
internal_test,case_147,predicted_mean,4.695357851372258,4.695357851372258,0.0,4.695357851372257e-06,True
internal_test,case_147,predicted_p95,8.562786353505045,8.562786353505045,0.0,8.562786353505044e-06,True
internal_test,case_147,predicted_p99,11.211612934029318,11.211612934029318,0.0,1.1211612934029318e-05,True
internal_test,case_147,predicted_max,23.956308398293892,23.95630839829389,3.552713678800501e-15,2.3956308398293887e-05,True
internal_test,case_147,p95_relative_error,0.02308014262644538,0.0230801426264453,7.979727989493313e-17,1e-06,True
internal_test,case_147,p99_relative_error,0.14552222520137217,0.1455222252013721,8.326672684688674e-17,1e-06,True
internal_test,case_147,p99_underprediction_fraction,0.14552222520137217,0.1455222252013721,8.326672684688674e-17,1e-06,True
internal_test,case_147,prediction_abs_max_ratio,0.8121025616280987,0.8121025616280987,0.0,1e-06,True
internal_test,case_147,top5pct_hotspot_overlap,0.5533020281746428,0.5533020281746428,0.0,1e-06,True
internal_test,case_147,top1pct_hotspot_overlap,0.5899100899100899,0.5899100899100899,0.0,1e-06,True
internal_test,case_147,top1_recall_in_predicted_top5,0.8678821178821179,0.8678821178821179,0.0,1e-06,True
internal_test,case_159,rmse,1.4712844182184048,1.4712844182184048,0.0,1.4712844182184047e-06,True
internal_test,case_159,r2,0.630913428838004,0.630913428838004,0.0,1e-06,True
internal_test,case_159,predicted_mean,4.073279190163099,4.073279190163099,0.0,4.0732791901630985e-06,True
internal_test,case_159,predicted_p95,7.869861093147317,7.869861093147317,0.0,7.869861093147316e-06,True
internal_test,case_159,predicted_p99,10.451936282896535,10.451936282896536,1.7763568394002505e-15,1.0451936282896535e-05,True
internal_test,case_159,predicted_max,22.926275240467838,22.92627524046784,3.552713678800501e-15,2.2926275240467842e-05,True
internal_test,case_159,p95_relative_error,0.0174080141700805,0.0174080141700805,0.0,1e-06,True
internal_test,case_159,p99_relative_error,0.1533568650041753,0.1533568650041753,0.0,1e-06,True
internal_test,case_159,p99_underprediction_fraction,0.1533568650041753,0.1533568650041753,0.0,1e-06,True
internal_test,case_159,prediction_abs_max_ratio,0.8196450569163312,0.8196450569163312,0.0,1e-06,True
internal_test,case_159,top5pct_hotspot_overlap,0.5882206014586872,0.5882206014586872,0.0,1e-06,True
internal_test,case_159,top1pct_hotspot_overlap,0.5811688311688312,0.5811688311688312,0.0,1e-06,True
internal_test,case_159,top1_recall_in_predicted_top5,0.8621378621378621,0.8621378621378621,0.0,1e-06,True
internal_test,case_196,rmse,1.5555703495184066,1.5555703495184066,0.0,1.5555703495184065e-06,True
internal_test,case_196,r2,0.6542909894050081,0.6542909894050081,0.0,1e-06,True
internal_test,case_196,predicted_mean,4.604459917895201,4.604459917895201,0.0,4.604459917895201e-06,True
internal_test,case_196,predicted_p95,8.61282070539227,8.61282070539227,0.0,8.61282070539227e-06,True
internal_test,case_196,predicted_p99,11.351174511950576,11.351174511950576,0.0,1.1351174511950575e-05,True
internal_test,case_196,predicted_max,24.547201502250303,24.547201502250303,0.0,2.45472015022503e-05,True
internal_test,case_196,p95_relative_error,0.02285881383646519,0.0228588138364651,9.020562075079397e-17,1e-06,True
internal_test,case_196,p99_relative_error,0.1450983040706956,0.1450983040706956,0.0,1e-06,True
internal_test,case_196,p99_underprediction_fraction,0.1450983040706956,0.1450983040706956,0.0,1e-06,True
internal_test,case_196,prediction_abs_max_ratio,0.8235668889058985,0.8235668889058985,0.0,1e-06,True
internal_test,case_196,top5pct_hotspot_overlap,0.5606454191227895,0.5606454191227895,0.0,1e-06,True
