split,model,reporting_role,case_p95_spearman,case_p95_std_ratio,case_p95_mean_bias,case_p99_spearman,case_p99_std_ratio,case_p99_mean_bias
internal_test,v10_signed_staged_symbolic,parent_reference,0.9607142857142855,1.0379045167277883,0.06861092045954577,0.7678571428571428,1.115480803314365,-1.9309334912333398
internal_test,v11_current_gain_1_00,current_v11,0.9392857142857142,1.0632011248743507,0.4665443649105318,0.7714285714285712,1.1096068266535364,-1.3804938895501282
internal_test,v11_mean_calibrated_v10,mean_calibration_only,0.95,0.981614007247472,-0.37478456180067093,0.7785714285714285,1.12032580479719,-2.3743289734935566
internal_test,v11_selected_gain_0.90,validation_selected,0.9392857142857142,1.0532260386428876,0.3499339380133782,0.7785714285714285,1.1163128634467843,-1.585399241292236
validation,v10_signed_staged_symbolic,parent_reference,0.7928571428571427,0.8366505947229834,0.26038989300379345,0.825,0.7355699039802216,-1.5384840268759377
validation,v11_current_gain_1_00,current_v11,0.8642857142857141,0.9451644212698397,0.6048065383420718,0.8214285714285712,0.8121695993228305,-1.0255816745069966
validation,v11_mean_calibrated_v10,mean_calibration_only,0.7999999999999999,0.8590210236279502,-0.22587281439896917,0.825,0.7529073423419788,-2.0247467342787
validation,v11_selected_gain_0.90,validation_selected,0.8464285714285712,0.9333093433564086,0.4911733850679444,0.8214285714285712,0.8003203790942147,-1.2324838011022237
