Complexity,Loss,Equation
1,0.3755898274794683,"-0.04113106015861519"
3,0.3684211409360138,"nearest_radial_boundary_fraction_proxy_scaled * 0.14901057738926643"
5,0.36430499225867535,"(theta_cos_scaled * -0.14474065909015377) * nearest_angular_boundary_fraction_proxy_scaled"
7,0.35435076014677847,"nearest_radial_boundary_fraction_proxy_scaled * ((fluence_rate_mean_scaled + -0.9903728168513781) * -0.17187999035679793)"
9,0.34909412954724317,"(((nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled) + -1.0738757967221708) * -0.1468580706022943) * nearest_radial_boundary_fraction_proxy_scaled"
10,0.3468514101618517,"nearest_radial_boundary_fraction_proxy_scaled * ((fluence_rate_mean_scaled - abs(signed_angular_position_proxy_scaled)) * -0.19040989090694016)"
11,0.3439735862909527,"(nearest_angular_boundary_fraction_proxy_scaled + nearest_radial_boundary_fraction_proxy_scaled) * ((theta_fraction_proxy_scaled - (nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled)) * 0.10956264341384897)"
12,0.3427382396799883,"(nearest_radial_boundary_fraction_proxy_scaled * (abs(signed_angular_position_proxy_scaled * nearest_axial_boundary_fraction_proxy_scaled) - fluence_rate_mean_scaled)) * 0.20508130156549698"
14,0.34162864928214814,"nearest_radial_boundary_fraction_proxy_scaled * (((abs(nearest_axial_boundary_fraction_proxy_scaled) + theta_fraction_proxy_scaled) - (nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled)) * 0.15887661645183263)"
15,0.3395387041550655,"((theta_fraction_proxy_scaled + 1.0132575245999618) - (nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled)) * ((nearest_radial_boundary_fraction_proxy_scaled + (nearest_angular_boundary_fraction_proxy_scaled * 0.4414703637947122)) * 0.13900158672649054)"
17,0.33796303691110374,"((nearest_angular_boundary_fraction_proxy_scaled - theta_fraction_proxy_scaled) + (fluence_rate_mean_scaled + -0.8723685738779988)) * ((nearest_radial_boundary_fraction_proxy_scaled + ((nearest_angular_boundary_fraction_proxy_scaled + 0.5403450912470474) * 0.5734140415148924)) * -0.14401254091851257)"
18,0.33452452544727945,"(nearest_radial_boundary_fraction_proxy_scaled + (nearest_angular_boundary_fraction_proxy_scaled * 0.3896782111492233)) * (((abs(nearest_axial_boundary_fraction_proxy_scaled) + theta_fraction_proxy_scaled) - (nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled)) * 0.15278822240714104)"
19,0.3331706072203153,"(nearest_radial_boundary_fraction_proxy_scaled + boundary_corner_proximity_proxy_scaled) * ((nearest_angular_boundary_fraction_proxy_scaled + (fluence_rate_mean_scaled - (theta_fraction_proxy_scaled + abs(rho_fraction_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)))) * -0.0948455421648695)"
21,0.3309609585495797,"((nearest_radial_boundary_fraction_proxy_scaled + boundary_corner_proximity_proxy_scaled) * ((nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled) + ((theta_fraction_proxy_scaled + abs(signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) * -0.7089500171047196))) * -0.11954900274551448"
23,0.3298079686294125,"(((theta_fraction_proxy_scaled + abs(signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) * 0.10356025477133034) + (((fluence_rate_mean_scaled + nearest_angular_boundary_fraction_proxy_scaled) - -0.42758973793726934) * -0.12068008640187608)) * (nearest_radial_boundary_fraction_proxy_scaled + boundary_corner_proximity_proxy_scaled)"
25,0.3291089456009675,"(((((theta_fraction_proxy_scaled + abs(signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) * -0.8853956158726448) + (fluence_rate_mean_scaled + nearest_angular_boundary_fraction_proxy_scaled)) - -0.423910270221487) * -0.12382091745129639) * (nearest_radial_boundary_fraction_proxy_scaled + (boundary_corner_proximity_proxy_scaled - -0.20262181029931925))"
26,0.3286410438900506,"(((((theta_fraction_proxy_scaled + abs(signed_radial_position_proxy_scaled - nearest_radial_boundary_fraction_proxy_scaled)) * -0.9219042717134277) + (fluence_rate_mean_scaled + nearest_angular_boundary_fraction_proxy_scaled)) * -0.16254121559445786) - 0.07467188916362873) * ((nearest_angular_boundary_fraction_proxy_scaled * 0.4722621187435507) + (nearest_radial_boundary_fraction_proxy_scaled - -0.2777422381074965))"
