iteration,case_id,legacy_split,similarity_group,outer_fold,model,gain,v12_signature_sha256,n_elements,mae,rmse,r2,bias_predicted_minus_actual,top5_actual_rmse,top5_actual_bias,actual_mean,predicted_mean,actual_p95,predicted_p95,p95_relative_error,p95_underprediction_fraction,actual_p99,predicted_p99,p99_relative_error,p99_underprediction_fraction,actual_max,predicted_max,max_relative_error,prediction_abs_max_ratio,top5pct_hotspot_overlap,top1pct_hotspot_overlap,top1_recall_in_predicted_top5,negative_prediction_fraction,sum_absolute_error,sum_squared_error,actual_sum,actual_squared_sum
1,case_18,validation,group_013,3,v12_adaptive_gain_nested_oof,0.9737890039604213,ec47276df49b70d2b8ed70c74d311c463ee0ee3bc2525fe26bfedf2f3fb467ed,400360,1.2907955848342103,1.866142372491835,0.6398425957582299,0.05058134281155241,3.4677113453034036,-1.8824130018492915,5.653727981126507,5.70430932393806,9.915027427673339,10.550352626312712,0.06407699860377077,0.0,15.819301843643087,13.883868514779744,0.12234631768159152,0.12234631768159152,36.45985412597656,30.15147624942868,0.17302257586525427,0.8269774241347457,0.5592466779898092,0.6088911088911089,0.8786213786213786,0.040555999600359674,516782.92034422443,1394248.6372113691,2263526.5345238084,16668583.556267563
