iteration,case_id,legacy_split,similarity_group,outer_fold,model,gain,v12_signature_sha256,n_elements,mae,rmse,r2,bias_predicted_minus_actual,top5_actual_rmse,top5_actual_bias,actual_mean,predicted_mean,actual_p95,predicted_p95,p95_relative_error,p95_underprediction_fraction,actual_p99,predicted_p99,p99_relative_error,p99_underprediction_fraction,actual_max,predicted_max,max_relative_error,prediction_abs_max_ratio,top5pct_hotspot_overlap,top1pct_hotspot_overlap,top1_recall_in_predicted_top5,negative_prediction_fraction,sum_absolute_error,sum_squared_error,actual_sum,actual_squared_sum
1,case_63,train,group_049,0,v12_adaptive_gain_nested_oof,0.6312377791019939,ec47276df49b70d2b8ed70c74d311c463ee0ee3bc2525fe26bfedf2f3fb467ed,400360,1.4049838728505468,1.870011840590929,0.45233151116835457,0.1477952807845286,3.50081687365,-2.1145079063952927,3.589908255421659,3.7377035362061872,8.285945415496824,7.77950170519081,0.061120811797629696,0.061120811797629696,13.304288787841797,11.521059062861088,0.13403420155839701,0.13403420155839701,25.949066162109375,26.20553308513283,0.009883474088094446,1.0098834740880944,0.606204416025577,0.476023976023976,0.9435564435564435,0.05156359276651014,562499.3433344449,1400036.6135223317,1437255.6691406153,7715973.792316835
