iteration,case_id,legacy_split,similarity_group,outer_fold,model,gain,v12_signature_sha256,n_elements,mae,rmse,r2,bias_predicted_minus_actual,top5_actual_rmse,top5_actual_bias,actual_mean,predicted_mean,actual_p95,predicted_p95,p95_relative_error,p95_underprediction_fraction,actual_p99,predicted_p99,p99_relative_error,p99_underprediction_fraction,actual_max,predicted_max,max_relative_error,prediction_abs_max_ratio,top5pct_hotspot_overlap,top1pct_hotspot_overlap,top1_recall_in_predicted_top5,negative_prediction_fraction,sum_absolute_error,sum_squared_error,actual_sum,actual_squared_sum
1,case_119,train,group_093,2,v12_adaptive_gain_nested_oof,0.9928704072374832,ec47276df49b70d2b8ed70c74d311c463ee0ee3bc2525fe26bfedf2f3fb467ed,400360,1.0252550688951656,1.506747512081838,0.6427095356578416,0.27224132747027485,2.705057813651679,-1.3621123684070733,4.592839510915934,4.865080838386208,8.03566355705261,8.707093093607309,0.08355620314210516,0.0,12.864710826873766,11.328072570800037,0.11944600051668207,0.11944600051668207,27.997272491455078,24.00720904121556,0.14251614872331964,0.8574838512766804,0.5653911479668299,0.6006493506493507,0.8733766233766234,0.036272354880607455,410471.1193828685,908932.5297693829,1838789.2265903032,10989223.476553407
