iteration,case_id,legacy_split,similarity_group,outer_fold,model,gain,v12_signature_sha256,n_elements,mae,rmse,r2,bias_predicted_minus_actual,top5_actual_rmse,top5_actual_bias,actual_mean,predicted_mean,actual_p95,predicted_p95,p95_relative_error,p95_underprediction_fraction,actual_p99,predicted_p99,p99_relative_error,p99_underprediction_fraction,actual_max,predicted_max,max_relative_error,prediction_abs_max_ratio,top5pct_hotspot_overlap,top1pct_hotspot_overlap,top1_recall_in_predicted_top5,negative_prediction_fraction,sum_absolute_error,sum_squared_error,actual_sum,actual_squared_sum
1,case_94,train,group_075,2,v12_adaptive_gain_nested_oof,1.0273381444368657,ec47276df49b70d2b8ed70c74d311c463ee0ee3bc2525fe26bfedf2f3fb467ed,400360,1.0291753839395132,1.4388936599221702,0.6476867845286176,-0.0969371723804533,2.7046621736638077,-1.521476794428202,4.538194797936468,4.441257625556014,7.718307733535765,8.109267530472504,0.05065356428301418,0.0,12.303719158172552,10.576661952049081,0.1403687116002075,0.1403687116002075,24.009641647338867,22.367320993022474,0.06840254754482857,0.9315974524551714,0.5670896193425917,0.6051448551448552,0.8429070929070929,0.041717454291137976,412040.65671402356,828911.3352129303,1816911.6693018442,10598267.30129735
