stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode,completed_segment,completed_attempt
shape,recoverable_i1_single_shape,0,1,0.9999999,0.0,3.2088807e-5,3.20888070000000e-5,0.285774961493221,[],CONST,"{""features"": [], ""operators"": []}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,1,3,0.9200955,0.0416388549892592,weight_loss_rate_within_case_z_scaled * -0.28174075,weight_loss_rate_within_case_z_scaled*(-0.28174075),0.338546917593146 - 0.263103556584515*weight_loss_rate_within_case_z,"[""weight_loss_rate_within_case_z_scaled""]","Mul(Integer(-1), CONST, Symbol('weight_loss_rate_within_case_z_scaled'))","{""features"": [""weight_loss_rate_within_case_z_scaled""], ""operators"": [""Mul""]}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,2,5,0.8453067,0.0423889744600445,fluence_rate_scaled * (rho_within_case_z_scaled * 0.25405452),fluence_rate_scaled*rho_within_case_z_scaled*0.25405452,0.280267443290953*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 0.285739561816426,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled""]","Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled'))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled""], ""operators"": [""Mul""]}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,3,6,0.81487864,0.0366603259060151,0.7802671 - abs(fluence_rate_scaled),0.7802671 - Abs(fluence_rate_scaled),1.14651332486952 - 1.10317833861391*Abs(1.88569304205524*fluence_rate - 6.93049292450245),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Symbol('fluence_rate_scaled'))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,4,7,0.8084822,0.007880531481864,(rho_within_case_z_scaled * (fluence_rate_scaled * 0.315592)) + 0.21621317,rho_within_case_z_scaled*fluence_rate_scaled*0.315592 + 0.21621317,0.34815425823984*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 0.524261247483472,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled')), CONST))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled""], ""operators"": [""Add"", ""Mul""]}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,5,8,0.7877594,0.0259659494096841,0.57502663 - (abs(fluence_rate_scaled) * 0.73684496),0.57502663 - 0.73684496*Abs(fluence_rate_scaled),0.920096484158579 - 0.81287139878883*Abs(1.88569304205524*fluence_rate - 6.93049292450245),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Symbol('fluence_rate_scaled'))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,6,9,0.7452063,0.0555316204879833,(square(theta_sin_within_case_z_scaled) + (rho_within_case_z_scaled * fluence_rate_scaled)) * 0.30106622,(fluence_rate_scaled*rho_within_case_z_scaled + theta_sin_within_case_z_scaled**2)*0.30106622,0.332129732392369*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 0.227281222025489*(theta_sin_within_case_z - 0.0864548621097846)**2 + 0.285739561816426,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_sin_within_case_z_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled')), Mul(CONST, Pow(Symbol('theta_sin_within_case_z_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_sin_within_case_z_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,7,10,0.72596246,0.0261627872990666,((fluence_rate_scaled * rho_within_case_z_scaled) + abs(theta_cos_scaled)) * 0.3682948,(fluence_rate_scaled*rho_within_case_z_scaled + Abs(theta_cos_scaled))*0.3682948,0.406294845584141*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 0.406294845584141*Abs(15.4180386938948*theta_cos - 14.225700386464) + 0.285739561816426,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled')), Mul(CONST, Abs(Symbol('theta_cos_scaled')))))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,8,11,0.72165644,0.0059491247315317,(square(theta_cos_scaled) * 0.21394518) + ((rho_within_case_z_scaled * rho_within_case_z_scaled) * -0.2924869),rho_within_case_z_scaled*rho_within_case_z_scaled*(-0.2924869) + theta_cos_scaled**2*0.21394518,-0.253780232286972*(rho_within_case_z + 0.260189976115635)**2 + 56.1056366561828*(theta_cos - 0.922666019258146)**2 + 0.285739561816426,"[""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Pow(Symbol('rho_within_case_z_scaled'), Integer(2))), Mul(Integer(-1), CONST, Pow(Symbol('theta_cos_scaled'), Integer(2)))))","{""features"": [""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",3,1,warm_start_checkpoint,3,1
shape,recoverable_i1_single_shape,9,12,0.71887726,0.0038585469373249,abs(theta_cos_scaled * 0.4566549) + ((rho_within_case_z_scaled * rho_within_case_z_scaled) * -0.3340187),rho_within_case_z_scaled*rho_within_case_z_scaled*(-0.3340187) + 0.4566549*Abs(theta_cos_scaled),-0.289815862776051*(rho_within_case_z + 0.260189976115635)**2 + 0.503771793901899*Abs(15.4180386938948*theta_cos - 14.225700386464) + 0.285739561816426,"[""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(Integer(-1), CONST, Pow(Symbol('rho_within_case_z_scaled'), Integer(2))), Mul(CONST, Abs(Symbol('theta_cos_scaled')))))","{""features"": [""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",3,1,warm_start_checkpoint,3,1
