Complexity,Loss,Equation
1,0.3871856924450639,"-0.09940782987420842"
3,0.38101974896309193,"hotspot_rbf_max_proxy_scaled * 0.15791893033485313"
5,0.37582811390868925,"(nearest_radial_boundary_fraction_proxy_scaled + hotspot_rbf_04_scaled) * 0.12825850815097467"
7,0.36752492192582475,"(nearest_radial_boundary_fraction_proxy_scaled * (1.3563757569930956 - fluence_rate_mean_scaled)) * 0.1482340814498223"
9,0.36386957994646496,"(nearest_radial_boundary_fraction_proxy_scaled * ((1.2244724446821584 - fluence_rate_mean_scaled) * 0.1517852998546166)) + -0.10184903688675287"
11,0.3602419592328164,"((0.947676270634266 - fluence_rate_mean_scaled) * ((-0.5704007024156666 - nearest_radial_boundary_fraction_proxy_scaled) * -0.18677470382481284)) + -0.20515740934398735"
12,0.35749251486957456,"((v10_fixed_shape_proxy_scaled + (1.5045944230436092 - fluence_rate_mean_scaled)) * (nearest_radial_boundary_fraction_proxy_scaled * 0.15675314088391287)) + -0.17144642381935501"
14,0.3531369220676164,"((((v10_normalised_shape_proxy_scaled + 1.0355558079062088) - fluence_rate_mean_scaled) * -0.1684358287503312) * (-0.6579230872555937 - nearest_radial_boundary_fraction_proxy_scaled)) + -0.2914337232342665"
16,0.351572942183095,"(((-0.6026443403094704 - nearest_radial_boundary_fraction_proxy_scaled) * (v10_normalised_shape_proxy_scaled + (1.4946819084576626 - (fluence_rate_mean_scaled * 1.618447097829389)))) * -0.12604488681161682) + -0.273098462610098"
17,0.34878345152802487,"((((v10_fixed_shape_proxy_scaled + abs(nearest_axial_boundary_fraction_proxy_scaled)) - fluence_rate_mean_scaled) * (-0.662735326283361 - nearest_radial_boundary_fraction_proxy_scaled)) * -0.18131972394522275) + -0.2918314321825218"
22,0.34848426895152385,"((-0.6091296477544779 - nearest_radial_boundary_fraction_proxy_scaled) * ((((0.8449922656541811 - fluence_rate_mean_scaled) * 1.475573343003087) + (v10_normalised_shape_proxy_scaled + tanh(fluence_rate_scaled))) * -0.1659199619045445)) + -0.3050201494302597"
24,0.3483204833573733,"((-0.6069252365945248 - nearest_radial_boundary_fraction_proxy_scaled) * ((v10_normalised_shape_proxy_scaled + (tanh(fluence_rate_scaled + 0.3042969780986609) + ((0.7473016764742026 - fluence_rate_mean_scaled) * 1.4558635782815228))) * -0.15970959421717545)) + -0.3097730605671718"
25,0.34595615702515803,"((-0.6760933726611629 - nearest_radial_boundary_fraction_proxy_scaled) * ((((1.2837455889973923 - fluence_rate_mean_scaled) + v10_normalised_shape_proxy_scaled) + tanh(theta_cos_2_proxy_scaled / -0.09049969160133686)) * -0.14676137304639175)) + -0.3064520074979561"
27,0.3443085788575237,"(((((1.0371775901907554 - fluence_rate_mean_scaled) * 1.5179346166042846) + v10_normalised_shape_proxy_scaled) + tanh(theta_cos_2_proxy_scaled / -0.09060828646807548)) * ((-0.6586511748878279 - nearest_radial_boundary_fraction_proxy_scaled) * -0.12647184690710336)) + -0.30037442275455406"
