variable,role,mean,std
fluence_rate,input,3.663694212477156,0.49952646567056874
temperature,input,386.6924452618745,24.91106188927129
weight_loss_rate,input,0.3986324800884633,0.08850457657233578
fluence_rate_within_case_z,input,0.23215557094286435,1.1518337516250354
temperature_within_case_z,input,0.2119088335112793,1.190762565188044
weight_loss_rate_within_case_z,input,0.15171782370033782,1.1726408625585119
fluence_rate_mean,input,3.5710726725874413,0.3466253328791078
fluence_rate_p95,input,4.406499143411122,0.21553462449121358
temperature_mean,input,383.3575542039517,19.414449812570744
temperature_p95,input,414.908598058834,18.85156562442696
weight_loss_rate_mean,input,0.39074517047712903,0.07384659640405059
weight_loss_rate_std,input,0.04955404319118759,0.009166832579154505
rho,input,182.9306282129611,19.296744398402947
theta_sin,input,0.34283568865430525,0.15925999134456273
theta_cos,input,0.9235719616839138,0.06414653047491285
z,input,472.34383226410773,269.5203613778523
rho_fraction_proxy,input,0.5680090968369357,0.2073057052688297
z_fraction_proxy,input,0.5326438432273105,0.305081131642933
theta_fraction_proxy,input,0.45443669652582386,0.2256653781127252
nearest_radial_boundary_fraction_proxy,input,0.33038392941819533,0.13722711572417082
nearest_axial_boundary_fraction_proxy,input,0.23669029338343794,0.1575059230209455
nearest_angular_boundary_fraction_proxy,input,0.3071412954715645,0.12572349657024978
signed_radial_position_proxy,input,0.13601819369091236,0.414611410501209
signed_axial_position_proxy,input,0.06528768644873648,0.6101622633001484
signed_angular_position_proxy,input,-0.09112660695314191,0.4513307562349708
radial_axial_signed_interaction_proxy,input,0.016078294904397453,0.24166778311632922
radial_angular_signed_interaction_proxy,input,-0.04621931054875877,0.20213615297647342
axial_angular_signed_interaction_proxy,input,-0.009468655752168716,0.2780283336891841
boundary_corner_proximity_proxy,input,0.022972223253534027,0.02287461983012922
remaining_after_geometry_residual,target,0.017198402127198836,0.6743235137778484
