variable,role,mean,std
rho,input,182.9306282129611,19.296744398402947
theta_sin,input,0.34283568865430525,0.15925999134456273
theta_cos,input,0.9235719616839138,0.06414653047491285
z,input,472.34383226410773,269.5203613778523
rho_within_case_z,input,-0.2596062415875715,1.1088382320190795
theta_sin_within_case_z,input,0.06712136056596213,1.213000172663578
theta_cos_within_case_z,input,-0.16893888848183644,1.2809637608634963
z_within_case_z,input,0.11293092641205173,1.0489547846559266
rho_mean,input,187.4403851936339,0.287285156592128
rho_std,input,17.375988936219233,0.020596898717919924
rho_max,input,223.07060946942605,0.3978563644634888
z_mean,input,443.32977063998385,0.5828760868788698
z_std,input,256.9558903026256,0.26553579564540214
z_max,input,885.2549884671085,1.139380635805044
theta_sin_std,input,0.13129186617727645,7.712594776805014e-05
rho_fraction_proxy,input,0.5680090968369357,0.2073057052688297
z_fraction_proxy,input,0.5326438432273105,0.305081131642933
theta_fraction_proxy,input,0.45443669652582386,0.2256653781127252
nearest_radial_boundary_fraction_proxy,input,0.33038392941819533,0.13722711572417082
nearest_axial_boundary_fraction_proxy,input,0.23669029338343794,0.1575059230209455
nearest_angular_boundary_fraction_proxy,input,0.3071412954715645,0.12572349657024978
signed_radial_position_proxy,input,0.13601819369091236,0.414611410501209
signed_axial_position_proxy,input,0.06528768644873648,0.6101622633001484
signed_angular_position_proxy,input,-0.09112660695314191,0.4513307562349708
radial_axial_signed_interaction_proxy,input,0.016078294904397453,0.24166778311632922
radial_angular_signed_interaction_proxy,input,-0.04621931054875877,0.20213615297647342
axial_angular_signed_interaction_proxy,input,-0.009468655752168716,0.2780283336891841
boundary_corner_proximity_proxy,input,0.022972223253534027,0.02287461983012922
deployable_normalised_residual,target,0.19809968158177516,0.7895344447709297
