Complexity,Loss,Equation
1,0.38821016658863566,"-0.08983837517449704"
3,0.38484605642019887,"hotspot_rbf_max_proxy_scaled * 0.125844733792853"
4,0.3827446233233727,"v10_normalised_shape_proxy_scaled * 0.15065894255867884"
5,0.3798562456175148,"(fluence_rate_scaled * -0.08154762518413224) * fluence_rate_scaled"
6,0.3783940114338779,"abs(fluence_rate_scaled) * -0.17381161618566493"
8,0.37563336804200503,"(abs(fluence_rate_scaled) + -0.4979533697557207) * -0.27497284135563893"
9,0.37276717731142855,"(0.15660222837930485 - gauss(signed_radial_position_proxy_scaled)) * rho_fraction_proxy_scaled"
11,0.36959546452809655,"((0.16514867788331467 - gauss(signed_radial_position_proxy_scaled)) * signed_radial_position_proxy_scaled) - 0.09264941125819172"
13,0.3676895881007254,"-0.10708645555051743 - ((gauss(rho_fraction_proxy_scaled * rho_fraction_proxy_scaled) + -0.14720813574457142) * signed_radial_position_proxy_scaled)"
15,0.3641540057820775,"(((nearest_radial_boundary_fraction_proxy_scaled * 0.15201462640755864) - (gauss(rho_fraction_proxy_scaled) + -0.3665027903797232)) * rho_fraction_proxy_scaled) * 2.0637567638847107"
17,0.3635212125836172,"signed_radial_position_proxy_scaled * (0.05328595832306154 - (((signed_radial_position_proxy_scaled + 0.9370036823710808) * 1.8006245191190444) * gauss(-0.5467577591843454 - signed_radial_position_proxy_scaled)))"
18,0.3625853972807654,"((v10_physical_residual_proxy_scaled * 0.12619253928254837) - ((gauss(rho_fraction_proxy_scaled * rho_fraction_proxy_scaled) + -0.2065570369871562) * signed_radial_position_proxy_scaled)) - 0.11112035855697608"
19,0.36104768622036326,"((signed_angular_position_proxy_scaled * -0.240787954964691) - ((signed_radial_position_proxy_scaled + 0.8431145429925048) * 1.7694603510786897)) * (gauss(-0.5688395323542006 - signed_radial_position_proxy_scaled) * rho_fraction_proxy_scaled)"
21,0.36104631111295876,"((((signed_angular_position_proxy_scaled * -0.240787954964691) - ((signed_radial_position_proxy_scaled + 0.8431145429925048) * 1.7694603510786897)) * gauss(-0.5688395323542006 - signed_radial_position_proxy_scaled)) * signed_radial_position_proxy_scaled) * 1.0098773115198918"
23,0.3597615926858507,"((tanh(signed_angular_position_proxy_scaled) * -0.4470579360186252) - ((signed_radial_position_proxy_scaled + 0.8380056938582329) * 1.7825729493064064)) * (gauss(signed_radial_position_proxy_scaled - -0.570804645978767) * signed_radial_position_proxy_scaled)"
25,0.3583260868297356,"((theta_sin_2_proxy_scaled + -1.0702304987603097) + rho_fraction_proxy_scaled) * ((((nearest_angular_boundary_fraction_proxy_scaled * 0.8810243563911097) - (theta_sin_2_proxy_scaled + 0.7201382412079645)) * gauss(rho_fraction_proxy_scaled * 1.492431706459266)) + 0.13146237819216225)"
26,0.3564461955395506,"gauss(-0.5804367841703899 - signed_radial_position_proxy_scaled) * (((signed_angular_position_proxy_scaled * tanh(radial_angular_signed_interaction_proxy_scaled * -0.5723075294366681)) - ((signed_radial_position_proxy_scaled * 1.1814681121989172) + 1.3584430511647738)) * signed_radial_position_proxy_scaled)"
27,0.3546108776336499,"((((rho_fraction_proxy_scaled * 1.7966365843799519) + theta_sin_2_proxy_scaled) - 1.0426819338056288) * (gauss(rho_fraction_proxy_scaled * -1.7770757142825429) * ((nearest_angular_boundary_fraction_proxy_scaled * 0.8394073324509258) - (theta_sin_2_proxy_scaled + 0.7263630210286224)))) + -0.19289082399138394"
28,0.3495820703368261,"(((gauss(rho_fraction_proxy_scaled * theta_sin_2_proxy_scaled) * ((nearest_angular_boundary_fraction_proxy_scaled * 0.8521702334619062) - (theta_sin_2_proxy_scaled + 0.8632261135275962))) + 0.1439720507245052) * (rho_fraction_proxy_scaled + (theta_sin_2_proxy_scaled + -1.1034765019169208))) + -0.15005992230531137"
30,0.34888180373126326,"(((rho_fraction_proxy_scaled + theta_sin_2_proxy_scaled) + -1.112740027116655) * (((gauss(theta_sin_2_proxy_scaled * rho_fraction_proxy_scaled) + -0.03828881108431215) * ((nearest_angular_boundary_fraction_proxy_scaled * 0.854056085606956) - (theta_sin_2_proxy_scaled + 0.8281583931125925))) + 0.11241819367903241)) + -0.13930879754210818"
32,0.347187426218672,"((theta_sin_2_proxy_scaled + (rho_fraction_proxy_scaled + -1.1114218911165437)) * ((((nearest_angular_boundary_fraction_proxy_scaled * 0.8618242445465202) - (theta_sin_2_proxy_scaled + 0.8546321714707432)) * gauss((rho_fraction_proxy_scaled * theta_sin_2_proxy_scaled) / 0.8305632589402657)) + 0.12435817087883871)) + -0.13887959046461176"
