stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode,completed_segment,completed_attempt,source_candidate_index,frontier_source,candidate_valid,invalid_reason,validation_n_cases,validation_n_elements_evaluated,validation_micro_mae,validation_micro_rmse,validation_micro_r2,validation_macro_mae,validation_macro_rmse,validation_macro_r2,validation_worst_case_rmse,validation_mean_top5_actual_rmse,validation_mean_top5_actual_bias,validation_mean_p95_relative_error,validation_mean_p95_underprediction_fraction,validation_mean_p99_relative_error,validation_mean_p99_underprediction_fraction,validation_mean_top5pct_hotspot_overlap,validation_mean_top1pct_hotspot_overlap,validation_mean_top1_recall_in_predicted_top5,validation_max_prediction_abs_max_ratio,validation_case_p95_spearman,validation_case_p95_std_ratio,validation_case_p95_mean_bias,validation_case_p99_spearman,validation_case_p99_std_ratio,validation_case_p99_mean_bias,engineering_selection_score,macro_rmse_improvement_vs_v8_fraction,gate_numerical_guardrail,gate_positive_macro_r2,gate_improves_v8_rmse,gate_improves_v8_rmse_by_3pct,gate_p95_relative_error,gate_p99_relative_error,gate_p95_underprediction,gate_p99_underprediction,gate_top1_hotspot_overlap,gate_top1_recall,macro_rmse_improvement_vs_stage_a_fraction,gate_not_worse_than_stage_a_rmse,all_final_promotion_gates_pass,selection_pool_status,selection_method,pilot_promotion_status
v10_physical_residual,v10_i4_physical_signed_residual_pilot,5,12,0.3558906884408576,0.0085024943578281,((boundary_corner_proximity_proxy_scaled * (signed_radial_position_proxy_scaled + 0.71960218372029)) + fluence_rate_mean_scaled) * (nearest_radial_boundary_fraction_proxy_scaled * -0.16017001453565893),(boundary_corner_proximity_proxy_scaled*(signed_radial_position_proxy_scaled + 0.71960218372029) + fluence_rate_mean_scaled)*nearest_radial_boundary_fraction_proxy_scaled*(-0.16017001453565893),-0.10412130908674733*(7.2459763106469*nearest_radial_boundary_fraction_proxy - 2.38325249598573)*(2.63391439710955*fluence_rate_mean + (43.826976828009*boundary_corner_proximity_proxy - 1.00232009854836)*(2.40096813285283*signed_radial_position_proxy + 0.381717477146586) - 9.50597278012606) + 0.0296437391158275,"[""boundary_corner_proximity_proxy_scaled"", ""fluence_rate_mean_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""signed_radial_position_proxy_scaled""]","Mul(Integer(-1), CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Add(Mul(CONST, Symbol('boundary_corner_proximity_proxy_scaled'), Symbol('signed_radial_position_proxy_scaled')), Mul(CONST, Symbol('boundary_corner_proximity_proxy_scaled')), Mul(CONST, Symbol('fluence_rate_mean_scaled'))))","{""features"": [""boundary_corner_proximity_proxy_scaled"", ""fluence_rate_mean_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled"", ""signed_radial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",5,1,warm_start_checkpoint,5,1,7,v10_physical_pilot_only,True,,15.0,6005400.0,1.2880840532009434,1.8393401476334168,0.6056007822282956,1.2880840532009432,1.8210409938052956,0.5775262374664776,2.2757627362588115,3.817237704341341,-2.550858105192998,0.023957743481167484,0.0010566894099147005,0.18454396120885694,0.18454396120885694,0.5071502314583541,0.5017649017649017,0.8184981684981686,0.8139582110389334,0.9857142857142854,0.9572582086927326,0.17315005373129455,0.9464285714285712,0.7522996989061826,-2.6400640328871274,0.32307692307692304,0.22935591181546747,True,True,True,True,True,False,True,False,False,True,0.025088829967438785,True,False,finite_positive_r2_and_improves_frozen_v8,"validation-only engineering rank over RMSE, P95/P99, underprediction and hotspot metrics; complexity is a late tiebreaker",diagnostic_only_does_not_pass_all_v10_pilot_gates
