iteration,split,case_id,shape_rmse,shape_r2,shape_top1pct_hotspot_overlap,shape_top1_recall_in_predicted_top5,direct_top1pct_hotspot_overlap,direct_top1_recall_in_predicted_top5,actual_offset_mean,predicted_offset_mean,actual_scale_p95_minus_mean,predicted_scale_p95_minus_mean
3,validation,case_15,0.15403587971210425,0.9574554068885703,0.8928571428571429,1.0,0.8558941058941059,1.0,3.3780579566955566,3.2653531031560883,2.454085111618041,2.31325954126243
3,validation,case_24,0.1419852066905928,0.9638500735888211,0.9020979020979021,1.0,0.8778721278721279,1.0,5.30462646484375,5.447275640248559,3.7977112293243387,3.8865923706693843
3,validation,case_36,0.22566683526818218,0.8094501781205944,0.8528971028971029,0.9967532467532467,0.8516483516483516,1.0,3.0640299320220947,2.9805630968141736,6.748994398117066,5.877475879603626
3,validation,case_39,0.184894660013968,0.8935957724562342,0.596903096903097,1.0,0.5641858141858141,0.9987512487512488,3.087729215621948,3.4102081841106324,3.558348035812378,3.5062413396071395
3,validation,case_63,0.1765051270354321,0.8924013751068172,0.7877122877122877,1.0,0.8296703296703297,1.0,3.5899083614349365,3.601134743425005,4.696037054061888,3.9702522092752344
3,validation,case_74,0.15765046488012,0.9505841954297666,0.8981018981018981,1.0,0.9063436563436563,1.0,5.210357189178467,5.1509492339976966,3.9731942176818844,4.073447289881812
3,validation,case_78,0.14215794949485663,0.9626430353784754,0.8938561438561439,1.0,0.8818681318681318,1.0,3.235144853591919,3.4589859554333486,2.4127458333969116,2.491393469498976
3,validation,case_117,0.1462696128262726,0.9602635030682388,0.9110889110889111,1.0,0.8901098901098901,1.0,5.137139797210693,5.048807450669051,3.738644218444824,3.6781476514649483
3,validation,case_124,0.12616544073765162,0.9696285331161867,0.8988511488511488,1.0,0.8923576423576424,1.0,4.686142444610596,4.583313670629811,3.640699338912963,3.572401298310199
3,validation,case_148,0.132802173355158,0.9632707548672106,0.9140859140859141,1.0,0.8921078921078921,1.0,4.050931453704834,4.056783391597708,3.282345247268677,3.133870916535326
3,validation,case_150,0.12396139004172103,0.9593731929467456,0.8856143856143857,1.0,0.8813686313686314,1.0,3.788771629333496,3.741618451171343,3.6169852256774897,3.6015731253981467
3,validation,case_156,0.12915574389627474,0.9684892670220202,0.9000999000999002,1.0,0.8906093906093906,1.0,4.732293128967285,4.648076477923904,3.6183715820312496,3.472221950926927
3,validation,case_165,0.18914471452074175,0.8963379419604229,0.7717282717282717,1.0,0.7057942057942058,1.0,3.916683197021485,3.3734331983617993,4.333898162841795,4.706809944196053
3,validation,case_181,0.122489742851944,0.9638216303693536,0.8873626373626373,0.9997502497502497,0.8808691308691309,0.9997502497502497,4.4004974365234375,4.370755439106715,3.9482080936431885,3.881317623250978
3,validation,case_190,0.12815757711737538,0.9686210431744139,0.9000999000999002,1.0,0.8921078921078921,1.0,4.711068153381348,4.588739504817745,3.6491991519927964,3.5190185999482195
3,internal_test,case_16,0.12235682574514638,0.9725864668969781,0.9298201798201798,1.0,0.9058441558441559,1.0,5.625429630279541,5.642998554611487,4.175979661941527,4.185396738462042
3,internal_test,case_47,0.12987996889477038,0.9695778693836133,0.9185814185814186,1.0,0.9080919080919081,1.0,5.241447925567627,5.230279759631266,3.7917838573455818,3.794884454210006
3,internal_test,case_48,0.1278651188339465,0.9687003196123047,0.9000999000999002,1.0,0.9040959040959041,1.0,6.037508010864258,6.0252422020795215,4.614516401290892,4.530116896374725
3,internal_test,case_52,0.15128276089553183,0.9624807292764965,0.906093906093906,1.0,0.8886113886113887,1.0,5.676126003265381,5.66871602660143,3.891796731948851,3.845533383881642
3,internal_test,case_67,0.15070314291284584,0.9631787043218066,0.9098401598401599,1.0,0.8921078921078921,1.0,5.64584493637085,5.644510202291745,3.838149023056026,3.8951097140331084
3,internal_test,case_68,0.15974661522478817,0.9164158798235307,0.761988011988012,1.0,0.7087912087912088,1.0,4.470923900604248,4.14472558424514,5.202290868759157,4.47904180324741
3,internal_test,case_95,0.15291194712812872,0.9221298410621122,0.755994005994006,1.0,0.7517482517482518,1.0,4.895933628082275,4.883176133462701,5.882122182846068,5.375757092597017
3,internal_test,case_116,0.1281535780053202,0.9699451105143067,0.9110889110889111,1.0,0.8818681318681318,1.0,5.529623508453369,5.467410323972641,4.097034549713133,3.879125967890032
3,internal_test,case_133,0.11938604016793986,0.9717924725975439,0.9140859140859141,1.0,0.8703796203796204,1.0,4.494560718536377,4.51250359540752,3.5585202217102037,3.4421421777234555
3,internal_test,case_139,0.1231101489278914,0.9704957098021497,0.9058441558441559,1.0,0.8903596403596403,1.0,4.656546592712402,4.580380604739645,3.656011152267455,3.518186615569365
3,internal_test,case_157,0.12965968145362408,0.9692404734549867,0.9103396603396603,1.0,0.8726273726273727,1.0,4.1411237716674805,4.200075917735694,3.1322613000869746,3.3008853425383244
3,internal_test,case_182,0.12535916165542785,0.9697840887233186,0.9145854145854145,1.0,0.8831168831168831,1.0,4.517251491546631,4.577326716904425,3.488615703582763,3.34575628075438
3,internal_test,case_189,0.12383266754659396,0.9706392257908342,0.9095904095904096,1.0,0.8871128871128872,1.0,4.503957748413086,4.465952257742362,3.4916550397872888,3.4645772807719326
3,internal_test,case_191,0.12378604431458022,0.9710905488855647,0.9195804195804196,1.0,0.8953546453546454,1.0,4.650894641876221,4.602503075076281,3.554455804824828,3.4204156874964737
3,internal_test,case_192,0.12095192262964428,0.9717478657584525,0.9058441558441559,1.0,0.8881118881118881,1.0,4.594874382019043,4.556051783348474,3.580237007141113,3.4880816762546876
