iteration,context_design,case_model,split,n_cases,offset_rmse,log_scale_rmse,mean_scale_relative_error,mean_p95_relative_error,p95_spearman,fit_seconds,selection_score
3,physical_context,RidgeCV,validation,15,0.3112557820592473,0.08084138452034352,0.06891073503698074,0.03920820167760673,0.8785714285714284,0.003570290980860591,0.6956688925288697
3,physical_context,RidgeCV,internal_test,15,0.16422553903725776,0.06890705603765557,0.051601005235395445,0.03074882466681038,0.8499999999999999,0.003570290980860591,0.6956688925288697
3,physical_context,ExtraTrees,validation,15,0.454029546890318,0.08293989296533529,0.06096809678947335,0.060042231113726,0.6785714285714285,0.23206333280541003,0.8579405846400422
3,physical_context,ExtraTrees,internal_test,15,0.19772915753877532,0.05686154084068071,0.04339898674638453,0.03523491571223189,0.907142857142857,0.23206333280541003,0.8579405846400422
3,physical_plus_geometry_context,RidgeCV,validation,15,0.18911489668724185,0.066387681936016,0.046695643981337666,0.03375842353913553,0.9464285714285712,0.002351833041757345,0.5000993329255673
3,physical_plus_geometry_context,RidgeCV,internal_test,15,0.09294444862847802,0.05385296644244366,0.037518709412294356,0.022395991108898578,0.9392857142857142,0.002351833041757345,0.5000993329255673
3,physical_plus_geometry_context,ExtraTrees,validation,15,0.492078698113692,0.07407377359049537,0.04604968997585247,0.052299864844071835,0.7285714285714285,0.18088037497363985,0.8589315343872732
3,physical_plus_geometry_context,ExtraTrees,internal_test,15,0.16873583205317094,0.04889197144593108,0.038541372764012816,0.027061185595901517,0.9249999999999998,0.18088037497363985,0.8589315343872732
