iteration,split,model,n_cases,n_elements_evaluated,micro_mae,micro_rmse,micro_r2,macro_mae,macro_rmse,macro_r2,worst_case_rmse,mean_top5_actual_rmse,mean_top5_actual_bias,mean_p95_relative_error,mean_p95_underprediction_fraction,mean_p99_relative_error,mean_p99_underprediction_fraction,mean_top5pct_hotspot_overlap,mean_top1pct_hotspot_overlap,mean_top1_recall_in_predicted_top5,max_prediction_abs_max_ratio,macro_rmse_improvement_vs_v8_fraction
1,validation,fixed_v8_global_trend,15,6005400,1.768227935098401,2.4037502290550665,0.3587548736900471,1.7682279350984011,2.3473270754421445,0.18037258580564688,2.949235493389289,4.630007684823144,-3.574537563793677,0.1285918954922692,0.11843582835943135,0.21480086272996382,0.21480086272996382,0.30700702700902516,0.488994338994339,0.6001998001998001,0.8386265811939846,0.0
1,validation,residual_HGB_all_features,15,6005400,0.6654771862769753,0.9180353803213595,0.9064671349085272,0.6654771862769753,0.8996091469514986,0.8285581122647361,1.3737409628780661,1.2643433889557885,0.26974738030877954,0.08620514426963793,0.0009468634859971352,0.09027938838886646,0.0011737365299584472,0.8113531155293567,0.8695304695304695,0.9993339993339994,1.3011110196164828,0.6167516847723288
1,validation,residual_HGB_geometry_boundary,15,6005400,0.7225012923619515,1.0267117017444698,0.8830117017172887,0.7225012923619514,1.0007299495679236,0.795945708381059,1.5264162735764493,1.4175273285503769,0.28286098880721494,0.10371312426310096,0.0,0.10274155907497101,0.0022361001598305884,0.7606720618110369,0.8559107559107559,0.9984515484515484,1.3530353909035981,0.5736725571661438
1,validation,residual_HGB_physical_fields,15,6005400,2.061633142184508,2.7184582610290646,0.17985481673006276,2.061633142184509,2.6779463540189234,-0.14481515845939483,3.294885230394712,2.928525802194798,-0.6033189725712159,0.2813041358996759,0.0033121733797275158,0.0649329406683071,0.03019591245834925,0.42445465747493927,0.5264235764235765,0.790925740925741,1.0720272515324758,-0.14084925873165896
