case_a,case_b,case_number_a,case_number_b,input_distribution_distance,stress_distribution_distance,response_profile_distance,stress_p95_relative_difference,stress_p99_relative_difference,stress_max_relative_difference,input_distribution_distance_percentile,stress_distribution_distance_percentile,response_profile_distance_percentile,combined_distance_percentile_score,rank_of_b_from_a,rank_of_a_from_b,similarity_candidate,provisional_practical_screen
case_02,case_112,2,112,1.2121882432216302,0.2787633058765197,0.6614731053558435,0.05040232321241829,0.07678176016935458,0.00020166126821501054,0.47302167402669915,0.1305009897974722,0.239175676361606,0.2808994467285924,61,27,False,difference_exceeds_integrated_presplit_screen
case_92,case_161,92,161,0.6370164521515932,1.0672954206548195,0.6044571694005512,0.2009925208384278,0.200262814047859,0.3185825749980745,0.08441195878381808,0.5746408811735445,0.18389929445205827,0.28098404480314026,5,35,False,difference_exceeds_integrated_presplit_screen
case_64,case_181,64,181,0.8217135172326481,0.6267779203636696,0.7397922180679547,0.1910297821690727,0.1409127574015991,0.21791792289710965,0.17669153850058372,0.3477488452362824,0.3186132683620121,0.2810178840329594,65,49,False,difference_exceeds_integrated_presplit_screen
case_04,case_83,4,83,0.8290749857678601,0.4634801801622098,0.8252761203285097,0.06841270439247732,0.04556168127232412,0.18295826934254406,0.18161514643926704,0.25064717527029085,0.4109943657682351,0.2810855624925977,47,55,False,difference_exceeds_integrated_presplit_screen
case_83,case_196,83,196,0.7091969969310832,0.9712443041645553,0.6240454304489418,0.20083069635488074,0.1965491652114806,0.21707259958099728,0.11248159991878585,0.5277397086442313,0.20313689660423329,0.2811194017224168,56,72,False,difference_exceeds_integrated_presplit_screen
case_144,case_191,144,191,1.0321661153349737,0.671241699916753,0.5495383843401166,0.15366210260033794,0.14340128951609077,0.08391833294736026,0.3335871275569768,0.37216384955078424,0.13760722805948936,0.2811194017224168,70,64,False,difference_exceeds_integrated_presplit_screen
case_03,case_171,3,171,0.8448367283647898,0.5302811805865958,0.773583875928964,0.11417461291435627,0.12936342953335714,0.08549156741435886,0.19273133343485102,0.29298005177402164,0.35764681995837777,0.28111940172241684,61,51,False,difference_exceeds_integrated_presplit_screen
case_16,case_175,16,175,0.8629835756496178,1.031798916725304,0.46715022287795166,0.23241619332440583,0.22778841481299242,0.17245091579041852,0.20597939190904016,0.5572305974316024,0.08024973351606518,0.2811532409522359,69,78,False,difference_exceeds_integrated_presplit_screen
case_52,case_164,52,164,0.8523401864339987,1.0682062243054686,0.45035357126700176,0.23929277938775195,0.24441736572736877,0.204462510748973,0.19780721790772043,0.575046951931374,0.07060555301761332,0.2811532409522359,50,20,False,difference_exceeds_integrated_presplit_screen
case_04,case_60,4,60,0.8847871747410949,0.40643161155711266,0.8233450614029658,0.035287371299239305,0.025491745800481195,0.17899867794152696,0.22120704532764834,0.213136389015786,0.40916704735800213,0.2811701605671455,48,56,False,difference_exceeds_integrated_presplit_screen
case_129,case_192,129,192,0.8859790692594611,0.23904112712937395,0.9341652906671047,0.022421186447829918,0.039161882147397215,0.07731839399421732,0.2223237399116796,0.10324349017816355,0.5179432516115933,0.2811701605671455,32,59,False,difference_exceeds_integrated_presplit_screen
case_153,case_154,153,154,0.9217952682707397,0.6996446499087834,0.6318868914628454,0.153073425956567,0.18393986252536265,0.1624611053203142,0.248464544946957,0.38561494340388813,0.20958326988477743,0.2812209194118742,60,19,False,difference_exceeds_integrated_presplit_screen
