iteration,split,metric,n_cases,split_min,split_mean,split_max,pool_min,pool_mean,pool_max,n_in_pool_bottom_10pct,n_in_pool_top_10pct
1,train,weight_loss_rate_mean,119,0.2921537070436606,0.38685673287184386,0.6220474093515838,0.2730300072534719,0.38571463446757215,0.6391212553701666,10,12
1,train,stress_p95,119,4.7943273999999985,8.352449205882351,10.791361599999998,2.32110575,8.380024869095475,11.034744149999996,10,7
1,train,stress_p99,119,7.404705149999979,13.272642274873926,19.295709149999976,3.6403850699999993,13.363068363517565,23.167241859999923,9,8
1,train,stress_max,119,16.875072,28.600510495798314,37.168056,8.488296,28.601669899497484,37.491329,9,4
1,train,negative_stress_fraction,119,0.0487636127485263,0.05455243642066673,0.1882955340193825,0.0449595364172245,0.057786170838205364,0.4094190228794085,11,9
1,validation,fluence_rate_mean,15,3.1236890673593773,3.584001088127352,4.089926890998102,3.075800532081127,3.607506983140399,5.0937675761814365,2,0
1,validation,temperature_mean,15,353.5232239692476,391.2293945310713,434.91933059194713,351.41064556083523,384.91069707089247,446.71809085479055,1,2
1,validation,weight_loss_rate_mean,15,0.3146193431111997,0.37056738472308254,0.4751776306723949,0.2730300072534719,0.38571463446757215,0.6391212553701666,2,0
1,validation,stress_p95,15,3.5024187999999996,8.617520113333335,10.86213065,2.32110575,8.380024869095475,11.034744149999996,2,4
1,validation,stress_p99,15,5.442594619999995,13.374536635999975,16.38247323999996,3.6403850699999993,13.363068363517565,23.167241859999923,3,0
1,validation,stress_max,15,12.888185,29.79865173333333,37.063751,8.488296,28.601669899497484,37.491329,3,6
1,validation,negative_stress_fraction,15,0.0491257867918873,0.05376078196290002,0.0569537416325307,0.0449595364172245,0.057786170838205364,0.4094190228794085,1,2
2,final_test,fluence_rate_mean,50,3.075800532081127,3.6576393301200922,5.0937675761814365,3.075800532081127,3.607506983140399,5.0937675761814365,8,8
2,final_test,temperature_mean,50,351.41064556083523,389.9113064205859,446.71809085479055,351.41064556083523,384.91069707089247,446.71809085479055,7,9
2,final_test,weight_loss_rate_mean,50,0.2730300072534719,0.3778318728716156,0.6391212553701666,0.2730300072534719,0.38571463446757215,0.6391212553701666,8,5
2,final_test,stress_p95,50,2.32110575,8.212942978,11.034744149999996,2.32110575,8.380024869095475,11.034744149999996,8,8
2,final_test,stress_p99,50,3.6403850699999993,13.337450983599968,23.167241859999923,3.6403850699999993,13.363068363517565,23.167241859999923,8,11
2,final_test,stress_max,50,8.488296,27.86904156,37.491329,8.488296,28.601669899497484,37.491329,8,10
2,final_test,negative_stress_fraction,50,0.0449595364172245,0.06804111299830148,0.4094190228794085,0.0449595364172245,0.057786170838205364,0.4094190228794085,6,8
2,internal_test,fluence_rate_mean,15,3.3453934895793784,3.6583569443474206,4.481013464062345,3.075800532081127,3.607506983140399,5.0937675761814365,1,3
2,internal_test,temperature_mean,15,364.3996236484564,378.46320048035835,392.82403317384353,351.41064556083523,384.91069707089247,446.71809085479055,1,0
2,internal_test,weight_loss_rate_mean,15,0.2921537070436606,0.3662045963486195,0.5838102836247379,0.2730300072534719,0.38571463446757215,0.6391212553701666,3,1
2,internal_test,stress_p95,15,6.512721399999996,8.708229569999999,10.1491031,2.32110575,8.380024869095475,11.034744149999996,0,0
2,internal_test,stress_p99,15,10.346745789999988,13.701814893333312,16.289631819999954,3.6403850699999993,13.363068363517565,23.167241859999923,0,0
2,internal_test,stress_max,15,23.000751,29.195242933333336,36.2668,8.488296,28.601669899497484,37.491329,0,1
2,internal_test,negative_stress_fraction,15,0.0490783295034469,0.05241116328637554,0.0551928264561894,0.0449595364172245,0.057786170838205364,0.4094190228794085,2,0
2,train,fluence_rate_mean,119,3.1236890673593773,3.5779110220153125,5.0714266586672,3.075800532081127,3.607506983140399,5.0937675761814365,10,7
2,train,temperature_mean,119,352.43258790748325,383.89783177949505,441.106624332241,351.41064556083523,384.91069707089247,446.71809085479055,11,10
2,train,weight_loss_rate_mean,119,0.296894793825557,0.38978794444747616,0.6220474093515838,0.2730300072534719,0.38571463446757215,0.6391212553701666,9,12
2,train,stress_p95,119,3.5024187999999996,8.438906081932773,10.86213065,2.32110575,8.380024869095475,11.034744149999996,12,11
2,train,stress_p99,119,5.442594619999995,13.37932430126048,19.295709149999976,3.6403850699999993,13.363068363517565,23.167241859999923,12,9
2,train,stress_max,119,12.888185,28.865389184873948,37.168056,8.488296,28.601669899497484,37.491329,12,9
2,train,negative_stress_fraction,119,0.0487636127485263,0.0547233540233957,0.1882955340193825,0.0449595364172245,0.057786170838205364,0.4094190228794085,10,10
2,validation,fluence_rate_mean,15,3.394049214526926,3.624343823593433,4.635026143830552,3.075800532081127,3.607506983140399,5.0937675761814365,1,2
2,validation,temperature_mean,15,362.6515556630832,382.72489380753456,427.3625155849337,351.41064556083523,384.91069707089247,446.71809085479055,1,1
2,validation,weight_loss_rate_mean,15,0.3441344208412429,0.39918561873247416,0.5030649437306424,0.2730300072534719,0.38571463446757215,0.6391212553701666,0,2
2,validation,stress_p95,15,6.6460771,8.141635516666664,10.314813999999997,2.32110575,8.380024869095475,11.034744149999996,0,1
2,validation,stress_p99,15,10.317672779999969,12.980749327333314,16.286036009999993,3.6403850699999993,13.363068363517565,23.167241859999923,0,0
2,validation,stress_max,15,22.030895,28.358018333333334,35.265881,8.488296,28.601669899497484,37.491329,0,0
2,validation,negative_stress_fraction,15,0.0494604855629933,0.0532763845872048,0.0624063342991307,0.0449595364172245,0.057786170838205364,0.4094190228794085,2,2
3,final_test,fluence_rate_mean,50,3.075800532081127,3.6576393301200922,5.0937675761814365,3.075800532081127,3.607506983140399,5.0937675761814365,8,8
3,final_test,temperature_mean,50,351.41064556083523,389.9113064205859,446.71809085479055,351.41064556083523,384.91069707089247,446.71809085479055,7,9
3,final_test,weight_loss_rate_mean,50,0.2730300072534719,0.3778318728716156,0.6391212553701666,0.2730300072534719,0.38571463446757215,0.6391212553701666,8,5
3,final_test,stress_p95,50,2.32110575,8.212942978,11.034744149999996,2.32110575,8.380024869095475,11.034744149999996,8,8
3,final_test,stress_p99,50,3.6403850699999993,13.337450983599968,23.167241859999923,3.6403850699999993,13.363068363517565,23.167241859999923,8,11
3,final_test,stress_max,50,8.488296,27.86904156,37.491329,8.488296,28.601669899497484,37.491329,8,10
3,final_test,negative_stress_fraction,50,0.0449595364172245,0.06804111299830148,0.4094190228794085,0.0449595364172245,0.057786170838205364,0.4094190228794085,6,8
3,internal_test,fluence_rate_mean,15,3.404374028674193,3.5464664768082055,4.425922554381057,3.075800532081127,3.607506983140399,5.0937675761814365,0,1
3,internal_test,temperature_mean,15,365.5136361349585,383.45301258278084,441.106624332241,351.41064556083523,384.91069707089247,446.71809085479055,0,1
3,internal_test,weight_loss_rate_mean,15,0.3410781489259666,0.3703917029993005,0.4492832382455789,0.2730300072534719,0.38571463446757215,0.6391212553701666,0,0
3,internal_test,stress_p95,15,7.2733848499999985,8.975831743333332,10.77805555,2.32110575,8.380024869095475,11.034744149999996,0,2
3,internal_test,stress_p99,15,11.70650115999999,14.175043295999986,16.897045559999995,3.6403850699999993,13.363068363517565,23.167241859999923,0,2
3,internal_test,stress_max,15,26.843325,31.259859666666667,36.573818,8.488296,28.601669899497484,37.491329,0,1
3,internal_test,negative_stress_fraction,15,0.0499525427115596,0.053262730209478096,0.0589844140273753,0.0449595364172245,0.057786170838205364,0.4094190228794085,0,2
3,train,fluence_rate_mean,119,3.1236890673593773,3.571072696756281,5.0714266586672,3.075800532081127,3.607506983140399,5.0937675761814365,11,8
3,train,temperature_mean,119,352.43258790748325,383.3575553691699,440.6940314053152,351.41064556083523,384.91069707089247,446.71809085479055,11,9
3,train,weight_loss_rate_mean,119,0.2921537070436606,0.3907451725546167,0.6220474093515838,0.2730300072534719,0.38571463446757215,0.6391212553701666,11,13
3,train,stress_p95,119,3.5024187999999996,8.425020814705881,10.86213065,2.32110575,8.380024869095475,11.034744149999996,10,10
3,train,stress_p99,119,5.442594619999995,13.340445641848715,17.56222892999998,3.6403850699999993,13.363068363517565,23.167241859999923,10,6
3,train,stress_max,119,12.888185,28.851226697478985,37.168056,8.488296,28.601669899497484,37.491329,10,9
3,train,negative_stress_fraction,119,0.0487636127485263,0.05436602855749149,0.1882955340193825,0.0449595364172245,0.057786170838205364,0.4094190228794085,11,8
3,validation,fluence_rate_mean,15,3.176688511060046,3.7904850048542977,4.852125654091318,3.075800532081127,3.607506983140399,5.0937675761814365,1,3
3,validation,temperature_mean,15,362.20451937704064,382.0212745603583,433.7020285303626,351.41064556083523,384.91069707089247,446.71809085479055,2,1
3,validation,weight_loss_rate_mean,15,0.296894793825557,0.3874045024318113,0.5030649437306424,0.2730300072534719,0.38571463446757215,0.6391212553701666,1,2
3,validation,stress_p95,15,5.6478906,7.984189796666666,9.813024499999996,2.32110575,8.380024869095475,11.034744149999996,2,0
3,validation,stress_p99,15,8.848848849999998,12.815958289333313,19.295709149999976,3.6403850699999993,13.363068363517565,23.167241859999923,2,1
3,validation,stress_max,15,18.940413,26.40575733333333,31.747326,8.488296,28.601669899497484,37.491329,2,0
3,validation,negative_stress_fraction,15,0.0490783295034469,0.05525959969360903,0.090268758117694,0.0449595364172245,0.057786170838205364,0.4094190228794085,3,2
4,final_test,fluence_rate_mean,50,3.075800532081127,3.6576393301200922,5.0937675761814365,3.075800532081127,3.607506983140399,5.0937675761814365,8,8
4,final_test,temperature_mean,50,351.41064556083523,389.9113064205859,446.71809085479055,351.41064556083523,384.91069707089247,446.71809085479055,7,9
4,final_test,weight_loss_rate_mean,50,0.2730300072534719,0.3778318728716156,0.6391212553701666,0.2730300072534719,0.38571463446757215,0.6391212553701666,8,5
4,final_test,stress_p95,50,2.32110575,8.212942978,11.034744149999996,2.32110575,8.380024869095475,11.034744149999996,8,8
4,final_test,stress_p99,50,3.6403850699999993,13.337450983599968,23.167241859999923,3.6403850699999993,13.363068363517565,23.167241859999923,8,11
4,final_test,stress_max,50,8.488296,27.86904156,37.491329,8.488296,28.601669899497484,37.491329,8,10
4,final_test,negative_stress_fraction,50,0.0449595364172245,0.06804111299830148,0.4094190228794085,0.0449595364172245,0.057786170838205364,0.4094190228794085,6,8
4,internal_test,fluence_rate_mean,15,3.2034356837246474,3.5822559882172706,4.794837920271754,3.075800532081127,3.607506983140399,5.0937675761814365,1,1
4,internal_test,temperature_mean,15,363.5869173694876,377.11386995961504,428.0745117694674,351.41064556083523,384.91069707089247,446.71809085479055,1,1
4,internal_test,weight_loss_rate_mean,15,0.3287551227894895,0.3730556856482499,0.5707934133479867,0.2730300072534719,0.38571463446757215,0.6391212553701666,1,1
4,internal_test,stress_p95,15,5.9631000499999995,8.189722696666665,10.056427749999996,2.32110575,8.380024869095475,11.034744149999996,1,0
4,internal_test,stress_p99,15,9.452709819999992,12.858891155999979,15.850203009999952,3.6403850699999993,13.363068363517565,23.167241859999923,1,0
4,internal_test,stress_max,15,19.247944,27.874427266666665,36.246281,8.488296,28.601669899497484,37.491329,1,1
4,internal_test,negative_stress_fraction,15,0.0490783295034469,0.0515930662403836,0.0561719452492756,0.0449595364172245,0.057786170838205364,0.4094190228794085,4,1
4,train,fluence_rate_mean,119,3.1236890673593773,3.609066779657637,5.0714266586672,3.075800532081127,3.607506983140399,5.0937675761814365,10,11
4,train,temperature_mean,119,352.43258790748325,383.40758217290175,441.106624332241,351.41064556083523,384.91069707089247,446.71809085479055,11,7
4,train,weight_loss_rate_mean,119,0.2921537070436606,0.3922090189447983,0.6220474093515838,0.2730300072534719,0.38571463446757215,0.6391212553701666,11,14
4,train,stress_p95,119,3.5024187999999996,8.406348521008402,10.86213065,2.32110575,8.380024869095475,11.034744149999996,10,10
4,train,stress_p99,119,5.442594619999995,13.340900744201656,19.295709149999976,3.6403850699999993,13.363068363517565,23.167241859999923,10,7
4,train,stress_max,119,12.888185,28.706589218487395,37.168056,8.488296,28.601669899497484,37.491329,10,9
4,train,negative_stress_fraction,119,0.0487636127485263,0.05486868541002169,0.1882955340193825,0.0449595364172245,0.057786170838205364,0.4094190228794085,10,10
4,validation,fluence_rate_mean,15,3.339177342771505,3.4532757690944815,3.73609776768908,3.075800532081127,3.607506983140399,5.0937675761814365,1,0
4,validation,temperature_mean,15,362.47393696259354,387.9635378739175,440.57299756171454,351.41064556083523,384.91069707089247,446.71809085479055,1,3
4,validation,weight_loss_rate_mean,15,0.3441344208412429,0.37312733842075463,0.4716525974223199,0.2730300072534719,0.38571463446757215,0.6391212553701666,0,0
4,validation,stress_p95,15,5.6478906,8.918432373333331,10.791361599999998,2.32110575,8.380024869095475,11.034744149999996,1,2
4,validation,stress_p99,15,8.848848849999998,14.128499950666649,17.00291882999994,3.6403850699999993,13.363068363517565,23.167241859999923,1,2
4,validation,stress_max,15,20.279898,30.93864706666667,35.742393,8.488296,28.601669899497484,37.491329,1,0
4,validation,negative_stress_fraction,15,0.0499525427115596,0.05294151929929726,0.0562243980417624,0.0449595364172245,0.057786170838205364,0.4094190228794085,0,1
