iteration,model,split,n_cases,n_elements_evaluated,micro_mae,micro_rmse,micro_r2,macro_mae,macro_rmse,macro_r2,worst_case_rmse,mean_top5_actual_rmse,mean_top5_actual_bias,mean_p95_relative_error,mean_p95_underprediction_fraction,mean_p99_relative_error,mean_p99_underprediction_fraction,mean_top5pct_hotspot_overlap,mean_top1pct_hotspot_overlap,mean_top1_recall_in_predicted_top5,max_prediction_abs_max_ratio
3,HistGradientBoosting,validation,15,6005400,0.799000144299808,1.1333266201145422,0.8169360227455511,0.7990001442998083,1.0440142750592143,0.7571959254946802,2.13963809369544,2.03390307009703,-0.31303956401666383,0.10730451382014315,0.021938176438867474,0.10990879486859136,0.05216717416710636,0.7907183534818664,0.7507992007992007,0.9825507825507825,1.5966760782936738
3,Ridge,internal_test,15,6005400,2.1235929678236074,2.953679023460839,-0.053076626423251394,2.123592967823607,2.950473993289559,-0.1329722895968836,3.327950810785277,5.829728429748129,-4.993084455062869,0.11992394730438471,0.1090774325104261,0.27405036157417556,0.27405036157417556,0.24748060079261994,0.31108891108891107,0.5484681984681984,0.5503408039700908
3,Ridge,train,119,47642840,2.1304829858047443,2.953022425644742,-0.08092004538981379,2.130482985804743,2.9273911964749364,-0.5170271082607282,5.538695210865185,5.419135215842552,-4.439845101704039,0.1689124763890751,0.10409037243069273,0.2625210147657663,0.23840987589243579,0.2501005397663112,0.3138248306315533,0.5710570941663379,1.255163349536241
3,Ridge,validation,15,6005400,2.145476684503165,2.912445088252594,-0.20894962732386912,2.1454766845031656,2.8790373502388418,-0.5059720505888617,3.93554087110501,5.119484905347741,-4.157673816230385,0.16016860211259262,0.09793497949970854,0.24785109608904482,0.22830433602902458,0.2569354247843607,0.2583583083583083,0.5476023976023975,0.813018095953659
4,ExtraTrees,internal_test,15,6005400,0.4607091004308969,0.6560467705910171,0.9381268114895993,0.46070910043089686,0.628686638451354,0.9259318651161145,1.0033135926222647,1.281685972265568,-0.35616921884429725,0.06858660419898949,0.023478017583862795,0.06692518923411374,0.04175097826000199,0.8478835714523597,0.8610556110556108,0.9998001998001999,1.4374136383355236
4,ExtraTrees,train,119,47642840,0.3935692023642147,0.597928481772963,0.9556035279208075,0.3935692023642147,0.5729125831249244,0.9287792598607606,1.6589878079509275,1.2334448236750866,-0.26098443320386366,0.06964588274748121,0.016537619633304263,0.07216569016375379,0.040163564205154004,0.8720827725635165,0.8692043250866782,0.9998572855715713,2.0703820519162432
4,ExtraTrees,validation,15,6005400,0.4765376314090867,0.6722112525059533,0.9473227007966684,0.47653763140908656,0.6449514890619361,0.9291237238720849,1.1843329507432412,1.3842716056425117,-0.7000686152656965,0.057769581771491725,0.030709386146555842,0.08609179470266733,0.0708560389928075,0.8678722483098544,0.8914918414918415,0.9999833499833499,1.0849387975237126
4,HistGradientBoosting,internal_test,15,6005400,0.5877509853611164,0.8097106216425066,0.9057475678785705,0.5877509853611165,0.7834120561723503,0.8879689818482976,1.2467250363189295,1.399593622779893,-0.34195059597036015,0.07449712661483114,0.021416665121795707,0.0750035173511058,0.0455267461986436,0.8112931694808007,0.8368797868797869,0.9994505494505493,1.5283334305009508
4,HistGradientBoosting,train,119,47642840,0.5792036706033175,0.8100606133172634,0.9185136225316508,0.5792036706033175,0.7858187043509746,0.8757870703702957,1.956603258999448,1.419668360323336,-0.22873036182059192,0.08340122990142257,0.017453063586932754,0.07472092557584852,0.03649194107651062,0.8238047941726393,0.8354586589880707,0.9983210067243681,2.189121673002787
4,HistGradientBoosting,validation,15,6005400,0.597763948357505,0.8148690099689221,0.9225916968741585,0.5977639483575051,0.7962655330934665,0.8985255257067436,1.3197683977928014,1.484060816333855,-0.6598348990678594,0.05848363006409865,0.024959994072720582,0.08268535710041817,0.06740749972064126,0.8281213574449662,0.8695471195471196,0.9999333999333999,1.1625596504042912
4,Ridge,internal_test,15,6005400,2.091738779952929,2.885266027047309,-0.19675325484101913,2.091738779952929,2.871799834840237,-0.36900070755071696,3.762459601522444,5.074492996674991,-4.171363557023824,0.10281816248497412,0.0644836143727016,0.23902421456720305,0.22759194233070443,0.23232424151596895,0.30106560106560104,0.5442390942390942,0.7790918584078864
4,Ridge,train,119,47642840,2.1285979042018823,2.9452528154250737,-0.0771970070669048,2.128597904201882,2.9167098402551344,-0.513990923297924,5.558322812615054,5.459476762375505,-4.489009585431386,0.171852455589467,0.10650384241412915,0.2688182348211918,0.24578841202680476,0.24933946003218949,0.3070542902475675,0.5685595916688356,1.2504173930300637
4,Ridge,validation,15,6005400,2.1631140909727398,3.0190174850768794,-0.06253489263754042,2.16311409097274,3.0061966664595294,-0.22508500541484155,3.649914776580077,5.736255045951987,-4.83220064800436,0.12651465657506947,0.09289946465949374,0.27326735097500204,0.26794409822506954,0.2328371132647284,0.3354645354645355,0.5702963702963704,0.6727431733644755
