iteration,model,split,case_id,n_elements,mae,rmse,r2,bias_predicted_minus_actual,top5_actual_rmse,top5_actual_bias,actual_mean,predicted_mean,actual_p95,predicted_p95,p95_relative_error,p95_underprediction_fraction,actual_p99,predicted_p99,p99_relative_error,p99_underprediction_fraction,actual_max,predicted_max,max_relative_error,prediction_abs_max_ratio,top5pct_hotspot_overlap,top1pct_hotspot_overlap,top1_recall_in_predicted_top5,negative_prediction_fraction,sum_absolute_error,sum_squared_error,actual_sum,actual_squared_sum
1,Ridge,train,case_44,400360,1.9664461295315894,2.8148206997882794,0.055565640167061,-0.09127997283861476,6.778238956455298,-5.969169506112921,5.309876889919772,5.2185969170811575,9.196964502334595,7.3051189422607425,0.20570325780790155,0.20570325780790155,14.862060785293576,9.69906982421874,0.3473940145759436,0.3473940145759436,32.25737762451172,14.095752716064453,0.5630223609574084,0.4369776390425916,0.2714556898791088,0.37662337662337664,0.586913086913087,0.0,787286.3724192671,3172138.586388536,2125862.31164828,14646837.997959476
1,Ridge,train,case_47,400360,1.9302631432761477,2.8059678113407456,0.012394505354248797,0.09191508255547215,6.389508074614534,-5.592788511335415,5.241447492183958,5.3333625747394295,9.033231782913207,7.377137637138366,0.1833335162402699,0.1833335162402699,14.435490150451656,10.06774910926818,0.302569638831891,0.302569638831891,29.597883224487305,14.026382446289062,0.5261018384353725,0.4738981615646275,0.26990708362473775,0.3206793206793207,0.5921578421578422,0.0,772800.1520420385,3152216.587241131,2098465.917970769,14190776.00859728
1,Ridge,train,case_48,400360,2.1723805701209424,3.136519690411147,0.11553759321311086,0.6514598055320949,7.5199928297584,-6.641179415941215,6.037508846064417,6.688968651596513,10.65202441215515,8.679045009613036,0.18522107406088217,0.18522107406088217,16.89704576492309,10.57788911819458,0.3739799687260462,0.3739799687260462,36.57381820678711,14.681716918945312,0.5985730328746266,0.4014269671253734,0.2546208412428814,0.3553946053946054,0.5684315684315684,0.0,869734.2850536206,3938643.899411337,2417177.04161035,19046877.92117989
1,Ridge,train,case_49,400360,2.1141087909624625,3.061714115445867,0.09361171663529977,0.5009702024245343,7.157270545281651,-6.3182496934375845,5.85295244275635,6.353922645180885,10.265372943878171,8.352380418777464,0.18635392357971112,0.18635392357971112,16.352748069763166,10.388206062316891,0.3647424874400733,0.3647424874400733,34.92753982543945,14.70962905883789,0.5788529872887257,0.42114701271127436,0.27779998001798384,0.3761238761238761,0.5814185814185814,0.0,846404.5955497315,3753012.0034850864,2343288.0399819324,17855776.270638056
1,Ridge,train,case_52,400360,2.0938154258609187,2.9456250304299707,0.06086045114622485,0.03966148784217022,6.808695545648217,-6.067819369924284,5.676126365691693,5.715787853533863,9.567922735214232,7.717976307868957,0.19334880501664642,0.19334880501664642,15.024835319519037,9.933255901336665,0.3388775523927246,0.3388775523927246,33.935302734375,13.880380630493164,0.5909751936165009,0.40902480638349914,0.24587870916175442,0.3066933066933067,0.6076423576423576,0.0,838279.9438976774,3473806.3424133887,2272493.951768326,16597887.395390868
1,Ridge,train,case_56,400360,1.943602177033275,2.7461953608308076,-0.03246688826088162,0.7074634583757808,5.461835431535652,-4.89991832635824,4.807046602232076,5.514510060607857,9.012357282638549,7.5401535987854,0.16335389706411324,0.16335389706411324,12.885962295532151,9.95913475036621,0.227133021037997,0.227133021037997,27.991840362548828,14.082778930664062,0.4968969975441179,0.5031030024558821,0.24717754021380758,0.33141858141858144,0.6628371628371629,0.0,778140.567597042,3019350.555965005,1924549.177669634,12175801.835297506
1,Ridge,train,case_58,400360,2.337668189252206,3.0431742659227394,-1.257119705697121,2.107299771751352,2.6533293118699364,-1.3374458558433884,3.828242068613012,5.935541840364364,6.500666666030883,8.015770626068115,0.23306901243750588,0.0,10.108694267272929,11.021969099044776,0.09034547960646018,0.0,20.552814483642578,14.742193222045898,0.2827165722836254,0.7172834277163747,0.2666600059946049,0.3086913086913087,0.6348651348651349,0.0,935908.8362490132,3707697.772570361,1532674.9945899055,7510118.65249189
1,Ridge,train,case_59,400360,1.8731680341301058,2.765426520517288,0.07804213870410104,0.008338665520068502,6.816779487378355,-5.99895513640118,5.287436591513801,5.2957752570338705,9.45020728111267,7.438620162010192,0.21286169279301065,0.21286169279301065,14.667274990081749,9.619664554595943,0.34414098316824926,0.34414098316824926,32.03961944580078,13.878089904785156,0.5668459817925814,0.43315401820741867,0.26805874712758515,0.36013986013986016,0.5829170829170829,0.0,749941.5541443292,3061786.666334679,2116878.1137784654,14513820.411748566
1,Ridge,train,case_61,400360,2.105792396316298,3.0042254211679458,0.04816326167190854,0.7296482481292057,6.318870773169845,-5.50424599873816,5.705564880105384,6.43521312823459,9.68325624465942,8.43542013168335,0.12886534048546802,0.12886534048546802,15.157886562347406,10.56941509246825,0.3027118227205263,0.3027118227205263,33.85128402709961,14.818521499633789,0.5622463984594842,0.4377536015405158,0.2641122989309621,0.3618881118881119,0.6371128871128872,0.0,843075.043789193,3613397.285813917,2284279.9553989917,16829343.90342225
1,Ridge,train,case_63,400360,1.7438420203405556,2.4812341208869975,0.03580576523471535,0.06920169643048577,6.225023612432409,-5.704699620653645,3.589908255421658,3.659109951852144,8.285945415496824,5.9729485511779785,0.27914700717107715,0.27914700717107715,13.304288787841797,8.55204298973083,0.3571965306746674,0.3571965306746674,25.949066162109375,12.786008834838867,0.50726516495962,0.4927348350403799,0.3022779498451394,0.10939060939060939,0.497002997002997,0.0015885702867419324,698164.5912635449,2464825.4532561037,1437255.669140615,7715973.792316836
1,Ridge,train,case_64,400360,2.1762028443437154,2.8015816916248686,-0.6798664818231483,1.8595855612932148,3.286056385537593,-2.1978138923311534,3.9771937318564388,5.836779293149653,6.892904663085936,7.985573840141296,0.15852086028507092,0.0,10.860165023803638,9.85277799606323,0.09275982690248144,0.09275982690248144,23.340909957885742,14.299688339233398,0.3873551474627818,0.6126448525372182,0.25362174043360974,0.3693806193806194,0.5881618381618382,1.998201618543311e-05,871264.5707614499,3142369.579530009,1592309.2824860439,8203529.247202241
1,Ridge,train,case_67,400360,2.0901936024103263,2.944380884123913,0.04588931331067769,-0.10225512672281266,6.95750712362267,-6.217624288325139,5.645845615440947,5.543590488718134,9.483993959426876,7.575265026092529,0.20125792377135723,0.20125792377135723,15.007321405410755,9.847282543182372,0.34383476723354356,0.34383476723354356,33.35513687133789,13.67814826965332,0.5899237852803725,0.41007621471962746,0.22954341093016287,0.29920079920079923,0.5914085914085914,0.0,836829.9106609982,3470872.4926824123,2260370.7505979375,16399513.343570031
1,Ridge,train,case_68,400360,2.0197827365072047,2.8209778102152576,0.03690190419620376,0.31387822330930376,6.811200756621415,-6.324899379375014,4.470923505812859,4.7848017291221625,9.673214769363403,6.849830770492554,0.2918764925816546,0.2918764925816546,14.204864883422841,9.341223773956287,0.3423926344517681,0.3423926344517681,30.399791717529297,13.39606761932373,0.5593368617851676,0.44066313821483244,0.24403037266460187,0.18706293706293706,0.4165834165834166,0.0,808640.2163880245,3186031.17198081,1789978.9347872362,11310965.499439059
1,Ridge,train,case_69,400360,2.067005973456993,3.0416278148314295,-0.012724856166651088,0.8102917476554593,6.485731926812411,-5.630995368097603,5.590349281239787,6.400641028895246,9.673070669174193,8.366223526000976,0.1351015812732385,0.1351015812732385,15.407477064132683,10.635395927429194,0.30972501966674965,0.30972501966674965,32.95534896850586,14.71769905090332,0.5534048489376201,0.4465951510623799,0.2485762813467879,0.3129370629370629,0.5774225774225774,0.0,827546.5115332418,3703930.4454975105,2238152.238237161,16169443.43154454
1,Ridge,train,case_72,400360,2.8585776678526558,3.198751380690684,-3.5471961872173337,2.788700433853318,1.9523217304828522,0.3300453926945485,2.7397326694568966,5.528433103310215,4.794327330589294,7.7335224628448485,0.6130568335421278,0.0,7.4184241771698,9.263160629272459,0.2486695837344858,0.0,16.875072479248047,13.314493179321289,0.2109963856039934,0.7890036143960066,0.2259466480167849,0.32842157842157843,0.5521978021978022,0.002093116195424118,1144460.1551014893,4096487.6819305923,1096879.3715437632,3906038.355638345
1,Ridge,train,case_73,400360,1.8217636747354617,2.691675459280093,0.01373872050546232,-0.3689428036632279,7.821968305622567,-7.161918185678845,3.1237290097219934,2.7547862060587653,8.22641882896423,5.256766057014465,0.3609897372954043,0.3609897372954043,14.632464952468844,8.296290979385367,0.43302164014508127,0.43302164014508127,22.04593849182129,11.988838195800781,0.45618834960242405,0.543811650397576,0.3022779498451394,0.036463536463536464,0.514985014985015,0.00048206614047357376,729361.3048170895,2900654.9532763925,1250616.1463322972,6847647.309800914
1,Ridge,train,case_74,400360,2.0174468399773824,2.9083970209936716,-0.06537659604122537,0.5566133936441077,5.769922690436128,-5.132139256110331,5.210357342896367,5.766970736540475,9.183551406860351,7.784103059768676,0.15238640097841133,0.15238640097841133,13.751770725250228,10.530429725646952,0.2342491788121824,0.2342491788121824,29.059873580932617,14.236627578735352,0.5100932721167586,0.4899067278832414,0.23254071335797782,0.30094905094905094,0.6491008991008991,0.0,807705.0168533449,3386554.4510533665,2086018.6658019896,14047641.96894774
1,Ridge,train,case_75,400360,2.056063681381792,2.93512727020587,0.08252095748304045,0.13718909371276547,7.118445954473632,-6.345174647625753,5.667589229630241,5.8047783233430055,9.665987253189082,7.794721221923828,0.19359285112318667,0.19359285112318667,15.416833810806175,9.875865125656125,0.3594102883347033,0.3594102883347033,35.16933822631836,14.157669067382812,0.5974428356804232,0.4025571643195768,0.23853531821360777,0.3538961038961039,0.5924075924075924,0.0,823165.6554780141,3449090.226875696,2269076.023974763,16619503.110003779
1,Ridge,train,case_77,400360,2.4270405648303672,3.101673301487644,-0.8278473341212782,2.1189674742738442,3.4596887204998437,-2.304096710599735,4.216345334965462,6.335312809239307,7.30365433692932,8.35673623085022,0.14418561521952428,0.0,11.748572282791129,10.803638343811024,0.08042968253803988,0.08042968253803988,23.54745101928711,15.101322174072266,0.3586854831249819,0.6413145168750182,0.27660105904685783,0.34715284715284717,0.5874125874125874,0.0,971689.9605354859,3851614.2434814028,1688056.0183067725,9224613.080135196
1,Ridge,train,case_78,400360,2.706804325268284,3.108444326397035,-2.0682611294059168,2.5672802120886713,2.235237349592614,-0.721905527456453,3.235144727900909,5.802424939989579,5.647890686988831,7.918516683578491,0.40203079741266085,0.0,8.848848810195921,9.571720714569087,0.08169106737819393,0.0,20.279897689819336,13.797231674194336,0.31965970020052653,0.6803402997994734,0.22664601858327504,0.3596403596403596,0.5676823176823177,0.0010365670896193425,1083696.1796644102,3868448.925530879,1295222.5432624079,5451027.589212791
1,Ridge,train,case_79,400360,2.1093134831602742,3.056475897775403,0.05893279566680343,0.569413535958327,6.952795980477726,-6.122361084371314,5.793376880167527,6.362790416125854,10.056427860260005,8.3229323387146,0.17237686638171607,0.17237686638171607,15.850202865600538,10.436557044982907,0.34155056982688764,0.34155056982688764,36.246280670166016,14.642608642578125,0.5960245197066434,0.4039754802933566,0.2563692676591068,0.33666333666333664,0.5916583416583416,0.0,844484.7461180474,3740181.101641708,2319436.367743871,17411772.858387887
1,Ridge,train,case_84,400360,2.131495762824852,3.0639612282645796,0.07199053434800118,0.48669750524144323,6.999212154899123,-6.155412123722325,5.8500024248584594,6.336699930099903,10.052421236038205,8.315468263626096,0.1727895132552827,0.1727895132552827,16.077098846435536,10.55527620315547,0.3434588974057538,0.3434588974057538,35.38292694091797,15.102121353149414,0.5731805517851372,0.4268194482148629,0.27415326206414226,0.37162837162837165,0.5999000999000998,0.0,853365.6436045577,3758522.9923504274,2342106.970816333,17751422.6822564
1,Ridge,train,case_85,400360,2.0969825832281543,3.0342040024067547,0.051143025919495044,0.4805218161625772,6.9110364928674475,-6.092751224851594,5.742957919701812,6.223479735864389,9.90499882698059,8.214809036254882,0.1706400798475349,0.1706400798475349,15.767036905288688,10.34647388458249,0.3437908500669517,0.3437908500669517,34.80757522583008,14.545372009277344,0.5821205035137442,0.4178794964862558,0.24922569687281446,0.32142857142857145,0.5811688311688312,0.0,839547.9470212238,3685871.8731026277,2299250.6327318177,17089038.579897046
1,Ridge,train,case_89,400360,1.9877848716617006,2.8989018918732006,0.012452167684203319,0.6735630296126015,6.323503865160829,-5.514640029011007,5.266890383352188,5.94045341296479,9.501103210449216,7.92377107143402,0.16601568302936257,0.16601568302936257,14.831547985076902,10.38504836082458,0.29980010371987253,0.29980010371987253,30.670499801635742,14.515756607055664,0.5267192676696616,0.47328073233033846,0.2699570386652013,0.33291708291708294,0.5981518481518482,0.0,795829.5512184785,3364478.1790667423,2108652.233878882,14512941.660125623
1,Ridge,train,case_91,400360,2.4147525749037504,3.380929327402211,0.010005710021056324,1.1567248540403021,7.065172578622919,-6.159662858507756,6.227670659174811,7.3843955132151144,10.791361618041991,9.355138635635376,0.13309006159198722,0.13309006159198722,16.847370262145986,11.239131889343248,0.3328850904051046,0.3328850904051046,35.742393493652344,15.604412078857422,0.5634200579872,0.43657994201280004,0.23304026376261364,0.37812187812187814,0.6178821178821179,0.0,966770.3408884655,4576388.292677427,2493310.2251072275,20150156.032166723
1,Ridge,train,case_92,400360,2.908971949470999,3.6145403204342323,-0.7108067905686686,2.517154238560661,4.239238428616301,-3.124192327180577,5.1309906232953235,7.648144861855985,8.626925182342527,9.628355884552002,0.11608199689261131,0.0,13.86244007110595,11.52254027366637,0.1687942227657834,0.1687942227657834,26.93845558166504,15.906963348388672,0.4095072265681284,0.5904927734318717,0.23533819562393846,0.3811188811188811,0.6068931068931069,0.0,1164636.009690209,5230664.055840017,2054243.4059425157,13597729.007015591
1,Ridge,train,case_94,400360,2.7890730334958733,3.5485508966697634,-1.1427604089658385,2.5220800448913443,3.383928954371095,-2.0165030318833885,4.538194797936468,7.060274842827813,7.718307733535765,9.146785068511962,0.18507649400522283,0.0,12.303719158172552,12.105680656433096,0.01609582429455176,0.01609582429455176,24.009641647338867,15.833518981933594,0.3405349728037895,0.6594650271962105,0.2769507443301029,0.30694305694305696,0.5994005994005994,0.0,1116633.279690408,5041418.583350165,1816911.6693018444,10598267.30129735
1,Ridge,train,case_95,400360,2.604431799134336,3.34303560171719,-0.07572718672308487,1.4308085612960348,7.259959996674137,-6.632298155911903,4.895934174812619,6.326742736108654,10.778055810928343,8.32976508140564,0.22715513562661963,0.22715513562661963,16.617831211090085,10.378446292877184,0.37546325022539534,0.37546325022539534,34.6576042175293,14.632753372192383,0.5777909724991506,0.42220902750084943,0.245928664202218,0.2122877122877123,0.44430569430569433,0.0,1042710.3151014227,4474378.133071811,1960136.20622798,13756096.419497095
1,Ridge,train,case_96,400360,2.3272231372921963,3.0714551512436765,-0.615948428205962,1.8914874802376278,3.773888217371223,-2.772085226097835,4.446458726790373,6.337946207028001,7.780730009078979,8.395665645599365,0.0790331544473136,0.0,12.240180082321166,11.018007917404155,0.09984919802627967,0.09984919802627967,24.3714542388916,14.879053115844727,0.3894884987166274,0.6105115012833726,0.2636127485263263,0.3211788211788212,0.6091408591408591,0.0,931727.0552463038,3776930.879669123,1780184.2158577936,10252799.934972897
1,Ridge,train,case_97,400360,2.078911132369013,3.0078007776863713,0.057048208814434176,0.5911705118919652,6.859150830561664,-6.0161111270384495,5.692470121784694,6.28364063367666,9.87625789642334,8.248053646087646,0.16486044283284093,0.16486044283284093,15.68950984954829,10.326345100402833,0.3418312490686168,0.3418312490686168,35.222373962402344,14.511415481567383,0.5880057517685378,0.41199424823146225,0.25566989709261667,0.3371628371628372,0.5769230769230769,0.0,832312.860955258,3622003.078886866,2279037.33795772,16814484.77921046
1,Ridge,train,case_99,400360,3.2787885573447286,3.7278576697237837,-2.9509432285190846,3.183371434853531,2.1851891391300766,-0.18884644004321738,3.476781438713956,6.660152873567487,5.963100194931029,8.651104068756103,0.45077288423059336,0.0,9.452709732055656,11.052690525054926,0.16926160205400984,0.0,19.247943878173828,15.013406753540039,0.2199994530031613,0.7800005469968387,0.26171445698871015,0.32517482517482516,0.593906093906094,0.0,1312695.7868185355,5563772.014497434,1391964.2168035195,6247768.959238368
