Complexity,Loss,Equation
1,0.3810842072442519,"-0.024716118281163765"
3,0.3802842238548564,"nearest_angular_boundary_fraction_proxy_scaled * 0.05528426072339475"
4,0.3799124368755763,"fluence_rate_within_case_z_scaled * -0.06034013925552817"
5,0.36968082266761737,"(nearest_radial_boundary_fraction_proxy_scaled * -0.1529846429929596) * fluence_rate_mean_scaled"
7,0.3637353123177244,"nearest_angular_boundary_fraction_proxy_scaled * ((theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled) * -0.13288847398532544)"
9,0.36102451410094655,"((nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled) * (nearest_angular_boundary_fraction_proxy_scaled + 0.4483052517669912)) * -0.15919186940333802"
11,0.35763166643199434,"((nearest_angular_boundary_fraction_proxy_scaled + theta_cos_scaled) + fluence_rate_scaled) * ((theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled) * -0.09126855447186942)"
13,0.3528090422567252,"((theta_cos_scaled + fluence_rate_scaled) + nearest_angular_boundary_fraction_proxy_scaled) * ((theta_cos_scaled + (nearest_radial_boundary_fraction_proxy_scaled + 0.7596109090251906)) * -0.11730690338431324)"
15,0.34859116441606885,"((nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled) * -0.2036168155626857) * (((nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled) * 0.5228644259549826) + (nearest_angular_boundary_fraction_proxy_scaled + 0.47987105551570663))"
17,0.34790415725624035,"(((((nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled) * 0.5663917541834615) + (nearest_angular_boundary_fraction_proxy_scaled + 0.47243282307242873)) * (nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled)) * -0.20997938243115435) - -0.04615953168593001"
18,0.34462204473463065,"((nearest_angular_boundary_fraction_proxy_scaled + ((nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled) * abs(nearest_radial_boundary_fraction_proxy_scaled + 0.8695323976311231))) * (theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled)) * -0.13157787025895248"
20,0.3367723587221196,"(theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled) * ((((abs(nearest_radial_boundary_fraction_proxy_scaled + 0.5258028161737794) + -0.6767195772584564) * (nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled)) + nearest_angular_boundary_fraction_proxy_scaled) * -0.20102805349776567)"
22,0.33298062699352515,"((((abs(nearest_radial_boundary_fraction_proxy_scaled + 0.5437514667589021) + -0.6479746329413074) * ((nearest_radial_boundary_fraction_proxy_scaled + fluence_rate_scaled) + 0.4644257186084891)) + nearest_angular_boundary_fraction_proxy_scaled) * (theta_cos_scaled + nearest_radial_boundary_fraction_proxy_scaled)) * -0.19110966058929768"
24,0.3322318620555111,"((((nearest_radial_boundary_fraction_proxy_scaled + (fluence_rate_scaled - -0.33730347251465603)) * (abs(nearest_radial_boundary_fraction_proxy_scaled + 0.48736629267531445) + -0.698684119615388)) + (nearest_angular_boundary_fraction_proxy_scaled + 0.2629377177538782)) * (nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled)) * -0.20021133316871095"
