split,model,criterion,rank,case_id,value,rmse,actual_p99,predicted_p99,actual_max,predicted_max,prediction_abs_max_ratio,top1pct_hotspot_overlap
internal_test,v10_signed_staged_symbolic,rmse,1,case_68,2.546181887928344,2.546181887928344,14.204864883422841,12.523723792807004,30.399791717529297,27.26672575500569,0.8969379135345523,0.557942057942058
internal_test,v10_signed_staged_symbolic,rmse,2,case_42,2.517096571788865,2.517096571788865,13.76958976745605,13.080053389337504,24.76995849609375,28.689270777457843,1.158228455731251,0.5849150849150849
internal_test,v10_signed_staged_symbolic,rmse,3,case_43,2.51692990849379,2.51692990849379,13.601225948333738,13.183882861607916,24.57630157470703,28.67025821308217,1.1665814779302872,0.5926573426573427
internal_test,v10_signed_staged_symbolic,rmse,4,case_84,2.0111359350195066,2.0111359350195066,16.077098846435536,12.676917244796572,35.38292694091797,25.473829274378424,0.7199469200757289,0.49925074925074925
internal_test,v10_signed_staged_symbolic,rmse,5,case_20,2.0018155023601647,2.0018155023601647,16.289631748199415,12.764877071948366,36.26679992675781,25.868342015236323,0.7132788684824255,0.48301698301698304
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,1,case_156,0.23724734974135095,1.6108815845799642,13.289695453643796,10.136750428397125,28.11277961730957,20.632639855859566,0.7339238644034921,0.43356643356643354
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,2,case_190,0.23115494427913605,1.623811107826416,13.360542898178092,10.272187349010728,28.387516021728516,20.97816135316053,0.7389924971633066,0.43656343656343655
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,3,case_124,0.2277416916432176,1.6240652627809884,13.333128252029367,10.296619069016222,28.74965476989746,21.051330496638947,0.7322289837956906,0.4368131868131868
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,4,case_12,0.22744791940889847,1.9675731561804346,16.142577419280983,12.470981771368457,36.23194885253906,25.39519669287714,0.7009061752718139,0.4822677322677323
internal_test,v10_signed_staged_symbolic,p99_underprediction_fraction,5,case_100,0.22162380115416314,1.9697865874196359,16.072310028076142,12.510303586325733,36.00269317626953,25.39067681177672,0.7052438184961254,0.48776223776223776
internal_test,v10_signed_staged_symbolic,max_relative_error,1,case_164,0.32220277332782793,1.5607927399699524,11.752422008514381,9.376287787457482,27.64034652709961,18.734550220325918,0.677797226672172,0.5082417582417582
internal_test,v10_signed_staged_symbolic,max_relative_error,2,case_12,0.29909382472818613,1.9675731561804346,16.142577419280983,12.470981771368457,36.23194885253906,25.39519669287714,0.7009061752718139,0.4822677322677323
internal_test,v10_signed_staged_symbolic,max_relative_error,3,case_100,0.2947561815038746,1.9697865874196359,16.072310028076142,12.510303586325733,36.00269317626953,25.39067681177672,0.7052438184961254,0.48776223776223776
internal_test,v10_signed_staged_symbolic,max_relative_error,4,case_20,0.28672113151757456,2.0018155023601647,16.289631748199415,12.764877071948366,36.26679992675781,25.868342015236323,0.7132788684824255,0.48301698301698304
internal_test,v10_signed_staged_symbolic,max_relative_error,5,case_84,0.2800530799242711,2.0111359350195066,16.077098846435536,12.676917244796572,35.38292694091797,25.473829274378424,0.7199469200757289,0.49925074925074925
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,1,case_156,0.43356643356643354,1.6108815845799642,13.289695453643796,10.136750428397125,28.11277961730957,20.632639855859566,0.7339238644034921,0.43356643356643354
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,2,case_190,0.43656343656343655,1.623811107826416,13.360542898178092,10.272187349010728,28.387516021728516,20.97816135316053,0.7389924971633066,0.43656343656343655
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,3,case_124,0.4368131868131868,1.6240652627809884,13.333128252029367,10.296619069016222,28.74965476989746,21.051330496638947,0.7322289837956906,0.4368131868131868
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,4,case_12,0.4822677322677323,1.9675731561804346,16.142577419280983,12.470981771368457,36.23194885253906,25.39519669287714,0.7009061752718139,0.4822677322677323
internal_test,v10_signed_staged_symbolic,top1pct_hotspot_overlap,5,case_94,0.4825174825174825,1.6090190035741236,12.303719158172552,9.933464173458946,24.009641647338867,19.695947578476815,0.8203349249346183,0.4825174825174825
internal_test,v11_current_gain_1_00,rmse,1,case_68,2.744421683637952,2.744421683637952,14.204864883422841,13.202130596875895,30.399791717529297,28.030213280298955,0.9220528068334106,0.4537962037962038
internal_test,v11_current_gain_1_00,rmse,2,case_42,2.5885977849876602,2.5885977849876602,13.76958976745605,13.650067039985537,24.76995849609375,29.215564301822354,1.1794757066883936,0.4822677322677323
internal_test,v11_current_gain_1_00,rmse,3,case_43,2.549581136749267,2.549581136749267,13.601225948333738,13.725204402274231,24.57630157470703,29.11386604175446,1.184631705191855,0.49775224775224775
internal_test,v11_current_gain_1_00,rmse,4,case_84,1.9277299214415569,1.9277299214415569,16.077098846435536,13.221328970464292,35.38292694091797,26.917898150981486,0.760759509690329,0.47677322677322675
internal_test,v11_current_gain_1_00,rmse,5,case_20,1.9127150207926622,1.9127150207926622,16.289631748199415,13.347155753728595,36.26679992675781,27.519271463444355,0.7588006529117698,0.46228771228771226
internal_test,v11_current_gain_1_00,p99_underprediction_fraction,1,case_156,0.2052635460256033,1.5901352837630134,13.289695453643796,10.561805439228532,28.11277961730957,21.884007413887645,0.7784362738863875,0.41883116883116883
internal_test,v11_current_gain_1_00,p99_underprediction_fraction,2,case_190,0.1954573888745316,1.5811551048992676,13.360542898178092,10.749126069354036,28.387516021728516,22.364932140130477,0.7878439284019003,0.4208291708291708
internal_test,v11_current_gain_1_00,p99_underprediction_fraction,3,case_12,0.1927764269667814,1.8997812643858036,16.142577419280983,13.030669022357348,36.23194885253906,27.167709655673022,0.7498274455576011,0.46153846153846156
internal_test,v11_current_gain_1_00,p99_underprediction_fraction,4,case_124,0.19058462548519237,1.5741228783104266,13.333128252029367,10.792038997570312,28.74965476989746,22.387074056040223,0.7786901872463796,0.42207792207792205
internal_test,v11_current_gain_1_00,p99_underprediction_fraction,5,case_100,0.18713260607833412,1.8956762155451607,16.072310028076142,13.06465676682331,36.00269317626953,27.08398774164665,0.7522767146625167,0.4627872127872128
internal_test,v11_current_gain_1_00,max_relative_error,1,case_164,0.28727566429668605,1.505106509049914,11.752422008514381,9.746097053391757,27.64034652709961,19.69994761713647,0.712724335703314,0.482017982017982
internal_test,v11_current_gain_1_00,max_relative_error,2,case_114,0.2728374080036559,1.2723394109580317,10.346745529174791,8.860922555026916,23.000751495361328,16.72528607523073,0.7271625919963441,0.468031968031968
internal_test,v11_current_gain_1_00,max_relative_error,3,case_12,0.2501725544423989,1.8997812643858036,16.142577419280983,13.030669022357348,36.23194885253906,27.167709655673022,0.7498274455576011,0.46153846153846156
internal_test,v11_current_gain_1_00,max_relative_error,4,case_100,0.24772328533748336,1.8956762155451607,16.072310028076142,13.06465676682331,36.00269317626953,27.08398774164665,0.7522767146625167,0.4627872127872128
internal_test,v11_current_gain_1_00,max_relative_error,5,case_20,0.24119934708823015,1.9127150207926622,16.289631748199415,13.347155753728595,36.26679992675781,27.519271463444355,0.7588006529117698,0.46228771228771226
internal_test,v11_current_gain_1_00,top1pct_hotspot_overlap,1,case_156,0.41883116883116883,1.5901352837630134,13.289695453643796,10.561805439228532,28.11277961730957,21.884007413887645,0.7784362738863875,0.41883116883116883
internal_test,v11_current_gain_1_00,top1pct_hotspot_overlap,2,case_190,0.4208291708291708,1.5811551048992676,13.360542898178092,10.749126069354036,28.387516021728516,22.364932140130477,0.7878439284019003,0.4208291708291708
internal_test,v11_current_gain_1_00,top1pct_hotspot_overlap,3,case_124,0.42207792207792205,1.5741228783104266,13.333128252029367,10.792038997570312,28.74965476989746,22.387074056040223,0.7786901872463796,0.42207792207792205
internal_test,v11_current_gain_1_00,top1pct_hotspot_overlap,4,case_68,0.4537962037962038,2.744421683637952,14.204864883422841,13.202130596875895,30.399791717529297,28.030213280298955,0.9220528068334106,0.4537962037962038
internal_test,v11_current_gain_1_00,top1pct_hotspot_overlap,5,case_94,0.45504495504495507,1.4306087546524209,12.303719158172552,10.05468767505237,24.009641647338867,19.004730179285676,0.7915457655900535,0.45504495504495507
internal_test,v11_mean_calibrated_v10,rmse,1,case_68,2.542186292538598,2.542186292538598,14.204864883422841,11.853158373270977,30.399791717529297,26.596160335469662,0.8748796893938466,0.557942057942058
internal_test,v11_mean_calibrated_v10,rmse,2,case_42,2.3579244121163234,2.3579244121163234,13.76958976745605,12.213750496437928,24.76995849609375,27.822967884558267,1.1232545217605423,0.5849150849150849
internal_test,v11_mean_calibrated_v10,rmse,3,case_43,2.3235890130570014,2.3235890130570014,13.601225948333738,12.296122168252607,24.57630157470703,27.782497519726864,1.1304588461072402,0.5926573426573427
internal_test,v11_mean_calibrated_v10,rmse,4,case_84,1.9347125438975363,1.9347125438975363,16.077098846435536,12.064741309533385,35.38292694091797,24.861653339115236,0.7026454702469628,0.49925074925074925
internal_test,v11_mean_calibrated_v10,rmse,5,case_20,1.9259853170634758,1.9259853170634758,16.289631748199415,12.161971626539845,36.26679992675781,25.265436569827802,0.6966546985356391,0.48301698301698304
internal_test,v11_mean_calibrated_v10,p99_underprediction_fraction,1,case_156,0.2770014233879841,1.6078073797649735,13.289695453643796,9.608430896591644,28.11277961730957,20.104320324054086,0.7151310043947229,0.43356643356643354
internal_test,v11_mean_calibrated_v10,p99_underprediction_fraction,2,case_190,0.2684147317616648,1.5982787453554546,13.360542898178092,9.774376359973404,28.387516021728516,20.480350364123208,0.7214562326780206,0.43656343656343655
internal_test,v11_mean_calibrated_v10,p99_underprediction_fraction,3,case_12,0.2649311557250433,1.916880794455546,16.142577419280983,11.865905727209885,36.23194885253906,24.790120648718567,0.6842061063182728,0.4822677322677323
internal_test,v11_mean_calibrated_v10,p99_underprediction_fraction,4,case_124,0.2641085742908813,1.5898096758062323,13.333128252029367,9.81173475854842,28.74965476989746,20.566446186171145,0.7153632400381167,0.4368131868131868
internal_test,v11_mean_calibrated_v10,p99_underprediction_fraction,5,case_100,0.2595429362381943,1.908562467031569,16.072310028076142,11.900855491258685,36.00269317626953,24.781228716709673,0.6883159711241751,0.48776223776223776
internal_test,v11_mean_calibrated_v10,max_relative_error,1,case_164,0.3391273568994253,1.5044629246336623,11.752422008514381,8.908486432711673,27.64034652709961,18.26674886558011,0.6608726431005747,0.5082417582417582
internal_test,v11_mean_calibrated_v10,max_relative_error,2,case_12,0.3157938936817271,1.916880794455546,16.142577419280983,11.865905727209885,36.23194885253906,24.790120648718567,0.6842061063182728,0.4822677322677323
internal_test,v11_mean_calibrated_v10,max_relative_error,3,case_100,0.3116840288758249,1.908562467031569,16.072310028076142,11.900855491258685,36.00269317626953,24.781228716709673,0.6883159711241751,0.48776223776223776
internal_test,v11_mean_calibrated_v10,max_relative_error,4,case_20,0.3033453014643609,1.9259853170634758,16.289631748199415,12.161971626539845,36.26679992675781,25.265436569827802,0.6966546985356391,0.48301698301698304
internal_test,v11_mean_calibrated_v10,max_relative_error,5,case_84,0.29735452975303717,1.9347125438975363,16.077098846435536,12.064741309533385,35.38292694091797,24.861653339115236,0.7026454702469628,0.49925074925074925
internal_test,v11_mean_calibrated_v10,top1pct_hotspot_overlap,1,case_156,0.43356643356643354,1.6078073797649735,13.289695453643796,9.608430896591644,28.11277961730957,20.104320324054086,0.7151310043947229,0.43356643356643354
internal_test,v11_mean_calibrated_v10,top1pct_hotspot_overlap,2,case_190,0.43656343656343655,1.5982787453554546,13.360542898178092,9.774376359973404,28.387516021728516,20.480350364123208,0.7214562326780206,0.43656343656343655
internal_test,v11_mean_calibrated_v10,top1pct_hotspot_overlap,3,case_124,0.4368131868131868,1.5898096758062323,13.333128252029367,9.81173475854842,28.74965476989746,20.566446186171145,0.7153632400381167,0.4368131868131868
internal_test,v11_mean_calibrated_v10,top1pct_hotspot_overlap,4,case_12,0.4822677322677323,1.916880794455546,16.142577419280983,11.865905727209885,36.23194885253906,24.790120648718567,0.6842061063182728,0.4822677322677323
internal_test,v11_mean_calibrated_v10,top1pct_hotspot_overlap,5,case_94,0.4825174825174825,1.4510779890116094,12.303719158172552,9.16956796463164,24.009641647338867,18.932051369649507,0.788518697935163,0.4825174825174825
internal_test,v11_selected_gain_0.75,rmse,1,case_68,2.6520706923783983,2.6520706923783983,14.204864883422841,12.693716464488896,30.399791717529297,27.589882493098283,0.9075681422247789,0.5034965034965035
internal_test,v11_selected_gain_0.75,rmse,2,case_42,2.4815883481998195,2.4815883481998195,13.76958976745605,13.120897124739255,24.76995849609375,28.75964964130338,1.161069754954931,0.5337162837162838
internal_test,v11_selected_gain_0.75,rmse,3,case_43,2.4439462143956363,2.4439462143956363,13.601225948333738,13.199841520366892,24.57630157470703,28.664724707617868,1.1663563217794528,0.5457042957042957
internal_test,v11_selected_gain_0.75,rmse,4,case_84,1.8865208137423544,1.8865208137423544,16.077098846435536,12.807612759124838,35.38292694091797,25.86233303875891,0.7309268982168591,0.49625374625374624
internal_test,v11_selected_gain_0.75,rmse,5,case_20,1.870634265659862,1.870634265659862,16.289631748199415,12.920645375375601,36.26679992675781,26.438191401573107,0.728991569561308,0.4825174825174825
internal_test,v11_selected_gain_0.75,p99_underprediction_fraction,1,case_156,0.23089330930001684,1.559811173779625,13.289695453643796,10.221193690762592,28.11277961730957,21.020816608456048,0.7477317040365917,0.4403096903096903
internal_test,v11_selected_gain_0.75,p99_underprediction_fraction,2,case_190,0.2215778914975235,1.5491002910803346,13.360542898178092,10.400141973537579,28.387516021728516,21.484858122812412,0.7568417788427618,0.44105894105894106
internal_test,v11_selected_gain_0.75,p99_underprediction_fraction,3,case_12,0.21859669866347575,1.8595130579794847,16.142577419280983,12.61386328750659,36.23194885253906,26.10163755714573,0.7204039082572445,0.4822677322677323
internal_test,v11_selected_gain_0.75,p99_underprediction_fraction,4,case_124,0.21696305384202774,1.541194026391775,13.333128252029367,10.440332029201658,28.74965476989746,21.502984240461537,0.7479388678773421,0.44255744255744256
internal_test,v11_selected_gain_0.75,p99_underprediction_fraction,5,case_100,0.2130530498208239,1.8545924695769525,16.072310028076142,12.648055358928708,36.00269317626953,26.02150297859057,0.7227654567726097,0.4837662337662338
internal_test,v11_selected_gain_0.75,max_relative_error,1,case_164,0.3150338928239868,1.4758048051338695,11.752422008514381,9.452638649580875,27.64034652709961,18.932700561663456,0.6849661071760133,0.5052447552447552
internal_test,v11_selected_gain_0.75,max_relative_error,2,case_114,0.2825698189302009,1.2420848118716399,10.346745529174791,8.58907785547452,23.000751495361328,16.50143331005853,0.7174301810697992,0.49100899100899104
internal_test,v11_selected_gain_0.75,max_relative_error,3,case_12,0.2795960917427554,1.8595130579794847,16.142577419280983,12.61386328750659,36.23194885253906,26.10163755714573,0.7204039082572445,0.4822677322677323
internal_test,v11_selected_gain_0.75,max_relative_error,4,case_100,0.2772345432273902,1.8545924695769525,16.072310028076142,12.648055358928708,36.00269317626953,26.02150297859057,0.7227654567726097,0.4837662337662338
internal_test,v11_selected_gain_0.75,max_relative_error,5,case_20,0.271008430438692,1.870634265659862,16.289631748199415,12.920645375375601,36.26679992675781,26.438191401573107,0.728991569561308,0.4825174825174825
internal_test,v11_selected_gain_0.75,top1pct_hotspot_overlap,1,case_156,0.4403096903096903,1.559811173779625,13.289695453643796,10.221193690762592,28.11277961730957,21.020816608456048,0.7477317040365917,0.4403096903096903
internal_test,v11_selected_gain_0.75,top1pct_hotspot_overlap,2,case_190,0.44105894105894106,1.5491002910803346,13.360542898178092,10.400141973537579,28.387516021728516,21.484858122812412,0.7568417788427618,0.44105894105894106
internal_test,v11_selected_gain_0.75,top1pct_hotspot_overlap,3,case_124,0.44255744255744256,1.541194026391775,13.333128252029367,10.440332029201658,28.74965476989746,21.502984240461537,0.7479388678773421,0.44255744255744256
internal_test,v11_selected_gain_0.75,top1pct_hotspot_overlap,4,case_94,0.4775224775224775,1.4030980266526547,12.303719158172552,9.744918476366516,24.009641647338867,18.749017183819344,0.7808953360991713,0.4775224775224775
internal_test,v11_selected_gain_0.75,top1pct_hotspot_overlap,5,case_27,0.4792707292707293,1.6839364478065344,13.111589975357049,11.59391694822792,27.218610763549805,23.766445838413855,0.873168952114229,0.4792707292707293
validation,v10_signed_staged_symbolic,rmse,1,case_63,2.4527761274962203,2.4527761274962203,13.304288787841797,10.971497981599201,25.949066162109375,23.432132885687967,0.9030048611114717,0.4967532467532468
validation,v10_signed_staged_symbolic,rmse,2,case_165,2.1606187843659432,2.1606187843659432,13.54518896102898,10.991243729000558,26.689733505249023,24.390397267787627,0.913849411909295,0.5152347652347652
validation,v10_signed_staged_symbolic,rmse,3,case_81,2.130640469799963,2.130640469799963,16.286035861968987,13.11123915031488,35.2658805847168,26.544248378973606,0.7526892264949456,0.49125874125874125
validation,v10_signed_staged_symbolic,rmse,4,case_39,1.9001220530267622,1.9001220530267622,10.974815073013293,9.260491691458107,22.030895233154297,19.656413039375572,0.8922203492572846,0.5104895104895105
validation,v10_signed_staged_symbolic,rmse,5,case_69,1.872158255355595,1.872158255355595,15.407477064132683,11.86508229477418,32.95534896850586,23.747710750284817,0.7206026181965052,0.49075924075924077
validation,v10_signed_staged_symbolic,p99_underprediction_fraction,1,case_171,0.25479877979564397,1.798432036034916,14.578658542633027,10.86403413491279,33.82589340209961,22.03365468278747,0.6513842641454023,0.486013986013986
validation,v10_signed_staged_symbolic,p99_underprediction_fraction,2,case_189,0.24113882468999717,1.5428153694089406,12.753865308761585,9.678413217952288,29.364471435546875,19.760144548682778,0.6729269618237476,0.4532967032967033
validation,v10_signed_staged_symbolic,p99_underprediction_fraction,3,case_69,0.22991400568785544,1.872158255355595,15.407477064132683,11.86508229477418,32.95534896850586,23.747710750284817,0.7206026181965052,0.49075924075924077
validation,v10_signed_staged_symbolic,p99_underprediction_fraction,4,case_157,0.22244125998374883,1.4588838961070096,11.7065015220642,9.102492573494565,26.843324661254883,18.519132248359938,0.6898971152813304,0.48301698301698304
validation,v10_signed_staged_symbolic,p99_underprediction_fraction,5,case_133,0.22128667480701897,1.597386443837823,12.81892926216123,9.982271031151178,28.935829162597656,20.18003709472843,0.6974065606114743,0.46678321678321677
validation,v10_signed_staged_symbolic,max_relative_error,1,case_171,0.34861573585459776,1.798432036034916,14.578658542633027,10.86403413491279,33.82589340209961,22.03365468278747,0.6513842641454023,0.486013986013986
validation,v10_signed_staged_symbolic,max_relative_error,2,case_189,0.32707303817625244,1.5428153694089406,12.753865308761585,9.678413217952288,29.364471435546875,19.760144548682778,0.6729269618237476,0.4532967032967033
validation,v10_signed_staged_symbolic,max_relative_error,3,case_180,0.32110948140683687,1.6528492360445572,12.1202414035797,9.605520232205851,27.940109252929688,18.96827526027107,0.6788905185931631,0.5082417582417582
validation,v10_signed_staged_symbolic,max_relative_error,4,case_143,0.3164621108160612,1.5719933058585396,12.536460180282564,9.888718942768039,29.560705184936523,20.205862024900227,0.6835378891839389,0.47952047952047955
validation,v10_signed_staged_symbolic,max_relative_error,5,case_157,0.31010288471866965,1.4588838961070096,11.7065015220642,9.102492573494565,26.843324661254883,18.519132248359938,0.6898971152813304,0.48301698301698304
validation,v10_signed_staged_symbolic,top1pct_hotspot_overlap,1,case_189,0.4532967032967033,1.5428153694089406,12.753865308761585,9.678413217952288,29.364471435546875,19.760144548682778,0.6729269618237476,0.4532967032967033
validation,v10_signed_staged_symbolic,top1pct_hotspot_overlap,2,case_194,0.4602897102897103,1.6507098182710847,12.928755416870114,10.719362441314157,28.35040283203125,22.234881926846924,0.7842880419930117,0.4602897102897103
validation,v10_signed_staged_symbolic,top1pct_hotspot_overlap,3,case_133,0.46678321678321677,1.597386443837823,12.81892926216123,9.982271031151178,28.935829162597656,20.18003709472843,0.6974065606114743,0.46678321678321677
validation,v10_signed_staged_symbolic,top1pct_hotspot_overlap,4,case_143,0.47952047952047955,1.5719933058585396,12.536460180282564,9.888718942768039,29.560705184936523,20.205862024900227,0.6835378891839389,0.47952047952047955
validation,v10_signed_staged_symbolic,top1pct_hotspot_overlap,5,case_157,0.48301698301698304,1.4588838961070096,11.7065015220642,9.102492573494565,26.843324661254883,18.519132248359938,0.6898971152813304,0.48301698301698304
validation,v11_current_gain_1_00,rmse,1,case_165,2.4632966169185146,2.4632966169185146,13.54518896102898,11.634019125653191,26.689733505249023,25.21203139310343,0.944634062687251,0.38136863136863136
validation,v11_current_gain_1_00,rmse,2,case_63,2.4595196552814014,2.4595196552814014,13.304288787841797,11.463233662446385,25.949066162109375,23.91866114560285,0.921754216362849,0.36013986013986016
validation,v11_current_gain_1_00,rmse,3,case_81,2.0766022352293927,2.0766022352293927,16.286035861968987,13.73259602208242,35.2658805847168,28.061436813289983,0.7957106514292172,0.4707792207792208
validation,v11_current_gain_1_00,rmse,4,case_171,1.847866024434505,1.847866024434505,14.578658542633027,11.332403770161878,33.82589340209961,23.42392046803826,0.6924849017168697,0.46228771228771226
validation,v11_current_gain_1_00,rmse,5,case_69,1.8032765571211784,1.8032765571211784,15.407477064132683,12.315688032812318,32.95534896850586,25.381483852104033,0.7701779725154823,0.466033966033966
validation,v11_current_gain_1_00,p99_underprediction_fraction,1,case_171,0.22267170624635865,1.847866024434505,14.578658542633027,11.332403770161878,33.82589340209961,23.42392046803826,0.6924849017168697,0.46228771228771226
validation,v11_current_gain_1_00,p99_underprediction_fraction,2,case_189,0.20834278916769647,1.5190328777165618,12.753865308761585,10.096689437665072,29.364471435546875,19.607039011090432,0.6677129896285251,0.43281718281718284
validation,v11_current_gain_1_00,p99_underprediction_fraction,3,case_69,0.20066809241065114,1.8032765571211784,15.407477064132683,12.315688032812318,32.95534896850586,25.381483852104033,0.7701779725154823,0.466033966033966
validation,v11_current_gain_1_00,p99_underprediction_fraction,4,case_157,0.1914555730273612,1.3913061888779188,11.7065015220642,9.465226565011722,26.843324661254883,18.207448094867456,0.6782858801818883,0.46703296703296704
validation,v11_current_gain_1_00,p99_underprediction_fraction,5,case_133,0.1894026926651611,1.488616492704468,12.81892926216123,10.390989542823666,28.935829162597656,20.003251417437063,0.691296983578172,0.44430569430569433
validation,v11_current_gain_1_00,max_relative_error,1,case_189,0.3322870103714749,1.5190328777165618,12.753865308761585,10.096689437665072,29.364471435546875,19.607039011090432,0.6677129896285251,0.43281718281718284
validation,v11_current_gain_1_00,max_relative_error,2,case_157,0.32171411981811177,1.3913061888779188,11.7065015220642,9.465226565011722,26.843324661254883,18.207448094867456,0.6782858801818883,0.46703296703296704
validation,v11_current_gain_1_00,max_relative_error,3,case_143,0.31930913510522974,1.5223939622742904,12.536460180282564,10.306647485958727,29.560705184936523,20.121701979233762,0.6806908648947703,0.4552947052947053
validation,v11_current_gain_1_00,max_relative_error,4,case_133,0.30870301642182796,1.488616492704468,12.81892926216123,10.390989542823666,28.935829162597656,20.003251417437063,0.691296983578172,0.44430569430569433
validation,v11_current_gain_1_00,max_relative_error,5,case_171,0.30751509828313023,1.847866024434505,14.578658542633027,11.332403770161878,33.82589340209961,23.42392046803826,0.6924849017168697,0.46228771228771226
validation,v11_current_gain_1_00,top1pct_hotspot_overlap,1,case_63,0.36013986013986016,2.4595196552814014,13.304288787841797,11.463233662446385,25.949066162109375,23.91866114560285,0.921754216362849,0.36013986013986016
validation,v11_current_gain_1_00,top1pct_hotspot_overlap,2,case_165,0.38136863136863136,2.4632966169185146,13.54518896102898,11.634019125653191,26.689733505249023,25.21203139310343,0.944634062687251,0.38136863136863136
validation,v11_current_gain_1_00,top1pct_hotspot_overlap,3,case_39,0.4005994005994006,1.7717240293419272,10.974815073013293,9.64829150551323,22.030895233154297,19.89278914796857,0.9029496503633638,0.4005994005994006
validation,v11_current_gain_1_00,top1pct_hotspot_overlap,4,case_189,0.43281718281718284,1.5190328777165618,12.753865308761585,10.096689437665072,29.364471435546875,19.607039011090432,0.6677129896285251,0.43281718281718284
validation,v11_current_gain_1_00,top1pct_hotspot_overlap,5,case_133,0.44430569430569433,1.488616492704468,12.81892926216123,10.390989542823666,28.935829162597656,20.003251417437063,0.691296983578172,0.44430569430569433
validation,v11_mean_calibrated_v10,rmse,1,case_63,2.2720660680640705,2.2720660680640705,13.304288787841797,10.318122106795009,25.949066162109375,22.778757010883776,0.8778256939413542,0.4967532467532468
