split,model,case_p95_spearman,case_p95_std_ratio,case_p95_mean_bias,case_p99_spearman,case_p99_std_ratio,case_p99_mean_bias
internal_test,v10_signed_staged_symbolic,0.9607142857142855,1.0379045167277883,0.06861092045954577,0.7678571428571428,1.115480803314365,-1.9309334912333398
internal_test,v11_mean_calibrated_v10,0.95,0.981614007247472,-0.37478456180067093,0.7785714285714285,1.12032580479719,-2.3743289734935566
internal_test,v11_tail_aware_localised_symbolic,0.9392857142857142,1.0632011248743507,0.4665443649105318,0.7714285714285712,1.1096068266535364,-1.3804938895501282
validation,v10_signed_staged_symbolic,0.7928571428571427,0.8366505947229834,0.26038989300379345,0.825,0.7355699039802216,-1.5384840268759377
validation,v11_mean_calibrated_v10,0.7999999999999999,0.8590210236279502,-0.22587281439896917,0.825,0.7529073423419788,-2.0247467342787
validation,v11_tail_aware_localised_symbolic,0.8642857142857141,0.9451644212698397,0.6048065383420718,0.8214285714285712,0.8121695993228305,-1.0255816745069966
