stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,0,1,0.3863332336541182,0.0,-0.0848174273536657,-0.0848174273536657,0.303788249878506,[],CONST,"{""features"": [], ""operators"": []}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,1,3,0.3761809138211767,0.01331505760292636,hotspot_rbf_max_proxy_scaled * 0.1760572236671618,hotspot_rbf_max_proxy_scaled*0.1760572236671618,0.7608141773159497*hotspot_rbf_max_proxy - 0.1841411715309813,"[""hotspot_rbf_max_proxy_scaled""]","Mul(CONST, Symbol('hotspot_rbf_max_proxy_scaled'))","{""features"": [""hotspot_rbf_max_proxy_scaled""], ""operators"": [""Mul""]}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,2,5,0.3742601539710596,0.002559513500687416,-0.07143018480863655 - (hotspot_rbf_max_proxy_scaled * -0.17079340932163137),-(-0.17079340932163137)*hotspot_rbf_max_proxy_scaled - 0.07143018480863655,0.73806711532427747*hotspot_rbf_max_proxy - 0.22136270936005423,"[""hotspot_rbf_max_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('hotspot_rbf_max_proxy_scaled')), CONST))","{""features"": [""hotspot_rbf_max_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,3,8,0.3730754184598492,0.0010568536610803593,(hotspot_rbf_max_proxy_scaled + (v10_physical_residual_proxy_scaled - 0.6208264288507005)) * 0.11578706991156466,(hotspot_rbf_max_proxy_scaled + v10_physical_residual_proxy_scaled - 1*0.6208264288507005)*0.11578706991156466,0.50036256680459299*hotspot_rbf_max_proxy + 0.37036617147993548*v10_physical_residual_proxy - 0.050591684964799606,"[""hotspot_rbf_max_proxy_scaled"", ""v10_physical_residual_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('hotspot_rbf_max_proxy_scaled')), Mul(CONST, Symbol('v10_physical_residual_proxy_scaled')), CONST))","{""features"": [""hotspot_rbf_max_proxy_scaled"", ""v10_physical_residual_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,4,10,0.3709690616204869,0.002830963098013059,tanh(v10_physical_residual_proxy_scaled + hotspot_rbf_max_proxy_scaled) * 0.30103905783427676,tanh(hotspot_rbf_max_proxy_scaled + v10_physical_residual_proxy_scaled)*0.30103905783427676,0.2263870600439803*tanh(5.74640186485332*hotspot_rbf_max_proxy + 4.25346138913314*v10_physical_residual_proxy - 4.18157076262468) + 0.367572557991976,"[""hotspot_rbf_max_proxy_scaled"", ""v10_physical_residual_proxy_scaled""]","Mul(CONST, tanh(Add(Symbol('hotspot_rbf_max_proxy_scaled'), Symbol('v10_physical_residual_proxy_scaled'))))","{""features"": [""hotspot_rbf_max_proxy_scaled"", ""v10_physical_residual_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""tanh""]}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,5,12,0.3681669468716528,0.0037910859989712165,(tanh(hotspot_rbf_max_proxy_scaled + v10_physical_residual_proxy_scaled) + -0.29862126155147184) * 0.29405248378252125,(tanh(hotspot_rbf_max_proxy_scaled + v10_physical_residual_proxy_scaled) - 0.29862126155147184)*0.29405248378252125,0.22113302433600514*tanh(5.74640186485332*hotspot_rbf_max_proxy + 4.25346138913314*v10_physical_residual_proxy - 4.18157076262468) + 0.30153753529406562,"[""hotspot_rbf_max_proxy_scaled"", ""v10_physical_residual_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, tanh(Add(Symbol('hotspot_rbf_max_proxy_scaled'), Symbol('v10_physical_residual_proxy_scaled')))), CONST))","{""features"": [""hotspot_rbf_max_proxy_scaled"", ""v10_physical_residual_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""tanh""]}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,6,13,0.3592366519092895,0.024555126441730135,gauss((0.4815282228058427 - signed_angular_position_proxy_scaled) / 0.09154681440620042) + -0.1598622687988366,-0.1598622687988366 + exp(-119.3200775251409*(0.4815282228058427 - signed_angular_position_proxy_scaled)**2),0.247353111034856 + 0.75201889639386*exp(-119.3200775251409*(0.3411578914539246 - 2.08887119255503*signed_angular_position_proxy)**2),"[""signed_angular_position_proxy_scaled""]","Mul(Integer(-1), CONST, Add(CONST, Mul(CONST, exp(Mul(Integer(-1), CONST, Symbol('signed_angular_position_proxy_scaled'))), exp(Mul(CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)))))), exp(Mul(CONST, Symbol('signed_angular_position_proxy_scaled'))), exp(Mul(Integer(-1), CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)))))","{""features"": [""signed_angular_position_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,7,15,0.3578244714983875,0.001969402873114658,(gauss((0.48209689604899036 - signed_angular_position_proxy_scaled) / 0.07210840725873323) + -0.1326739991020942) * 1.2976669765521383,(-0.1326739991020942 + exp(-192.3216579153331*(0.48209689604899036 - signed_angular_position_proxy_scaled)**2))*1.2976669765521383,0.23809997086683566 + 0.97587008759349647*exp(-192.3216579153331*(0.34172656469707227 - 2.08887119255503*signed_angular_position_proxy)**2),"[""signed_angular_position_proxy_scaled""]","Mul(Integer(-1), CONST, Add(CONST, Mul(CONST, exp(Mul(Integer(-1), CONST, Symbol('signed_angular_position_proxy_scaled'))), exp(Mul(CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)))))), exp(Mul(CONST, Symbol('signed_angular_position_proxy_scaled'))), exp(Mul(Integer(-1), CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)))))","{""features"": [""signed_angular_position_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,8,17,0.3521166052170897,0.008040088761207497,(gauss((0.4826583702792357 - signed_angular_position_proxy_scaled) / 0.07971436288814988) + -0.20668825608467917) * (nearest_angular_boundary_fraction_proxy_scaled + 0.7537819914841652),(-0.20668825608467917 + exp(-157.3717742684073*(0.4826583702792357 - signed_angular_position_proxy_scaled)**2))*(nearest_angular_boundary_fraction_proxy_scaled + 0.7537819914841652),0.75201889639386*(-0.20668825608467917 + exp(-157.3717742684073*(0.3422880389273176 - 2.08887119255503*signed_angular_position_proxy)**2))*(7.68957066477673*nearest_angular_boundary_fraction_proxy - 1.524294254837761) + 0.367572557991976,"[""nearest_angular_boundary_fraction_proxy_scaled"", ""signed_angular_position_proxy_scaled""]","Mul(Integer(-1), CONST, Add(CONST, Mul(CONST, exp(Mul(Integer(-1), CONST, Symbol('signed_angular_position_proxy_scaled'))), exp(Mul(CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)))))), Add(Mul(CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled')), CONST), exp(Mul(CONST, Symbol('signed_angular_position_proxy_scaled'))), exp(Mul(Integer(-1), CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)))))","{""features"": [""nearest_angular_boundary_fraction_proxy_scaled"", ""signed_angular_position_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search
v11_centered_tail_localised_residual,v11_i1_tail_aware_localised_residual,9,19,0.3501590440695131,0.0027874613331776922,(nearest_angular_boundary_fraction_proxy_scaled + 1.1778896494919737) * ((gauss((0.4824692735469559 - signed_angular_position_proxy_scaled) / 0.08318409846780818) + -0.23359044070021837) * 0.6847286458780234),(nearest_angular_boundary_fraction_proxy_scaled + 1.1778896494919737)*(-0.23359044070021837 + exp(-144.5171444479374*(0.4824692735469559 - signed_angular_position_proxy_scaled)**2))*0.6847286458780234,0.5149288806024536*(-0.23359044070021837 + exp(-144.5171444479374*(0.3420989421950378 - 2.08887119255503*signed_angular_position_proxy)**2))*(7.68957066477673*nearest_angular_boundary_fraction_proxy - 1.1001865968299527) + 0.367572557991976,"[""nearest_angular_boundary_fraction_proxy_scaled"", ""signed_angular_position_proxy_scaled""]","Mul(Integer(-1), CONST, Add(CONST, Mul(CONST, exp(Mul(Integer(-1), CONST, Symbol('signed_angular_position_proxy_scaled'))), exp(Mul(CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)))))), Add(Mul(CONST, Symbol('nearest_angular_boundary_fraction_proxy_scaled')), CONST), exp(Mul(CONST, Symbol('signed_angular_position_proxy_scaled'))), exp(Mul(Integer(-1), CONST, Pow(Symbol('signed_angular_position_proxy_scaled'), Integer(2)))))","{""features"": [""nearest_angular_boundary_fraction_proxy_scaled"", ""signed_angular_position_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search
