case_id,case_number,feature,spearman,pearson,n_elements
case_18,18,temperature,-0.0223664059593734,-0.18747326806500322,400360
case_18,18,weight_loss_rate,-0.020647465398341835,-0.34940009335570255,400360
case_18,18,rho,-0.004519986057194975,0.17045922370514735,400360
case_18,18,theta,0.037405300004212126,0.06189835011083113,400360
case_18,18,z,0.21793004688491924,0.16425080646139065,400360
case_18,18,theta_sin,0.03740530007873603,0.06194594948637416,400360
case_18,18,theta_cos,-0.03740537649426966,-0.05764444291361351,400360
case_19,19,fluence_rate,0.19478196778086568,-0.18422784850370005,400360
case_19,19,temperature,0.009075944755009287,-0.1705948281261975,400360
case_19,19,weight_loss_rate,-0.11625039342968356,-0.4068089129734432,400360
case_19,19,rho,-0.0342825106610219,0.14986576115135355,400360
case_19,19,theta,0.057380959558555454,0.07263558465689018,400360
case_19,19,z,0.22690201566379758,0.17330197317466337,400360
case_19,19,theta_sin,0.05738096003009668,0.07296411525741801,400360
case_19,19,theta_cos,-0.05738104442976094,-0.06627808431664434,400360
case_20,20,fluence_rate,0.19076933563652332,-0.18474096449119723,400360
case_20,20,temperature,0.006968792831837357,-0.1748788964969684,400360
case_20,20,weight_loss_rate,-0.057479143501670174,-0.38053152326843664,400360
case_20,20,rho,-0.029811671078937223,0.15286427900323218,400360
case_20,20,theta,0.029482258039562604,0.05770168100830471,400360
case_20,20,z,0.2238840771580012,0.1704278633981256,400360
case_20,20,theta_sin,0.029482257792201563,0.05778285254432903,400360
case_20,20,theta_cos,-0.02948234741018426,-0.05321078288212355,400360
case_21,21,fluence_rate,0.042253307408928985,-0.25200483892625614,400360
case_21,21,temperature,-0.024668833915986677,-0.18279699023836063,400360
case_21,21,weight_loss_rate,-0.12630574009457848,-0.015168412734848449,400360
case_21,21,rho,0.07839651941722228,0.23588711654498692,400360
case_21,21,theta,0.041282487945037416,0.05911058183268644,400360
case_21,21,z,0.17754214124953677,0.12987865845440194,400360
case_21,21,theta_sin,0.04128248902720456,0.05801295413961223,400360
case_21,21,theta_cos,-0.04128264427491516,-0.06293075317264321,400360
case_24,24,fluence_rate,0.17022320760398874,-0.1975309288288237,400360
case_24,24,temperature,0.004716747899429771,-0.1750513927223679,400360
case_24,24,weight_loss_rate,-0.052399970687544574,0.008753224884787227,400360
case_24,24,rho,-0.027401149652501795,0.1554887362463797,400360
case_24,24,theta,0.04450114908917408,0.06991148377650055,400360
case_24,24,z,0.2351074470342683,0.16818150154315845,400360
case_24,24,theta_sin,0.044501148700802615,0.06945357512177677,400360
case_24,24,theta_cos,-0.04450127124703101,-0.06870436650283644,400360
case_27,27,fluence_rate,0.08572702504034825,-0.2384471233480631,400360
case_27,27,temperature,-0.087315906351034,-0.22295798173233483,400360
case_27,27,weight_loss_rate,-0.05626934247981386,0.08210162420204822,400360
case_27,27,rho,0.07061887535560586,0.22076090177991578,400360
