case_id,case_number,feature,spearman,pearson,n_elements
case_77,77,theta,0.03006972372918265,0.058291112593212874,400360
case_77,77,z,0.20640864670561393,0.15627584394470306,400360
case_77,77,theta_sin,0.030069724022418774,0.058109854207186395,400360
case_77,77,theta_cos,-0.0300697729206452,-0.05556709897585633,400360
case_78,78,fluence_rate,0.09647141307015128,-0.2308091793315624,400360
case_78,78,temperature,0.005373479579487701,-0.07925429058736265,400360
case_78,78,weight_loss_rate,-0.06548515417536725,-0.4015298661579604,400360
case_78,78,rho,0.05980524920389194,0.22290124242039702,400360
case_78,78,theta,0.040261211906552005,0.05934079479082178,400360
case_78,78,z,0.26614685141895494,0.20758067064426902,400360
case_78,78,theta_sin,0.040261211980313766,0.059854556966157574,400360
case_78,78,theta_cos,-0.04026133832708315,-0.05203196571530203,400360
case_79,79,fluence_rate,0.13278544377672982,-0.2204593959616021,400360
case_79,79,temperature,-0.04165861411327318,-0.1888581972110944,400360
case_79,79,weight_loss_rate,-0.04416190357922585,-0.29960722817589475,400360
case_79,79,rho,0.011033815675703744,0.18269324017512384,400360
case_79,79,theta,0.044819525313933635,0.0638866197813782,400360
case_79,79,z,0.21217703632257137,0.1634431938218533,400360
case_79,79,theta_sin,0.04481952614732275,0.06421553150093473,400360
case_79,79,theta_cos,-0.044819591994929485,-0.057803379513455974,400360
case_81,81,fluence_rate,0.0843215932494577,-0.23452011539089365,400360
case_81,81,temperature,-0.16743985829809768,-0.23748275211606348,400360
case_81,81,weight_loss_rate,-0.08794508310847807,-0.39207773844043636,400360
case_81,81,rho,0.09663161975062477,0.2410810054209544,400360
case_81,81,theta,0.032684606982586364,0.054716710057568695,400360
case_81,81,z,0.22911008261327767,0.1718157379214704,400360
case_81,81,theta_sin,0.032684606698589934,0.054308442986741326,400360
case_81,81,theta_cos,-0.03268471539818308,-0.05393131116231651,400360
case_82,82,fluence_rate,0.15158807712219122,-0.1939846207836585,400360
case_82,82,temperature,-0.003947374680291758,-0.18149988641331613,400360
case_82,82,weight_loss_rate,0.0012221896325343667,-0.34968788517881166,400360
case_82,82,rho,-0.013179674971593766,0.16326440027877143,400360
case_82,82,theta,0.03456419087262978,0.06170746376466042,400360
case_82,82,z,0.23194597054493066,0.1730689475083759,400360
case_82,82,theta_sin,0.03456419236273613,0.06150078044484258,400360
case_82,82,theta_cos,-0.03456428074647527,-0.05896755053551217,400360
case_83,83,fluence_rate,0.14268713520764165,-0.19428611829903591,400360
case_83,83,temperature,-0.008680042184711955,-0.17569811497266122,400360
case_83,83,weight_loss_rate,-0.1252427516073021,-0.3958179956740807,400360
case_83,83,rho,-0.023827375245695753,0.15858316556226795,400360
case_83,83,theta,0.040018479685679,0.06248621350469437,400360
case_83,83,z,0.22186448285617483,0.16934787281560554,400360
case_83,83,theta_sin,0.04001847916852622,0.06234175087647317,400360
case_83,83,theta_cos,-0.04001851713503601,-0.059499646896771556,400360
case_84,84,fluence_rate,0.1478145446043145,-0.21208725233370188,400360
case_84,84,temperature,-0.029392151818002508,-0.17861102331893258,400360
case_84,84,weight_loss_rate,-0.041719133350054526,-0.3605796390475851,400360
case_84,84,rho,0.012709852943001986,0.18265889364371735,400360
case_84,84,theta,0.038093723410639546,0.06203850822262666,400360
case_84,84,z,0.19865427306646402,0.152948367938995,400360
case_84,84,theta_sin,0.03809372349723597,0.062402047143057374,400360
case_84,84,theta_cos,-0.03809379634072231,-0.055609670605055124,400360
case_85,85,fluence_rate,0.17107505628718778,-0.2122110370219031,400360
case_85,85,temperature,-0.00483869277068419,-0.1761936786536798,400360
case_85,85,weight_loss_rate,-0.014323221217547295,-0.27047447149121395,400360
case_85,85,rho,-0.009055084103393516,0.16969245278611705,400360
case_85,85,theta,0.05068765189367655,0.06789273992845107,400360
case_85,85,z,0.2159051699388005,0.16585956419054343,400360
case_85,85,theta_sin,0.05068765058132259,0.068437778789899,400360
case_85,85,theta_cos,-0.05068770255083251,-0.0602746703706138,400360
case_86,86,fluence_rate,0.19081663857365688,-0.1797238288056614,400360
case_86,86,temperature,-0.008046510206357237,-0.1612495591121752,400360
case_86,86,weight_loss_rate,0.0442601465637352,-0.3343606403887219,400360
case_86,86,rho,-0.021539840435883622,0.15004679303621332,400360
case_86,86,theta,0.04611406283028986,0.07115411357625649,400360
case_86,86,z,0.2226095899497803,0.16419842152791247,400360
case_86,86,theta_sin,0.04611406190662009,0.07095895893712208,400360
case_86,86,theta_cos,-0.046114118361993445,-0.06809010822053552,400360
case_87,87,fluence_rate,-0.20171754926927676,-0.40754734732082415,400360
case_87,87,temperature,-0.2637090678122175,-0.2953897231973321,400360
case_87,87,weight_loss_rate,-0.28887996259829213,-0.38126653811417266,400360
case_87,87,rho,0.19935255816247824,0.34456074172172785,400360
case_87,87,theta,0.03896096034666738,0.021576544968254938,400360
case_87,87,z,0.08966840799716501,0.09587744846426971,400360
case_87,87,theta_sin,0.03896095955118449,0.02043364409222929,400360
case_87,87,theta_cos,-0.038960999841318227,-0.02794069058083127,400360
case_89,89,fluence_rate,0.05676622611113592,-0.23103924858752084,400360
case_89,89,temperature,-0.05997669820065642,-0.21651950533331668,400360
case_89,89,weight_loss_rate,-0.04769203642130827,-0.3699361518098252,400360
case_89,89,rho,0.04898151910665279,0.20964825911154628,400360
case_89,89,theta,0.033739206341665925,0.05561427711383183,400360
case_89,89,z,0.18856459647937374,0.1427797144732887,400360
case_89,89,theta_sin,0.03373920844307,0.054838870033721066,400360
case_89,89,theta_cos,-0.03373933570223854,-0.057244084365275234,400360
case_91,91,fluence_rate,0.0467528142604901,-0.25458628554038765,400360
case_91,91,temperature,-0.17246452659795317,-0.21178639035669325,400360
case_91,91,weight_loss_rate,-0.11490927230760434,-0.4087596832014779,400360
case_91,91,rho,0.09190746929921775,0.24711657244708063,400360
case_91,91,theta,0.02766884768504896,0.04969571218039688,400360
case_91,91,z,0.21253879673166906,0.16411751927406826,400360
case_91,91,theta_sin,0.027668847619574083,0.049610700503254807,400360
case_91,91,theta_cos,-0.027668918930052452,-0.04687533171695501,400360
case_92,92,fluence_rate,0.1016476958589959,-0.23773988842077218,400360
case_92,92,temperature,-0.16683671873737604,-0.10821468080139089,400360
case_92,92,weight_loss_rate,-0.08081697341829183,-0.4047392177119518,400360
case_92,92,rho,0.08165731083244838,0.23613532833344322,400360
case_92,92,theta,0.04556186609962744,0.06436400127260848,400360
case_92,92,z,0.2119107114453535,0.1599515026827162,400360
case_92,92,theta_sin,0.04556186582111051,0.06454338900944116,400360
case_92,92,theta_cos,-0.045561980941549556,-0.05961743817741995,400360
case_93,93,fluence_rate,0.11997426281947991,-0.22831051818040274,400360
case_93,93,temperature,-0.06040800738541213,-0.21509296228717054,400360
case_93,93,weight_loss_rate,-0.007651992360525841,-0.24463021130588863,400360
case_93,93,rho,0.032389763022754786,0.1978124820451111,400360
case_93,93,theta,0.0446788035407441,0.0640091481280331,400360
case_93,93,z,0.19603935385836582,0.1527548656522395,400360
case_93,93,theta_sin,0.044678803273695576,0.064389503624423,400360
case_93,93,theta_cos,-0.044678841016621576,-0.05764098342247401,400360
case_94,94,fluence_rate,0.17203867864054948,-0.18570372375203378,400360
case_94,94,temperature,0.013299732049231069,-0.16986060756025276,400360
case_94,94,weight_loss_rate,-0.039016173667083466,-0.23379681229654656,400360
case_94,94,rho,-0.019011266934965767,0.15711781204620415,400360
case_94,94,theta,0.04444118605727779,0.06899503788397411,400360
case_94,94,z,0.21287308638934568,0.1599068562685776,400360
case_94,94,theta_sin,0.04444118539636163,0.06854694394797253,400360
case_94,94,theta_cos,-0.04444125753392191,-0.06775728503433412,400360
case_95,95,fluence_rate,-0.2122466687048678,-0.4248606732440887,400360
case_95,95,temperature,-0.31093993259327646,-0.258899574404285,400360
case_95,95,weight_loss_rate,-0.2893129364748549,-0.39804143911208356,400360
case_95,95,rho,0.19988573835319873,0.3450231821984328,400360
case_95,95,theta,0.023604183811695587,0.010774721572732095,400360
case_95,95,z,0.08709182033760074,0.09823792126877162,400360
case_95,95,theta_sin,0.02360418397620499,0.00913271135934462,400360
case_95,95,theta_cos,-0.023604202845228715,-0.020480436650147465,400360
case_96,96,fluence_rate,0.073214282349763,-0.21135144707702855,400360
case_96,96,temperature,-0.05300021100628882,-0.21307205758065179,400360
case_96,96,weight_loss_rate,-0.11486473469735778,-0.4066266686107935,400360
case_96,96,rho,0.03343977108960257,0.19711055953087034,400360
case_96,96,theta,0.0497633984762839,0.06724713859285267,400360
case_96,96,z,0.17223971264511884,0.13233425871307822,400360
case_96,96,theta_sin,0.04976339692026421,0.06687076533608974,400360
case_96,96,theta_cos,-0.04976355281524628,-0.06602061323942851,400360
case_97,97,fluence_rate,0.17502236290044543,-0.2013498615678628,400360
case_97,97,temperature,-0.00011470098795558705,-0.18203169184384105,400360
case_97,97,weight_loss_rate,-0.018481128941363497,-0.3066378693843622,400360
case_97,97,rho,-0.015103374068224325,0.16519816495418882,400360
case_97,97,theta,0.03953055453547003,0.06224227455110789,400360
case_97,97,z,0.22694259296548172,0.17385413585333648,400360
case_97,97,theta_sin,0.039530555113831065,0.06273452784602937,400360
case_97,97,theta_cos,-0.03953061684938641,-0.05488338135677101,400360
case_98,98,fluence_rate,0.07738276029364473,-0.2565353013715633,400360
case_98,98,temperature,-0.17105847188321224,-0.24052554579782867,400360
case_98,98,weight_loss_rate,-0.09575385715346214,-0.3393566948036715,400360
case_98,98,rho,0.10611912622294715,0.2519616209838584,400360
case_98,98,theta,0.033534151979361757,0.05449614732383171,400360
case_98,98,z,0.2126796102915434,0.16436713844110817,400360
case_98,98,theta_sin,0.03353415192652868,0.0550348871708687,400360
case_98,98,theta_cos,-0.03353418477910421,-0.047338961584783734,400360
case_99,99,fluence_rate,0.16055858603885853,-0.17958236620591692,400360
case_99,99,temperature,-0.00524401252427293,-0.16614479113512698,400360
case_99,99,weight_loss_rate,-0.038116022855191896,-0.31687999077804346,400360
case_99,99,rho,-0.02685429343895331,0.15267337966914366,400360
case_99,99,theta,0.06058022473895054,0.07432442605106676,400360
case_99,99,z,0.19836297510997578,0.15390693212349224,400360
case_99,99,theta_sin,0.06058022505072054,0.07477240597330313,400360
case_99,99,theta_cos,-0.06058029348938243,-0.06714284083951962,400360
case_100,100,fluence_rate,0.1862673602360031,-0.18859013339999608,400360
case_100,100,temperature,0.013997033157643814,-0.16142400614159447,400360
case_100,100,weight_loss_rate,0.0032112358446268106,-0.3527783291225053,400360
case_100,100,rho,-0.03287706738019298,0.1509415174119318,400360
case_100,100,theta,0.03422628312771511,0.06201671277440927,400360
case_100,100,z,0.22987770969220836,0.17333251770978408,400360
case_100,100,theta_sin,0.03422628316980875,0.062035682051490765,400360
case_100,100,theta_cos,-0.03422636267214848,-0.05776776678243139,400360
case_101,101,fluence_rate,0.14821437367844342,-0.2014576449369666,400360
case_101,101,temperature,-0.01641182272736794,-0.1884048092408341,400360
case_101,101,weight_loss_rate,-0.1359995389228473,-0.4002194906809279,400360
case_101,101,rho,-0.017677707169459583,0.1635400961507799,400360
case_101,101,theta,0.041395247642092486,0.06294981534852132,400360
case_101,101,z,0.21450874958037477,0.16577539022382629,400360
case_101,101,theta_sin,0.041395246908894526,0.06297161104490831,400360
case_101,101,theta_cos,-0.04139532228542035,-0.058925121508368594,400360
case_102,102,fluence_rate,-0.2703686754026489,-0.5389505717698808,400360
case_102,102,temperature,-0.26780144058423333,-0.4054422008990311,400360
case_102,102,weight_loss_rate,-0.362657563175596,-0.6147787875098086,400360
case_102,102,rho,0.24952511424371407,0.3811129252251988,400360
case_102,102,theta,0.036803634689988124,-0.002895962967644039,400360
case_102,102,z,0.07471939808370455,0.0765677808816613,400360
case_102,102,theta_sin,0.036803634198472115,-0.006307768374477454,400360
case_102,102,theta_cos,-0.03680371795842051,-0.019866908292902257,400360
case_104,104,fluence_rate,0.1272698282215842,-0.22448336785834297,400360
case_104,104,temperature,-0.037820599229982654,-0.2074150575710524,400360
case_104,104,weight_loss_rate,-0.005179861085427449,-0.24571733665053525,400360
case_104,104,rho,0.024082605132265872,0.19248870367469853,400360
case_104,104,theta,0.042749889594592895,0.06268703899630837,400360
case_104,104,z,0.20424783652954626,0.1591216862719382,400360
case_104,104,theta_sin,0.04274989003130544,0.06302644253801008,400360
case_104,104,theta_cos,-0.04274993861529038,-0.05658136396512429,400360
case_105,105,fluence_rate,0.1346309558390889,-0.22708121892626587,400360
case_105,105,temperature,-0.017857345880239274,-0.2384439502833186,400360
case_105,105,weight_loss_rate,-0.030428829444944478,-0.22798705623730242,400360
case_105,105,rho,0.04812445664583116,0.20979248438340425,400360
case_105,105,theta,0.047972138998771625,0.06521743268035726,400360
case_105,105,z,0.24056588069563664,0.18634004027596274,400360
case_105,105,theta_sin,0.04797213849429535,0.06577619788133693,400360
case_105,105,theta_cos,-0.047972193963225294,-0.05740353436217174,400360
case_106,106,fluence_rate,0.04454105017354495,-0.2726097887323751,400360
case_106,106,temperature,0.035164147747056965,-0.024120092617095065,400360
case_106,106,weight_loss_rate,-0.11164075200559564,-0.2519606192897105,400360
case_106,106,rho,0.12071759841043678,0.28897362072459565,400360
case_106,106,theta,0.0251811150340883,0.03863469690660728,400360
case_106,106,z,0.2406435728214106,0.18706060679320863,400360
case_106,106,theta_sin,0.02518111435656128,0.03847262340259556,400360
case_106,106,theta_cos,-0.025181220920237318,-0.03628362037579802,400360
case_107,107,fluence_rate,0.054635746508430234,-0.2663530204973965,400360
case_107,107,temperature,-0.07920435485746391,-0.18427147070762642,400360
case_107,107,weight_loss_rate,-0.12780728101141928,-0.35325441968107263,400360
case_107,107,rho,0.07104871606496899,0.2261826831382906,400360
case_107,107,theta,0.04173448790123284,0.05941520770403869,400360
case_107,107,z,0.16944487982834477,0.1331331850722049,400360
case_107,107,theta_sin,0.041734487864946296,0.06019604691555245,400360
case_107,107,theta_cos,-0.04173448363195904,-0.05060223998238571,400360
case_109,109,fluence_rate,0.17747413118473862,-0.1877980254024667,400360
case_109,109,temperature,0.023374960470231222,-0.1619225989432625,400360
case_109,109,weight_loss_rate,-0.09082613448999736,-0.3145539242832522,400360
case_109,109,rho,-0.014833351251333516,0.16342024995176035,400360
case_109,109,theta,0.023076305599298266,0.054781693935866425,400360
case_109,109,z,0.24511090368032584,0.17932012562188604,400360
case_109,109,theta_sin,0.023076304417809324,0.05416119843500568,400360
case_109,109,theta_cos,-0.02307643966511726,-0.05489078561876516,400360
case_110,110,fluence_rate,0.17030374640323273,-0.19583234978513975,400360
case_110,110,temperature,0.041739196943651614,-0.17292249787175487,400360
case_110,110,weight_loss_rate,-0.09601565444660476,-0.3461176222577996,400360
case_110,110,rho,0.01258036286023881,0.18396496255073858,400360
case_110,110,theta,0.023409648954545358,0.053597579641909865,400360
case_110,110,z,0.2538847331763058,0.1903017345455624,400360
case_110,110,theta_sin,0.0234096492457374,0.053170094044983275,400360
case_110,110,theta_cos,-0.02340977027151517,-0.05234163137847384,400360
case_111,111,fluence_rate,-0.36616777239963855,-0.7528528417169699,400360
case_111,111,temperature,0.13979878037975557,0.41574128983669684,400360
case_111,111,weight_loss_rate,-0.37629855538545165,-0.7477322070965989,400360
case_111,111,rho,0.2451030615517001,0.3578470823963131,400360
case_111,111,theta,0.0427228816030675,-0.04153008260836025,400360
case_111,111,z,0.01826707405529189,0.0464688273290939,400360
case_111,111,theta_sin,0.04272288033878797,-0.04546579234630944,400360
case_111,111,theta_cos,-0.04272299676004981,0.013439571278803785,400360
case_114,114,fluence_rate,0.1409947888269382,-0.22504868337991701,400360
case_114,114,temperature,0.009249488270787764,-0.19404923818080397,400360
case_114,114,weight_loss_rate,-0.029813971102723345,-0.273892402610147,400360
case_114,114,rho,0.04363348827441995,0.21046400744409624,400360
case_114,114,theta,0.03897858270137632,0.05874824088149012,400360
case_114,114,z,0.2445579117631973,0.19100695714134078,400360
case_114,114,theta_sin,0.03897858133620398,0.05928868879375541,400360
case_114,114,theta_cos,-0.03897862432260593,-0.05122107650627554,400360
case_115,115,fluence_rate,0.15550203977967492,-0.19579886818382733,400360
case_115,115,temperature,-0.006835693696929136,-0.1739923438329414,400360
case_115,115,weight_loss_rate,-0.12655779170872866,-0.4192645496951824,400360
case_115,115,rho,-0.025664998989634338,0.15730652669149428,400360
case_115,115,theta,0.05762122830418634,0.07187910859264672,400360
case_115,115,z,0.20855196296717182,0.1616370475095043,400360
case_115,115,theta_sin,0.05762122776005528,0.07230231509395432,400360
case_115,115,theta_cos,-0.05762129906725308,-0.06496543378319564,400360
case_116,116,fluence_rate,0.1206467067113523,-0.22608755467091762,400360
case_116,116,temperature,-0.015854516469567103,-0.1216268276943672,400360
case_116,116,weight_loss_rate,-0.07010591647431494,-0.3986033085172133,400360
case_116,116,rho,0.015285075247789463,0.18531058754497828,400360
case_116,116,theta,0.03624512791529232,0.059898534094912886,400360
case_116,116,z,0.19222298676384758,0.14586491608575194,400360
case_116,116,theta_sin,0.03624512868670953,0.06019674705050287,400360
case_116,116,theta_cos,-0.036245211131320364,-0.05410747304591388,400360
case_117,117,fluence_rate,0.03885980647879029,-0.26047051939117255,400360
case_117,117,temperature,-0.0418714629942169,-0.21194599926243654,400360
case_117,117,weight_loss_rate,-0.07852468748786992,-0.2664374642320288,400360
case_117,117,rho,0.08905860220799877,0.24156653480991172,400360
case_117,117,theta,0.04463578517838503,0.05978345152415864,400360
case_117,117,z,0.1845966315985126,0.14079396702286798,400360
case_117,117,theta_sin,0.044635785442208704,0.05995356147932058,400360
case_117,117,theta_cos,-0.04463583693015401,-0.055215698010799584,400360
case_118,118,fluence_rate,-0.3818271804325549,-0.5885349327202586,400360
case_118,118,temperature,-0.2648844560203079,-0.3958865672487231,400360
case_118,118,weight_loss_rate,-0.38494406984399976,-0.4051151839808301,400360
case_118,118,rho,0.25567528318851396,0.3872672049683013,400360
case_118,118,theta,0.020038745677287095,-0.0037487319437298494,400360
case_118,118,z,-0.005152600991583607,0.022602243177572638,400360
case_118,118,theta_sin,0.020038745720302047,-0.00621184620608763,400360
case_118,118,theta_cos,-0.020038796687357446,-0.012564867411288788,400360
case_119,119,fluence_rate,0.17983706576823127,-0.18898696146275604,400360
case_119,119,temperature,0.052393015608642846,-0.19020897439002082,400360
case_119,119,weight_loss_rate,-0.05087856832390678,-0.38892907330180926,400360
case_119,119,rho,-0.025656599166374448,0.16051437401025395,400360
case_119,119,theta,0.04926800179507826,0.06697438524667494,400360
case_119,119,z,0.23918929168822523,0.1840818754920381,400360
case_119,119,theta_sin,0.04926800045757374,0.06719946163801724,400360
case_119,119,theta_cos,-0.04926812041151298,-0.061399701385614694,400360
case_120,120,fluence_rate,0.14141566132025396,-0.20112815018307761,400360
case_120,120,temperature,-0.013899480584480888,-0.17776548970481873,400360
case_120,120,weight_loss_rate,-0.11994838785103713,-0.39995936698806417,400360
case_120,120,rho,-0.013715331634948754,0.16491835498131802,400360
case_120,120,theta,0.03700472901126829,0.060791812210944304,400360
case_120,120,z,0.20238635272262293,0.15917768714387043,400360
case_120,120,theta_sin,0.037004729737898895,0.06072854243567056,400360
case_120,120,theta_cos,-0.037004799235732626,-0.057355114335594065,400360
case_121,121,fluence_rate,0.22145486714013027,-0.16234765551164743,400360
case_121,121,temperature,0.04902611489206411,-0.31508774658143895,400360
case_121,121,weight_loss_rate,0.014975272857031256,-0.3449679218179934,400360
case_121,121,rho,-0.029925373900191884,0.14570456124895464,400360
case_121,121,theta,0.028995052806067775,0.057611198595862695,400360
case_121,121,z,0.26918125743706234,0.20963487463567637,400360
case_121,121,theta_sin,0.028995052169527052,0.057708558549438405,400360
case_121,121,theta_cos,-0.02899519850741705,-0.05291463360757927,400360
case_122,122,fluence_rate,0.16052832814917734,-0.18055844972652188,400360
case_122,122,temperature,0.006067533868477825,-0.212632487660259,400360
case_122,122,weight_loss_rate,-0.06631400606695373,-0.3679994669465171,400360
case_122,122,rho,0.01252270478588071,0.17199148142746443,400360
case_122,122,theta,0.04050067377639237,0.060357404977565955,400360
case_122,122,z,0.2821773895354836,0.23191435410000974,400360
case_122,122,theta_sin,0.0405006729090318,0.060089067910560706,400360
case_122,122,theta_cos,-0.04050079164211836,-0.058461563613884986,400360
case_124,124,fluence_rate,0.262718341762845,-0.1299973457895631,400360
case_124,124,temperature,0.01898189150660753,-0.3199585617843733,400360
case_124,124,weight_loss_rate,0.07595867436681768,-0.3207239449567337,400360
case_124,124,rho,-0.059404137691447395,0.11993593015720007,400360
case_124,124,theta,0.04011530659163631,0.06708869259102355,400360
case_124,124,z,0.3052322166659495,0.24028651299829232,400360
case_124,124,theta_sin,0.04011530791765803,0.06685649215721726,400360
case_124,124,theta_cos,-0.040115473118290106,-0.06432894819908322,400360
case_125,125,fluence_rate,0.20739854241966912,-0.16301588809069334,400360
case_125,125,temperature,0.03952005207983457,-0.33290971142401415,400360
case_125,125,weight_loss_rate,0.07656395951946433,-0.31634618216145555,400360
case_125,125,rho,-0.029744396837428338,0.14503491984402106,400360
case_125,125,theta,0.04317102364110213,0.06741328665774045,400360
case_125,125,z,0.2830326331650047,0.21862959949184035,400360
case_125,125,theta_sin,0.04317102338892787,0.0670040326957198,400360
case_125,125,theta_cos,-0.04317115439785222,-0.06595170343291558,400360
case_127,127,fluence_rate,0.22212331101656918,-0.1615179476007487,400360
case_127,127,temperature,0.06820199286399888,-0.2977340261896336,400360
case_127,127,weight_loss_rate,0.002477720940437398,-0.3691476298026421,400360
case_127,127,rho,-0.040436005026976626,0.13918136595491698,400360
case_127,127,theta,0.04604529357842546,0.06698114540379169,400360
case_127,127,z,0.2754336848046356,0.21447839290344398,400360
case_127,127,theta_sin,0.0460452942611612,0.06712879369197285,400360
case_127,127,theta_cos,-0.046045447080868086,-0.06186069036361966,400360
case_128,128,fluence_rate,0.17363731137320204,-0.1827442228154628,400360
case_128,128,temperature,0.0673913998147144,-0.18649111725464035,400360
case_128,128,weight_loss_rate,-0.08959804942373842,-0.37798323438559156,400360
case_128,128,rho,0.015448315444765099,0.17540832277543458,400360
case_128,128,theta,0.04819835781122554,0.06489056549755332,400360
case_128,128,z,0.2770353921209421,0.22701650449077798,400360
case_128,128,theta_sin,0.04819835726579924,0.0648499985439618,400360
case_128,128,theta_cos,-0.048198475988957976,-0.061366730664804706,400360
case_129,129,fluence_rate,0.11476584891026677,-0.188900119891893,400360
case_129,129,temperature,-0.007025635919851118,-0.3512888236719361,400360
case_129,129,weight_loss_rate,-0.1452967554331829,-0.37588508951281535,400360
case_129,129,rho,-0.010161340161336215,0.17044963677722746,400360
case_129,129,theta,0.038580799668337,0.05318287681638741,400360
case_129,129,z,0.22384030711303396,0.1874107223432935,400360
case_129,129,theta_sin,0.03858079903982281,0.051806884211849306,400360
case_129,129,theta_cos,-0.03858096222707623,-0.059116628235301234,400360
case_130,130,fluence_rate,0.2681295615533175,-0.1343343281017583,400360
case_130,130,temperature,0.042453044872624975,-0.3151703970968624,400360
case_130,130,weight_loss_rate,0.05479801427164646,-0.2913790430248665,400360
case_130,130,rho,-0.058824988985546806,0.11878636935214433,400360
case_130,130,theta,0.056049232216353016,0.07698256929680325,400360
case_130,130,z,0.31629165278812854,0.24663124803056355,400360
case_130,130,theta_sin,0.05604923274378641,0.0766879728890797,400360
case_130,130,theta_cos,-0.05604943493519666,-0.07466723037077673,400360
case_133,133,fluence_rate,0.23360613748113052,-0.15183914583848798,400360
case_133,133,temperature,0.02082678693938108,-0.3391926508120423,400360
case_133,133,weight_loss_rate,-0.004078146842034602,-0.3467279809290148,400360
case_133,133,rho,-0.04983748270595236,0.13166954353579283,400360
case_133,133,theta,0.03381528562507521,0.060753023483971214,400360
case_133,133,z,0.2755348209991653,0.2174510202498752,400360
case_133,133,theta_sin,0.033815286548790395,0.060480796427349895,400360
case_133,133,theta_cos,-0.033815396242891226,-0.058558772811326695,400360
case_136,136,fluence_rate,0.19711910371357547,-0.1595198344471594,400360
case_136,136,temperature,0.06874168797579404,-0.2627786832165247,400360
case_136,136,weight_loss_rate,0.06001025440058207,-0.324099899461143,400360
case_136,136,rho,0.001738247703770624,0.16215531506987915,400360
case_136,136,theta,0.03585634802237269,0.06068637594421889,400360
case_136,136,z,0.31413226598661886,0.2501604979650378,400360
case_136,136,theta_sin,0.0358563469637024,0.060450337637982784,400360
case_136,136,theta_cos,-0.035856503280814175,-0.05827138994714923,400360
case_137,137,fluence_rate,0.15706991674690288,-0.1803305338686747,400360
case_137,137,temperature,0.05783537749641993,-0.13560975257923222,400360
case_137,137,weight_loss_rate,-0.02880436600800176,-0.36972748573102715,400360
case_137,137,rho,0.01506827837107129,0.1729253475288229,400360
case_137,137,theta,0.05352230005682549,0.06773124304301373,400360
case_137,137,z,0.28969409403208113,0.23528735644567975,400360
case_137,137,theta_sin,0.053522300110846084,0.06768522512421131,400360
case_137,137,theta_cos,-0.05352244555621296,-0.06429793762136161,400360
case_139,139,fluence_rate,0.2605771594060901,-0.132860242862672,400360
case_139,139,temperature,0.015704370626764875,-0.3241299685675403,400360
case_139,139,weight_loss_rate,0.037167805689444854,-0.32457417078672285,400360
case_139,139,rho,-0.061665208914405675,0.12017309351311323,400360
case_139,139,theta,0.03589749076531047,0.06378204429835208,400360
case_139,139,z,0.2990266947235346,0.23785911284534034,400360
case_139,139,theta_sin,0.035897490088460896,0.06345522509528276,400360
case_139,139,theta_cos,-0.035897636447149106,-0.06180771372243937,400360
case_141,141,fluence_rate,0.13239563002316454,-0.20471499482059272,400360
case_141,141,temperature,-0.015786593799327526,-0.35643473714451407,400360
case_141,141,weight_loss_rate,-0.010853893680056377,-0.2658021492668798,400360
case_141,141,rho,0.028720329389085784,0.20042501167579782,400360
case_141,141,theta,0.03532131464276953,0.05428789289971073,400360
case_141,141,z,0.2472219625727234,0.19622645283800658,400360
case_141,141,theta_sin,0.03532131420771614,0.05377007778303175,400360
case_141,141,theta_cos,-0.035321451969377415,-0.05403585066202581,400360
case_142,142,fluence_rate,0.17938830683683862,-0.1652573041511127,400360
case_142,142,temperature,-0.032962651023190064,-0.3534736126968104,400360
case_142,142,weight_loss_rate,-0.07270004215880975,-0.3049777473774223,400360
case_142,142,rho,-0.01334169622348459,0.16054285276996075,400360
case_142,142,theta,0.025003849245777993,0.05429167364464745,400360
case_142,142,z,0.27104711605041176,0.21223347350883714,400360
case_142,142,theta_sin,0.025003846585850382,0.05346426752986232,400360
case_142,142,theta_cos,-0.025003983677877224,-0.05585019048137894,400360
case_143,143,fluence_rate,0.14893642370295374,-0.1851105868955064,400360
case_143,143,temperature,-0.026376365817929754,-0.2576335889675698,400360
case_143,143,weight_loss_rate,-0.023561648387129697,-0.35732964389816785,400360
case_143,143,rho,0.011240996305195379,0.17500571441956533,400360
case_143,143,theta,0.036646150046074646,0.059847057925105404,400360
case_143,143,z,0.26899537415618174,0.21871738545371006,400360
case_143,143,theta_sin,0.036646149054703314,0.059521483402931,400360
case_143,143,theta_cos,-0.036646278885897304,-0.05824035596999105,400360
case_144,144,fluence_rate,0.12917379458206468,-0.1993747466521283,400360
case_144,144,temperature,-0.012475459567189515,-0.24443477928955049,400360
case_144,144,weight_loss_rate,-0.09972056267421495,-0.3750171995355342,400360
case_144,144,rho,0.032819167743767856,0.19117444430275662,400360
case_144,144,theta,0.059741058894040855,0.07416476910644736,400360
case_144,144,z,0.24510626757589973,0.1987092687460628,400360
case_144,144,theta_sin,0.0597410611031909,0.07390460906423582,400360
case_144,144,theta_cos,-0.05974119153418801,-0.07219191453868772,400360
case_145,145,fluence_rate,0.047546328885965466,-0.25116370599622323,400360
case_145,145,temperature,-0.10693169746739097,-0.29031795754177875,400360
case_145,145,weight_loss_rate,-0.08447067989207682,-0.2672943647863233,400360
case_145,145,rho,0.11566155189806553,0.24811832776403858,400360
case_145,145,theta,0.044675494109162286,0.05837029318101862,400360
