case_id,variable,provisional_lower,provisional_upper,observed_min,observed_max,n_below,n_above,fraction_outside,action
case_84,weight_loss_rate,0.0,2.0,0.2767559885978699,0.6127709746360779,0,0,0.0,flag_only_no_clipping
case_84,sigma_max_principal,-70.0,35.0,-2.9052000045776367,35.38292694091797,0,3,7.493256069537417e-06,flag_only_pending_stress_sign_and_mesh_review
case_85,fluence_rate,0.0,7.0,2.7728540897369385,5.168155193328857,0,0,0.0,flag_only_no_clipping
case_85,temperature,25.0,600.0,345.6348876953125,446.2618408203125,0,0,0.0,flag_only_no_clipping
case_85,weight_loss_rate,0.0,2.0,0.26963698863983154,0.6448659896850586,0,0,0.0,flag_only_no_clipping
case_85,sigma_max_principal,-70.0,35.0,-3.020724058151245,34.80757522583008,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_86,fluence_rate,0.0,7.0,2.7574141025543213,5.099003791809082,0,0,0.0,flag_only_no_clipping
case_86,temperature,25.0,600.0,344.546875,447.53753662109375,0,0,0.0,flag_only_no_clipping
case_86,weight_loss_rate,0.0,2.0,0.27097800374031067,0.6238049864768982,0,0,0.0,flag_only_no_clipping
case_86,sigma_max_principal,-70.0,35.0,-2.19260311126709,24.116090774536133,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_87,fluence_rate,0.0,7.0,3.0130929946899414,5.235569000244141,0,0,0.0,flag_only_no_clipping
case_87,temperature,25.0,600.0,359.8905029296875,451.6589660644531,0,0,0.0,flag_only_no_clipping
case_87,weight_loss_rate,0.0,2.0,0.2799060046672821,0.6498550176620483,0,0,0.0,flag_only_no_clipping
case_87,sigma_max_principal,-70.0,35.0,-2.640950918197632,34.780033111572266,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_89,fluence_rate,0.0,7.0,2.9161829948425293,5.200041770935059,0,0,0.0,flag_only_no_clipping
case_89,temperature,25.0,600.0,347.28485107421875,445.60986328125,0,0,0.0,flag_only_no_clipping
case_89,weight_loss_rate,0.0,2.0,0.2669050097465515,0.6367200016975403,0,0,0.0,flag_only_no_clipping
case_89,sigma_max_principal,-70.0,35.0,-2.8385729789733887,30.670499801635742,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_91,fluence_rate,0.0,7.0,2.756511926651001,5.184733867645264,0,0,0.0,flag_only_no_clipping
case_91,temperature,25.0,600.0,358.0635070800781,450.83905029296875,0,0,0.0,flag_only_no_clipping
case_91,weight_loss_rate,0.0,2.0,0.26983198523521423,0.5870350003242493,0,0,0.0,flag_only_no_clipping
case_91,sigma_max_principal,-70.0,35.0,-3.085319995880127,35.742393493652344,0,9,2.247976820861225e-05,flag_only_pending_stress_sign_and_mesh_review
case_92,fluence_rate,0.0,7.0,2.754728078842163,5.102495193481445,0,0,0.0,flag_only_no_clipping
case_92,temperature,25.0,600.0,360.4844665527344,453.2403869628906,0,0,0.0,flag_only_no_clipping
case_92,weight_loss_rate,0.0,2.0,0.27605199813842773,0.6008960008621216,0,0,0.0,flag_only_no_clipping
case_92,sigma_max_principal,-70.0,35.0,-2.5641729831695557,26.93845558166504,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_93,fluence_rate,0.0,7.0,2.7503089904785156,5.145325183868408,0,0,0.0,flag_only_no_clipping
case_93,temperature,25.0,600.0,346.4540100097656,447.33795166015625,0,0,0.0,flag_only_no_clipping
case_93,weight_loss_rate,0.0,2.0,0.3059450089931488,0.6423789858818054,0,0,0.0,flag_only_no_clipping
case_93,sigma_max_principal,-70.0,35.0,-2.8405210971832275,30.175100326538086,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_94,fluence_rate,0.0,7.0,2.7503459453582764,5.1153788566589355,0,0,0.0,flag_only_no_clipping
case_94,temperature,25.0,600.0,347.7283630371094,445.9895935058594,0,0,0.0,flag_only_no_clipping
case_94,weight_loss_rate,0.0,2.0,0.2609739899635315,0.6095690131187439,0,0,0.0,flag_only_no_clipping
case_94,sigma_max_principal,-70.0,35.0,-2.174474000930786,24.009641647338867,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_95,fluence_rate,0.0,7.0,3.0122759342193604,5.240910053253174,0,0,0.0,flag_only_no_clipping
case_95,temperature,25.0,600.0,360.6827697753906,452.7615966796875,0,0,0.0,flag_only_no_clipping
case_95,weight_loss_rate,0.0,2.0,0.27584201097488403,0.6097859740257263,0,0,0.0,flag_only_no_clipping
case_95,sigma_max_principal,-70.0,35.0,-2.6850850582122803,34.6576042175293,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_96,fluence_rate,0.0,7.0,2.8694839477539062,5.129690170288086,0,0,0.0,flag_only_no_clipping
case_96,temperature,25.0,600.0,346.8385009765625,446.8908996582031,0,0,0.0,flag_only_no_clipping
case_96,weight_loss_rate,0.0,2.0,0.2711290121078491,0.6369100213050842,0,0,0.0,flag_only_no_clipping
case_96,sigma_max_principal,-70.0,35.0,-2.304802894592285,24.3714542388916,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_97,fluence_rate,0.0,7.0,2.7539379596710205,5.162418842315674,0,0,0.0,flag_only_no_clipping
case_97,temperature,25.0,600.0,349.3227844238281,445.8406066894531,0,0,0.0,flag_only_no_clipping
case_97,weight_loss_rate,0.0,2.0,0.28001898527145386,0.651669979095459,0,0,0.0,flag_only_no_clipping
case_97,sigma_max_principal,-70.0,35.0,-2.972989082336426,35.222373962402344,0,1,2.4977520231791387e-06,flag_only_pending_stress_sign_and_mesh_review
case_98,fluence_rate,0.0,7.0,2.7411820888519287,5.161951065063477,0,0,0.0,flag_only_no_clipping
case_98,temperature,25.0,600.0,354.6826477050781,450.148193359375,0,0,0.0,flag_only_no_clipping
case_98,weight_loss_rate,0.0,2.0,0.27954399585723877,0.6481789946556091,0,0,0.0,flag_only_no_clipping
case_98,sigma_max_principal,-70.0,35.0,-3.1252219676971436,34.968265533447266,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_99,fluence_rate,0.0,7.0,2.7578489780426025,5.07814884185791,0,0,0.0,flag_only_no_clipping
case_99,temperature,25.0,600.0,346.7793273925781,448.0140380859375,0,0,0.0,flag_only_no_clipping
case_99,weight_loss_rate,0.0,2.0,0.28101998567581177,0.6507390141487122,0,0,0.0,flag_only_no_clipping
case_99,sigma_max_principal,-70.0,35.0,-1.9845349788665771,19.247943878173828,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_100,fluence_rate,0.0,7.0,2.7559409141540527,5.170401096343994,0,0,0.0,flag_only_no_clipping
case_100,temperature,25.0,600.0,348.28057861328125,446.47625732421875,0,0,0.0,flag_only_no_clipping
case_100,weight_loss_rate,0.0,2.0,0.282258003950119,0.6013110280036926,0,0,0.0,flag_only_no_clipping
case_100,sigma_max_principal,-70.0,35.0,-2.891516923904419,36.00269317626953,0,7,1.748426416225397e-05,flag_only_pending_stress_sign_and_mesh_review
case_101,fluence_rate,0.0,7.0,2.7897748947143555,5.18405294418335,0,0,0.0,flag_only_no_clipping
case_101,temperature,25.0,600.0,346.62481689453125,447.1670227050781,0,0,0.0,flag_only_no_clipping
case_101,weight_loss_rate,0.0,2.0,0.26598501205444336,0.6276569962501526,0,0,0.0,flag_only_no_clipping
case_101,sigma_max_principal,-70.0,35.0,-2.9374520778656006,37.050594329833984,0,20,4.995504046358277e-05,flag_only_pending_stress_sign_and_mesh_review
case_102,fluence_rate,0.0,7.0,3.016469955444336,5.280505180358887,0,0,0.0,flag_only_no_clipping
case_102,temperature,25.0,600.0,346.8808288574219,447.9696350097656,0,0,0.0,flag_only_no_clipping
case_102,weight_loss_rate,0.0,2.0,0.321042001247406,0.6981080174446106,0,0,0.0,flag_only_no_clipping
case_102,sigma_max_principal,-70.0,35.0,-2.3479599952697754,24.8814754486084,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_104,fluence_rate,0.0,7.0,2.7479889392852783,5.174938201904297,0,0,0.0,flag_only_no_clipping
case_104,temperature,25.0,600.0,347.5183410644531,445.5897216796875,0,0,0.0,flag_only_no_clipping
case_104,weight_loss_rate,0.0,2.0,0.2993220090866089,0.6424210071563721,0,0,0.0,flag_only_no_clipping
case_104,sigma_max_principal,-70.0,35.0,-2.908595085144043,32.318115234375,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_105,fluence_rate,0.0,7.0,2.752490997314453,5.170519828796387,0,0,0.0,flag_only_no_clipping
case_105,temperature,25.0,600.0,346.21435546875,432.1304931640625,0,0,0.0,flag_only_no_clipping
case_105,weight_loss_rate,0.0,2.0,0.3329620063304901,0.660178005695343,0,0,0.0,flag_only_no_clipping
case_105,sigma_max_principal,-70.0,35.0,-2.1863439083099365,24.234914779663086,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_106,fluence_rate,0.0,7.0,2.753706932067871,5.183056831359863,0,0,0.0,flag_only_no_clipping
case_106,temperature,25.0,600.0,342.498779296875,431.7829284667969,0,0,0.0,flag_only_no_clipping
case_106,weight_loss_rate,0.0,2.0,0.3209809958934784,0.6982240080833435,0,0,0.0,flag_only_no_clipping
case_106,sigma_max_principal,-70.0,35.0,-1.4048949480056763,16.977144241333008,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_107,fluence_rate,0.0,7.0,2.7862770557403564,5.184363842010498,0,0,0.0,flag_only_no_clipping
case_107,temperature,25.0,600.0,348.9268798828125,445.5423278808594,0,0,0.0,flag_only_no_clipping
case_107,weight_loss_rate,0.0,2.0,0.2760559916496277,0.6484519839286804,0,0,0.0,flag_only_no_clipping
case_107,sigma_max_principal,-70.0,35.0,-3.0223159790039062,35.135074615478516,0,1,2.4977520231791387e-06,flag_only_pending_stress_sign_and_mesh_review
case_109,fluence_rate,0.0,7.0,2.7496280670166016,5.169534206390381,0,0,0.0,flag_only_no_clipping
case_109,temperature,25.0,600.0,347.2770080566406,445.9100646972656,0,0,0.0,flag_only_no_clipping
case_109,weight_loss_rate,0.0,2.0,0.2948330044746399,0.669169008731842,0,0,0.0,flag_only_no_clipping
case_109,sigma_max_principal,-70.0,35.0,-2.6618270874023438,33.0452880859375,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_110,fluence_rate,0.0,7.0,2.759068012237549,5.169716835021973,0,0,0.0,flag_only_no_clipping
case_110,temperature,25.0,600.0,345.9427490234375,432.0908203125,0,0,0.0,flag_only_no_clipping
case_110,weight_loss_rate,0.0,2.0,0.29183900356292725,0.6638489961624146,0,0,0.0,flag_only_no_clipping
case_110,sigma_max_principal,-70.0,35.0,-1.9124549627304077,24.01297378540039,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_111,fluence_rate,0.0,7.0,3.129601001739502,5.349579811096191,0,0,0.0,flag_only_no_clipping
case_111,temperature,25.0,600.0,344.76409912109375,432.0520935058594,0,0,0.0,flag_only_no_clipping
case_111,weight_loss_rate,0.0,2.0,0.3190009891986847,0.6955599784851074,0,0,0.0,flag_only_no_clipping
case_111,sigma_max_principal,-70.0,35.0,-1.312034010887146,22.531204223632812,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_114,fluence_rate,0.0,7.0,2.7450029850006104,5.167614936828613,0,0,0.0,flag_only_no_clipping
case_114,temperature,25.0,600.0,344.1827087402344,432.0,0,0,0.0,flag_only_no_clipping
case_114,weight_loss_rate,0.0,2.0,0.2672240138053894,0.636713981628418,0,0,0.0,flag_only_no_clipping
case_114,sigma_max_principal,-70.0,35.0,-1.98580002784729,23.000751495361328,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_115,fluence_rate,0.0,7.0,2.7639598846435547,5.1841559410095215,0,0,0.0,flag_only_no_clipping
case_115,temperature,25.0,600.0,344.5267028808594,447.41943359375,0,0,0.0,flag_only_no_clipping
case_115,weight_loss_rate,0.0,2.0,0.2740330100059509,0.6605409979820251,0,0,0.0,flag_only_no_clipping
case_115,sigma_max_principal,-70.0,35.0,-2.917072057723999,35.972679138183594,0,10,2.4977520231791387e-05,flag_only_pending_stress_sign_and_mesh_review
case_116,fluence_rate,0.0,7.0,2.759937047958374,5.1751580238342285,0,0,0.0,flag_only_no_clipping
case_116,temperature,25.0,600.0,348.0362548828125,445.7576904296875,0,0,0.0,flag_only_no_clipping
case_116,weight_loss_rate,0.0,2.0,0.2776859998703003,0.5902569890022278,0,0,0.0,flag_only_no_clipping
case_116,sigma_max_principal,-70.0,35.0,-2.7744619846343994,35.28178024291992,0,2,4.9955040463582775e-06,flag_only_pending_stress_sign_and_mesh_review
case_117,fluence_rate,0.0,7.0,2.8733720779418945,5.189231872558594,0,0,0.0,flag_only_no_clipping
case_117,temperature,25.0,600.0,346.45794677734375,443.732666015625,0,0,0.0,flag_only_no_clipping
case_117,weight_loss_rate,0.0,2.0,0.3276289999485016,0.6546739935874939,0,0,0.0,flag_only_no_clipping
case_117,sigma_max_principal,-70.0,35.0,-2.834731101989746,30.055034637451172,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_118,fluence_rate,0.0,7.0,3.1220340728759766,5.343743801116943,0,0,0.0,flag_only_no_clipping
case_118,temperature,25.0,600.0,346.4919738769531,446.8065490722656,0,0,0.0,flag_only_no_clipping
case_118,weight_loss_rate,0.0,2.0,0.2742840051651001,0.6117569804191589,0,0,0.0,flag_only_no_clipping
case_118,sigma_max_principal,-70.0,35.0,-2.4210479259490967,27.368141174316406,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_119,fluence_rate,0.0,7.0,2.7748401165008545,5.177862167358398,0,0,0.0,flag_only_no_clipping
case_119,temperature,25.0,600.0,346.3008117675781,432.18048095703125,0,0,0.0,flag_only_no_clipping
case_119,weight_loss_rate,0.0,2.0,0.2622630000114441,0.6537269949913025,0,0,0.0,flag_only_no_clipping
case_119,sigma_max_principal,-70.0,35.0,-2.2117021083831787,27.997272491455078,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_120,fluence_rate,0.0,7.0,2.765434980392456,5.184878826141357,0,0,0.0,flag_only_no_clipping
case_120,temperature,25.0,600.0,345.4892883300781,447.7648010253906,0,0,0.0,flag_only_no_clipping
case_120,weight_loss_rate,0.0,2.0,0.2680110037326813,0.6233170032501221,0,0,0.0,flag_only_no_clipping
case_120,sigma_max_principal,-70.0,35.0,-2.920854091644287,36.66416549682617,0,14,3.496852832450794e-05,flag_only_pending_stress_sign_and_mesh_review
case_121,fluence_rate,0.0,7.0,2.744326114654541,5.162074089050293,0,0,0.0,flag_only_no_clipping
case_121,temperature,25.0,600.0,349.80499267578125,427.14825439453125,0,0,0.0,flag_only_no_clipping
case_121,weight_loss_rate,0.0,2.0,0.2658120095729828,0.6414560079574585,0,0,0.0,flag_only_no_clipping
case_121,sigma_max_principal,-70.0,35.0,-2.327378034591675,27.960119247436523,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_122,fluence_rate,0.0,7.0,2.7547309398651123,5.176336765289307,0,0,0.0,flag_only_no_clipping
case_122,temperature,25.0,600.0,346.1600341796875,424.1872253417969,0,0,0.0,flag_only_no_clipping
case_122,weight_loss_rate,0.0,2.0,0.2688780128955841,0.6248090267181396,0,0,0.0,flag_only_no_clipping
case_122,sigma_max_principal,-70.0,35.0,-1.684880018234253,22.65458106994629,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_124,fluence_rate,0.0,7.0,2.7579870223999023,5.171050071716309,0,0,0.0,flag_only_no_clipping
case_124,temperature,25.0,600.0,345.52008056640625,434.2921142578125,0,0,0.0,flag_only_no_clipping
case_124,weight_loss_rate,0.0,2.0,0.268775999546051,0.6502779722213745,0,0,0.0,flag_only_no_clipping
case_124,sigma_max_principal,-70.0,35.0,-2.253561019897461,28.74965476989746,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_125,fluence_rate,0.0,7.0,2.781601905822754,5.179422855377197,0,0,0.0,flag_only_no_clipping
case_125,temperature,25.0,600.0,348.6732482910156,425.92822265625,0,0,0.0,flag_only_no_clipping
case_125,weight_loss_rate,0.0,2.0,0.27139800786972046,0.6256020069122314,0,0,0.0,flag_only_no_clipping
case_125,sigma_max_principal,-70.0,35.0,-2.4008939266204834,25.916418075561523,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_127,fluence_rate,0.0,7.0,2.7462010383605957,5.169120788574219,0,0,0.0,flag_only_no_clipping
case_127,temperature,25.0,600.0,349.15350341796875,426.2865905761719,0,0,0.0,flag_only_no_clipping
case_127,weight_loss_rate,0.0,2.0,0.2701460123062134,0.6617109775543213,0,0,0.0,flag_only_no_clipping
case_127,sigma_max_principal,-70.0,35.0,-2.2888400554656982,28.440195083618164,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_128,fluence_rate,0.0,7.0,2.7642290592193604,5.1709442138671875,0,0,0.0,flag_only_no_clipping
case_128,temperature,25.0,600.0,347.12542724609375,420.6131896972656,0,0,0.0,flag_only_no_clipping
case_128,weight_loss_rate,0.0,2.0,0.2636309862136841,0.6378710269927979,0,0,0.0,flag_only_no_clipping
case_128,sigma_max_principal,-70.0,35.0,-1.635733962059021,21.58715057373047,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_129,fluence_rate,0.0,7.0,2.9591128826141357,5.187760829925537,0,0,0.0,flag_only_no_clipping
case_129,temperature,25.0,600.0,350.1680603027344,440.14501953125,0,0,0.0,flag_only_no_clipping
case_129,weight_loss_rate,0.0,2.0,0.2637690007686615,0.6391479969024658,0,0,0.0,flag_only_no_clipping
case_129,sigma_max_principal,-70.0,35.0,-2.2247369289398193,27.233789443969727,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_130,fluence_rate,0.0,7.0,2.760498046875,5.166117191314697,0,0,0.0,flag_only_no_clipping
case_130,temperature,25.0,600.0,345.1440124511719,431.9494323730469,0,0,0.0,flag_only_no_clipping
case_130,weight_loss_rate,0.0,2.0,0.25822898745536804,0.6167100071907043,0,0,0.0,flag_only_no_clipping
case_130,sigma_max_principal,-70.0,35.0,-1.9482530355453491,25.519859313964844,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_133,fluence_rate,0.0,7.0,2.7602128982543945,5.17316198348999,0,0,0.0,flag_only_no_clipping
case_133,temperature,25.0,600.0,348.65960693359375,426.3818054199219,0,0,0.0,flag_only_no_clipping
case_133,weight_loss_rate,0.0,2.0,0.27012899518013,0.6076909899711609,0,0,0.0,flag_only_no_clipping
case_133,sigma_max_principal,-70.0,35.0,-2.457519054412842,28.935829162597656,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_136,fluence_rate,0.0,7.0,2.764683961868286,5.1656107902526855,0,0,0.0,flag_only_no_clipping
case_136,temperature,25.0,600.0,345.714111328125,430.85406494140625,0,0,0.0,flag_only_no_clipping
case_136,weight_loss_rate,0.0,2.0,0.2668150067329407,0.6381769776344299,0,0,0.0,flag_only_no_clipping
case_136,sigma_max_principal,-70.0,35.0,-1.6937479972839355,21.323503494262695,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_137,fluence_rate,0.0,7.0,2.7612709999084473,5.176693916320801,0,0,0.0,flag_only_no_clipping
case_137,temperature,25.0,600.0,346.4603576660156,421.553955078125,0,0,0.0,flag_only_no_clipping
case_137,weight_loss_rate,0.0,2.0,0.26260900497436523,0.6515070199966431,0,0,0.0,flag_only_no_clipping
case_137,sigma_max_principal,-70.0,35.0,-1.6029510498046875,21.634017944335938,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_139,fluence_rate,0.0,7.0,2.763916015625,5.172056198120117,0,0,0.0,flag_only_no_clipping
case_139,temperature,25.0,600.0,345.22979736328125,434.38592529296875,0,0,0.0,flag_only_no_clipping
case_139,weight_loss_rate,0.0,2.0,0.27219700813293457,0.6032469868659973,0,0,0.0,flag_only_no_clipping
case_139,sigma_max_principal,-70.0,35.0,-2.2172250747680664,29.612136840820312,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_141,fluence_rate,0.0,7.0,2.779552936553955,5.185212135314941,0,0,0.0,flag_only_no_clipping
case_141,temperature,25.0,600.0,349.7679443359375,423.85052490234375,0,0,0.0,flag_only_no_clipping
case_141,weight_loss_rate,0.0,2.0,0.3089810013771057,0.6827409863471985,0,0,0.0,flag_only_no_clipping
case_141,sigma_max_principal,-70.0,35.0,-2.158241033554077,25.202781677246094,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_142,fluence_rate,0.0,7.0,2.7613320350646973,5.1849470138549805,0,0,0.0,flag_only_no_clipping
case_142,temperature,25.0,600.0,347.1545104980469,431.23193359375,0,0,0.0,flag_only_no_clipping
case_142,weight_loss_rate,0.0,2.0,0.2948780059814453,0.6698349714279175,0,0,0.0,flag_only_no_clipping
case_142,sigma_max_principal,-70.0,35.0,-2.3407270908355713,27.647048950195312,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_143,fluence_rate,0.0,7.0,2.773591995239258,5.185092926025391,0,0,0.0,flag_only_no_clipping
case_143,temperature,25.0,600.0,351.62640380859375,436.7527770996094,0,0,0.0,flag_only_no_clipping
case_143,weight_loss_rate,0.0,2.0,0.27545198798179626,0.5928419828414917,0,0,0.0,flag_only_no_clipping
case_143,sigma_max_principal,-70.0,35.0,-2.275130033493042,29.560705184936523,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_144,fluence_rate,0.0,7.0,2.765842914581299,5.183334827423096,0,0,0.0,flag_only_no_clipping
case_144,temperature,25.0,600.0,355.9908752441406,444.87774658203125,0,0,0.0,flag_only_no_clipping
case_144,weight_loss_rate,0.0,2.0,0.2669050097465515,0.6234440207481384,0,0,0.0,flag_only_no_clipping
case_144,sigma_max_principal,-70.0,35.0,-2.977781057357788,31.827865600585938,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_145,fluence_rate,0.0,7.0,2.8131940364837646,5.175394058227539,0,0,0.0,flag_only_no_clipping
case_145,temperature,25.0,600.0,362.3769836425781,439.10748291015625,0,0,0.0,flag_only_no_clipping
case_145,weight_loss_rate,0.0,2.0,0.31803199648857117,0.6477540135383606,0,0,0.0,flag_only_no_clipping
case_145,sigma_max_principal,-70.0,35.0,-2.7717928886413574,25.100421905517578,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_146,fluence_rate,0.0,7.0,2.7843780517578125,5.185750961303711,0,0,0.0,flag_only_no_clipping
case_146,temperature,25.0,600.0,347.340087890625,434.55621337890625,0,0,0.0,flag_only_no_clipping
case_146,weight_loss_rate,0.0,2.0,0.2741929888725281,0.6578239798545837,0,0,0.0,flag_only_no_clipping
case_146,sigma_max_principal,-70.0,35.0,-2.1589620113372803,28.361948013305664,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_147,fluence_rate,0.0,7.0,2.7616450786590576,5.183708190917969,0,0,0.0,flag_only_no_clipping
case_147,temperature,25.0,600.0,345.5254821777344,435.6745910644531,0,0,0.0,flag_only_no_clipping
case_147,weight_loss_rate,0.0,2.0,0.27439799904823303,0.6430090069770813,0,0,0.0,flag_only_no_clipping
case_147,sigma_max_principal,-70.0,35.0,-2.394305944442749,29.499116897583008,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_148,fluence_rate,0.0,7.0,2.760435104370117,5.176758766174316,0,0,0.0,flag_only_no_clipping
case_148,temperature,25.0,600.0,350.4684143066406,435.4612731933594,0,0,0.0,flag_only_no_clipping
case_148,weight_loss_rate,0.0,2.0,0.2985210120677948,0.6718080043792725,0,0,0.0,flag_only_no_clipping
case_148,sigma_max_principal,-70.0,35.0,-1.992406964302063,26.239187240600586,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_150,fluence_rate,0.0,7.0,2.9925498962402344,5.202147960662842,0,0,0.0,flag_only_no_clipping
case_150,temperature,25.0,600.0,346.9215087890625,435.9619445800781,0,0,0.0,flag_only_no_clipping
case_150,weight_loss_rate,0.0,2.0,0.26775699853897095,0.6320250034332275,0,0,0.0,flag_only_no_clipping
case_150,sigma_max_principal,-70.0,35.0,-1.9966709613800049,22.92385482788086,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_151,fluence_rate,0.0,7.0,2.7847070693969727,5.1859049797058105,0,0,0.0,flag_only_no_clipping
case_151,temperature,25.0,600.0,346.7306213378906,425.0028381347656,0,0,0.0,flag_only_no_clipping
case_151,weight_loss_rate,0.0,2.0,0.3312390148639679,0.6606630086898804,0,0,0.0,flag_only_no_clipping
case_151,sigma_max_principal,-70.0,35.0,-2.086034059524536,23.825817108154297,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_153,fluence_rate,0.0,7.0,2.759582042694092,5.183856010437012,0,0,0.0,flag_only_no_clipping
case_153,temperature,25.0,600.0,347.8738708496094,439.92059326171875,0,0,0.0,flag_only_no_clipping
case_153,weight_loss_rate,0.0,2.0,0.30171799659729004,0.675836980342865,0,0,0.0,flag_only_no_clipping
case_153,sigma_max_principal,-70.0,35.0,-2.2045929431915283,28.401994705200195,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_154,fluence_rate,0.0,7.0,2.924967050552368,5.202342987060547,0,0,0.0,flag_only_no_clipping
case_154,temperature,25.0,600.0,346.0174560546875,432.2469177246094,0,0,0.0,flag_only_no_clipping
case_154,weight_loss_rate,0.0,2.0,0.2833769917488098,0.6626309752464294,0,0,0.0,flag_only_no_clipping
case_154,sigma_max_principal,-70.0,35.0,-1.8425129652023315,24.134431838989258,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_155,fluence_rate,0.0,7.0,2.756092071533203,5.18429708480835,0,0,0.0,flag_only_no_clipping
case_155,temperature,25.0,600.0,352.7840576171875,435.5348205566406,0,0,0.0,flag_only_no_clipping
case_155,weight_loss_rate,0.0,2.0,0.295989990234375,0.6437990069389343,0,0,0.0,flag_only_no_clipping
case_155,sigma_max_principal,-70.0,35.0,-2.858445882797241,28.122840881347656,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_156,fluence_rate,0.0,7.0,2.755202054977417,5.1631388664245605,0,0,0.0,flag_only_no_clipping
case_156,temperature,25.0,600.0,345.43939208984375,436.90972900390625,0,0,0.0,flag_only_no_clipping
case_156,weight_loss_rate,0.0,2.0,0.2730169892311096,0.6353330016136169,0,0,0.0,flag_only_no_clipping
case_156,sigma_max_principal,-70.0,35.0,-2.176395893096924,28.11277961730957,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_157,fluence_rate,0.0,7.0,2.7654099464416504,5.172436237335205,0,0,0.0,flag_only_no_clipping
case_157,temperature,25.0,600.0,357.895263671875,435.3681640625,0,0,0.0,flag_only_no_clipping
case_157,weight_loss_rate,0.0,2.0,0.26218000054359436,0.6416199803352356,0,0,0.0,flag_only_no_clipping
case_157,sigma_max_principal,-70.0,35.0,-2.0689799785614014,26.843324661254883,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_158,fluence_rate,0.0,7.0,2.7656869888305664,5.172513961791992,0,0,0.0,flag_only_no_clipping
case_158,temperature,25.0,600.0,356.484375,445.4739685058594,0,0,0.0,flag_only_no_clipping
case_158,weight_loss_rate,0.0,2.0,0.33371299505233765,0.6623899936676025,0,0,0.0,flag_only_no_clipping
case_158,sigma_max_principal,-70.0,35.0,-2.730350971221924,33.08441925048828,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
case_159,fluence_rate,0.0,7.0,2.760845899581909,5.168479919433594,0,0,0.0,flag_only_no_clipping
case_159,temperature,25.0,600.0,346.31427001953125,436.009033203125,0,0,0.0,flag_only_no_clipping
case_159,weight_loss_rate,0.0,2.0,0.29915300011634827,0.6732980012893677,0,0,0.0,flag_only_no_clipping
case_159,sigma_max_principal,-70.0,35.0,-2.0104219913482666,27.970979690551758,0,0,0.0,flag_only_pending_stress_sign_and_mesh_review
