case_id,case_number,n_elements,stress_mean,stress_std,stress_p95,stress_p99,stress_max,negative_stress_fraction,fluence_rate_mean,fluence_rate_std,fluence_rate_min,fluence_rate_p95,fluence_rate_max,temperature_mean,temperature_std,temperature_min,temperature_p95,temperature_max,weight_loss_rate_mean,weight_loss_rate_std,weight_loss_rate_min,weight_loss_rate_p95,weight_loss_rate_max,rho_mean,rho_std,rho_min,rho_p95,rho_max,theta_mean,theta_std,theta_min,theta_p95,theta_max,z_mean,z_std,z_min,z_p95,z_max,theta_sin_mean,theta_sin_std,theta_sin_min,theta_sin_p95,theta_sin_max,theta_cos_mean,theta_cos_std,theta_cos_min,theta_cos_p95,theta_cos_max
case_49,49,400360,5.852952480316162,3.2159366607666016,10.265372943878171,16.352748069763166,34.92753982543945,0.0547057648116695,3.473597764968872,0.39600372314453125,2.7748780250549316,4.401814937591553,5.168129920959473,385.604248046875,19.03375816345215,345.2145690917969,425.49005126953125,447.58148193359375,0.34565481543540955,0.06037374213337898,0.25788798928260803,0.4862389862537384,0.6389219760894775,187.43167114257812,17.372636795043945,130.13658142089844,212.4241729736328,223.05096435546875,0.34417039155960083,0.14121247828006744,0.007522097788751125,0.558716544508934,0.7734876871109009,443.5073547363281,256.9881896972656,1.784690022468567,842.7159484863281,885.6151733398438,0.3339993357658386,0.13131952285766602,0.0075220270082354546,0.5300983846187591,0.6986348628997803,0.9320362210273743,0.050081655383110046,0.7154784202575684,0.9923008710145951,0.9999716877937317
case_51,51,400360,3.49507474899292,1.8941562175750732,6.196873641014097,9.536471252441398,19.359146118164062,0.04992256968728145,3.5304033756256104,0.2575376629829407,2.8616979122161865,4.083449840545654,5.11480712890625,385.83099365234375,19.016483306884766,345.8239440917969,427.0550231933594,447.30572509765625,0.32779380679130554,0.026686133816838264,0.2689479887485504,0.3821699917316437,0.6333159804344177,187.1350555419922,17.37166404724121,130.00955200195312,212.12214202880858,222.51092529296875,0.3443118631839752,0.14127913117408752,0.007523982785642147,0.5590657830238341,0.7734928727149963,442.59814453125,256.7506103515625,1.7464580535888672,841.4006378173829,883.8704223632812,0.33412835001945496,0.13137759268283844,0.007523912005126476,0.5303944379091262,0.6986385583877563,0.9319800734519958,0.05011475458741188,0.7154747843742371,0.9922998547554016,0.9999716877937317
case_52,52,400360,5.676126003265381,3.039571762084961,9.567922735214232,15.024835319519037,33.935302734375,0.05437356379258667,3.4609897136688232,0.40153345465660095,2.7495241165161133,4.405360221862793,5.18390417098999,389.74835205078125,18.55299186706543,347.5853271484375,428.3780517578125,447.37152099609375,0.41703206300735474,0.049725983291864395,0.33340299129486084,0.5167099833488464,0.6626970171928406,187.44468688964844,17.36050033569336,130.1385955810547,212.42041091918944,223.13429260253906,0.3440973162651062,0.14115703105926514,0.00752053689211607,0.5585104197263717,0.7734838724136353,443.4521789550781,256.9689636230469,1.764827013015747,842.6494750976562,885.5230102539062,0.33393368124961853,0.13126984238624573,0.007520466111600399,0.529923540353775,0.6986321210861206,0.9320679903030396,0.05005788430571556,0.7154810428619385,0.9922996163368225,0.9999717473983765
case_54,54,400360,5.355597496032715,2.9192395210266113,9.406452131271362,14.854768409728997,33.38887405395508,0.05427365371165951,3.480163097381592,0.39639097452163696,2.7776269912719727,4.408173084259033,5.185591220855713,388.8660583496094,18.785316467285156,347.909912109375,428.88818359375,446.5751647949219,0.47517770528793335,0.045037008821964264,0.2987860143184662,0.5484179854393005,0.6655380129814148,187.43223571777344,17.35575294494629,130.09503173828125,212.3929473876953,223.1354217529297,0.3440913259983063,0.14114953577518463,0.007523336913436651,0.5584626108407974,0.7734813690185547,443.5674743652344,256.95989990234375,1.7824569940567017,842.7626342773438,885.7642822265625,0.3339284360408783,0.13126309216022491,0.007523265667259693,0.5298830032348633,0.6986303329467773,0.9320709109306335,0.050054725259542465,0.7154828310012817,0.9922975301742554,0.9999716877937317
case_56,56,400360,4.807046890258789,2.702672243118286,9.012357282638549,12.885962295532151,27.991840362548828,0.05306973723648716,3.9566686153411865,0.28222811222076416,2.9921300411224365,4.530732154846191,5.185006141662598,391.56829833984375,18.250450134277344,349.5623779296875,431.0653076171875,444.0361022949219,0.36206912994384766,0.05526881664991379,0.28028398752212524,0.49842599034309387,0.6343129873275757,187.54591369628906,17.372472763061523,130.1804962158203,212.5223075866699,223.1905059814453,0.34408172965049744,0.14111478626728058,0.007526218891143799,0.558140245079994,0.7734768986701965,443.56475830078125,257.0608215332031,1.743064045906067,842.9040557861329,885.7020874023438,0.33392104506492615,0.13123051822185516,0.007526147644966841,0.5296096026897429,0.6986271142959595,0.9320787787437439,0.05004359036684036,0.7154859304428101,0.9922946721315384,0.9999716877937317
case_57,57,400360,5.400399684906006,2.950251817703247,9.728502988815302,14.611289510726927,32.06071853637695,0.054720751323808575,3.4517061710357666,0.3979073762893677,2.7758259773254395,4.381138801574707,5.178701877593994,420.94549560546875,11.190784454345703,352.4412841796875,442.0559387207031,448.366455078125,0.5291222929954529,0.042807698249816895,0.3062500059604645,0.5933359861373901,0.6822059750556946,187.4607696533203,17.339752197265625,130.04220581054688,212.38802795410155,223.30239868164062,0.3439774215221405,0.14103633165359497,0.007526971399784088,0.5579073995351789,0.7734735608100891,443.5335388183594,256.8701171875,1.7745529413223267,842.6231842041016,885.606689453125,0.33382731676101685,0.1311601996421814,0.00752690015360713,0.5294121116399763,0.6986247301101685,0.9321238994598389,0.05000993236899376,0.7154883146286011,0.9922903776168823,0.9999716877937317
case_58,58,400360,3.828242063522339,2.025580644607544,6.500666666030883,10.108694267272929,20.552814483642578,0.05154111299830153,3.2952799797058105,0.30939656496047974,2.7478349208831787,3.9979400634765625,5.104435920715332,397.2033996582031,16.30899429321289,350.2341613769531,431.0664978027344,448.1765441894531,0.437208890914917,0.02479226142168045,0.32093098759651184,0.48419100046157837,0.6533219814300537,187.052490234375,17.356191635131836,129.94564819335938,212.01610260009764,222.4716033935547,0.344276487827301,0.14125505089759827,0.007522887084633112,0.5589695543050766,0.773492157459259,442.5157470703125,256.6531677246094,1.7513259649276733,841.1712677001954,883.7088012695312,0.33409634232521057,0.13135609030723572,0.007522815838456154,0.5303128957748412,0.6986380815505981,0.9319950938224792,0.05010417848825455,0.7154752612113953,0.9922994375228882,0.9999716877937317
case_59,59,400360,5.287437438964844,2.880093574523926,9.45020728111267,14.667274990081749,32.03961944580078,0.0545259266660006,3.4141135215759277,0.3985752761363983,2.758544921875,4.321518898010254,5.172412872314453,415.2822570800781,11.511637687683105,352.3162841796875,437.5419616699219,448.81634521484375,0.5159759521484375,0.04325646162033081,0.30424201488494873,0.5820009708404541,0.6793839931488037,187.3929443359375,17.340681076049805,130.01724243164062,212.33434982299804,223.30587768554688,0.3440249562263489,0.14106810092926025,0.007526108529418707,0.5580992579460143,0.7734772562980652,443.4242858886719,256.8020935058594,1.7800049781799316,842.4170013427735,885.4385986328125,0.33387017250061035,0.13118843734264374,0.007526037283241749,0.5295748323202133,0.6986273527145386,0.9321039319038391,0.050024211406707764,0.715485692024231,0.992293119430542,0.9999716877937317
case_60,60,400360,5.622468948364258,3.122555732727051,9.96433162689209,15.850470104217512,36.91607666015625,0.0554600859226696,3.585988759994507,0.3671199679374695,2.8215079307556152,4.4092559814453125,5.179694175720215,390.0577392578125,18.760419845581055,346.4717712402344,431.70086669921875,444.1846008300781,0.35761353373527527,0.055800408124923706,0.2681039869785309,0.49342501163482666,0.622859001159668,187.43504333496094,17.368574142456055,130.11463928222656,212.41680984497071,223.1602325439453,0.3441423177719116,0.14117518067359924,0.0075231012888252735,0.5585553497076033,0.7734853625297546,443.5094909667969,256.9559020996094,1.7724850177764893,842.7033905029297,885.6632690429688,0.33397483825683594,0.1312854290008545,0.007523030508309603,0.5299616456031799,0.6986331343650818,0.932050347328186,0.05006738752126694,0.7154800295829773,0.9922987252473832,0.9999716877937317
case_61,61,400360,5.705564975738525,3.0792949199676514,9.68325624465942,15.157886562347406,33.85128402709961,0.05327205515036467,3.501136541366577,0.398209810256958,2.768143892288208,4.439974784851074,5.187943935394287,395.2786865234375,16.925382614135742,351.3229064941406,425.80035400390625,447.0738220214844,0.3529425859451294,0.05032997205853462,0.27817898988723755,0.4788320064544678,0.6242049932479858,187.38294982910156,17.368940353393555,130.11672973632812,212.35650634765625,222.9855194091797,0.34415215253829956,0.14118537306785583,0.007522461470216513,0.5586210042238235,0.7734853029251099,443.25079345703125,256.9210510253906,1.743764042854309,842.3634094238281,885.0772705078125,0.33398348093032837,0.1312946081161499,0.007522390689700842,0.5300173133611679,0.6986331343650818,0.9320459365844727,0.050071679055690765,0.7154800891876221,0.9922991394996643,0.9999716877937317
case_62,62,400360,2.4747231006622314,1.361090064048767,4.507473468780517,6.4952899599075264,14.41285228729248,0.05485812768508343,3.798898220062256,0.3343678414821625,2.91178297996521,4.536083221435547,5.200133800506592,353.52325439453125,11.043818473815918,341.6856384277344,368.2245178222656,431.7369079589844,0.40302774310112,0.04594789445400238,0.31741800904273987,0.4987649917602539,0.661952018737793,187.38719177246094,17.388198852539062,130.1841278076172,212.4084175109863,222.87307739257812,0.34427472949028015,0.14118608832359314,0.007523041684180498,0.558688050508499,0.7734922170639038,442.8110656738281,256.81744384765625,1.74052894115448,841.7539093017579,884.086181640625,0.3340979516506195,0.13129061460494995,0.00752297043800354,0.5300741612911223,0.6986380815505981,0.9320048093795776,0.050084393471479416,0.7154752612113953,0.9922950863838196,0.9999716877937317
case_63,63,400360,3.5899083614349365,2.5268850326538086,8.285945415496824,13.304288787841797,25.949066162109375,0.05018483364971526,4.257575988769531,0.2848091423511505,3.0179500579833984,4.785690784454346,5.2650299072265625,392.8834533691406,17.84315299987793,352.3106994628906,425.2461242675781,448.66607666015625,0.4950523376464844,0.045140091329813004,0.30215901136398315,0.5653340220451355,0.6750959753990173,187.8930206298828,17.390567779541016,130.3507537841797,212.87720413208007,223.6344757080078,0.3439998924732208,0.14101381599903107,0.007530981209129095,0.5574889630079268,0.7734668254852295,444.1675720214844,257.3666687011719,1.717743992805481,844.0098266601562,886.833984375,0.33384931087493896,0.13113796710968018,0.007530909962952137,0.5290570259094238,0.6986199617385864,0.9321196675300598,0.0500057078897953,0.7154929637908936,0.9922806054353714,0.9999716281890869
case_64,64,400360,3.977193593978882,2.161553144454956,6.892904663085936,10.860165023803638,23.340909957885742,0.05452842441802378,3.4654695987701416,0.38983145356178284,2.7621240615844727,4.380486011505127,5.155342102050781,365.7829895019531,12.928702354431152,345.0087890625,395.72686767578125,432.0075378417969,0.3566097617149353,0.055264171212911606,0.2679150104522705,0.4926530122756958,0.6211310029029846,187.297607421875,17.386964797973633,130.0679473876953,212.3176414489746,222.7925567626953,0.34433624148368835,0.1412549763917923,0.007521708495914936,0.5590688019990921,0.7734984755516052,442.8798522949219,256.82080078125,1.7612359523773193,841.80859375,884.2853393554688,0.33415207266807556,0.1313534379005432,0.007521637249737978,0.5303970009088517,0.6986425518989563,0.9319751262664795,0.05011104419827461,0.7154708504676819,0.9922995567321777,0.9999716877937317
case_66,66,400360,3.309709310531616,2.754206895828247,8.640856552124024,14.484742507934437,22.389339447021484,0.05725846737935858,4.957562446594238,0.26925620436668396,3.15863299369812,5.1825032234191895,5.368753910064697,385.6255798339844,19.089977264404297,345.51922607421875,426.73419189453125,447.3264465332031,0.3400048613548279,0.030455902218818665,0.2938989996910095,0.415477991104126,0.623553991317749,188.62254333496094,17.45256996154785,130.91839599609375,213.69227447509766,224.55694580078125,0.34400808811187744,0.1409618854522705,0.00753137469291687,0.5572203129529952,0.7734676003456116,445.4783630371094,258.1000061035156,1.7420580387115479,846.4218811035156,889.3851928710938,0.33385932445526123,0.13108865916728973,0.007531303446739912,0.5288289964199065,0.6986204981803894,0.9321238398551941,0.049990903586149216,0.7154924273490906,0.9922654688358307,0.9999716281890869
case_67,67,400360,5.64584493637085,3.0143563747406006,9.483993959426876,15.007321405410755,33.35513687133789,0.05495554001398741,3.481675148010254,0.40142250061035156,2.763874053955078,4.425694942474365,5.188252925872803,382.6053771972656,19.79265022277832,346.4131164550781,426.1247253417969,446.21044921875,0.4159236252307892,0.049701035022735596,0.33395901322364807,0.5154770016670227,0.6611059904098511,187.46890258789062,17.36492156982422,130.1615753173828,212.45488967895508,223.1669158935547,0.3441152274608612,0.14117218554019928,0.007521720137447119,0.5585760474205017,0.7734839916229248,443.4979248046875,257.01104736328125,1.7666610479354858,842.7600128173829,885.6182250976562,0.3339496850967407,0.13128358125686646,0.007521649356931448,0.5299791723489762,0.6986322402954102,0.9320600628852844,0.05006399378180504,0.7154809832572937,0.992300096154213,0.9999716877937317
case_68,68,400360,4.470923900604248,2.874513864517212,9.673214769363403,14.204864883422841,30.399791717529297,0.05121640523528824,4.425922393798828,0.2735873758792877,3.023252010345459,4.877762794494629,5.289210796356201,392.8239440917969,17.428680419921875,350.3910827636719,425.4644470214844,446.34661865234375,0.36051708459854126,0.055677156895399094,0.27935901284217834,0.48947399854660034,0.6437190175056458,188.06166076660156,17.404685974121094,130.46234130859375,213.07059783935546,223.865478515625,0.34397420287132263,0.14100012183189392,0.007530997507274151,0.5574325442314146,0.7734653353691101,444.4499206542969,257.50103759765625,1.7198139429092407,844.5042755126954,887.3922729492188,0.33382588624954224,0.1311260461807251,0.007530926261097193,0.5290091454982756,0.6986188888549805,0.9321298599243164,0.049998939037323,0.7154940366744995,0.992280438542366,0.9999716281890869
case_69,69,400360,5.590348720550537,3.02245831489563,9.673070669174193,15.407477064132683,32.95534896850586,0.054011389749225695,3.414844036102295,0.3967931568622589,2.773071050643921,4.331756114959717,5.16845703125,382.49993896484375,19.066736221313477,347.4131774902344,424.4466552734375,445.9034423828125,0.3441344201564789,0.04833095148205757,0.26524901390075684,0.448743999004364,0.6285290122032166,187.3998565673828,17.37441635131836,130.1252899169922,212.40742874145508,223.09930419921875,0.34422290325164795,0.14122004806995392,0.0075195892713963985,0.5588092893362046,0.7734923958778381,443.30126953125,256.9317321777344,1.7713780403137207,842.4310455322266,885.23095703125,0.33404791355133057,0.1313246786594391,0.0075195180252194405,0.5301770031452179,0.6986382007598877,0.9320176839828491,0.0500892773270607,0.7154750823974609,0.9923016458749772,0.9999717473983765
case_71,71,400360,4.549803733825684,2.4108498096466064,7.7705615758895865,12.114842939376807,25.56398582458496,0.05502547707063643,3.4243216514587402,0.39776283502578735,2.756632089614868,4.346854209899902,5.169067859649658,391.5738220214844,17.769493103027344,349.7182312011719,425.13677978515625,446.1650695800781,0.609678328037262,0.02587372064590454,0.38948601484298706,0.6314210295677185,0.6905210018157959,187.32107543945312,17.33914566040039,130.02865600585938,212.25613708496093,223.00241088867188,0.34405717253685,0.141114741563797,0.007524388376623392,0.55828517973423,0.7734770178794861,443.28515625,256.85626220703125,1.7601900100708008,842.313851928711,885.2192993164062,0.33389824628829956,0.13123154640197754,0.007524317596107721,0.5297325313091278,0.6986271739006042,0.9320870041847229,0.05004078894853592,0.7154858708381653,0.9922954469919205,0.9999716877937317
case_72,72,400360,2.7397327423095703,1.500059962272644,4.794327330589294,7.4184241771698,16.875072479248047,0.05503796583075232,3.4638895988464355,0.4016619920730591,2.7559409141540527,4.408148765563965,5.184566020965576,352.4326477050781,11.414469718933105,343.302001953125,370.5895690917969,431.9429016113281,0.35942527651786804,0.06280865520238876,0.2801620066165924,0.5082319974899292,0.6614480018615723,187.37759399414062,17.402070999145508,130.1605224609375,212.41384658813473,222.8255615234375,0.34436047077178955,0.14124871790409088,0.0075210100039839745,0.5590734302997589,0.7735018730163574,442.7777404785156,256.81915283203125,1.749150037765503,841.6973266601562,884.0093994140625,0.3341749906539917,0.13134640455245972,0.007520938757807016,0.5304009705781936,0.6986449956893921,0.9319678544998169,0.050112105906009674,0.7154684662818909,0.9922980070114136,0.9999716877937317
case_73,73,400360,3.1237294673919678,2.7103583812713623,8.22641882896423,14.632464952468844,22.04593849182129,0.06035817764012389,4.698200225830078,0.24223679304122925,3.166369915008545,4.967726230621338,5.285124778747559,389.1913757324219,18.797691345214844,347.4646301269531,430.40179443359375,445.7125244140625,0.5048685073852539,0.04092051088809967,0.3035930097103119,0.5674020051956177,0.6693969964981079,188.48904418945312,17.432575225830078,130.77662658691406,213.54178619384766,224.42857360839844,0.34397491812705994,0.1409420669078827,0.007531973533332348,0.5571168303489684,0.7734647989273071,445.379638671875,257.9601135253906,1.7518450021743774,846.1154846191406,889.2061157226562,0.33382925391197205,0.13107115030288696,0.00753190228715539,0.5287412226200103,0.698618471622467,0.9321374893188477,0.049981679767370224,0.7154943943023682,0.9922643363475799,0.9999716281890869
case_74,74,400360,5.210357189178467,2.8177478313446045,9.183551406860351,13.751770725250228,29.059873580932617,0.05310470576481167,3.837376594543457,0.3287328779697418,2.929440975189209,4.5571489334106445,5.204529762268066,390.3270568847656,18.64606475830078,346.4970397949219,431.7774658203125,444.8883056640625,0.35408344864845276,0.034696824848651886,0.29941898584365845,0.4266839921474457,0.6321939826011658,187.5672149658203,17.368648529052734,130.20053100585938,212.53918304443357,223.21835327148438,0.34407272934913635,0.14111146330833435,0.00752567732706666,0.5582100123167036,0.7734768986701965,443.6015319824219,257.07421875,1.7536890506744385,842.9677734375,885.7788696289062,0.33391278982162476,0.13122792541980743,0.007525606546550989,0.5296687573194503,0.6986271142959595,0.9320822358131409,0.05004119500517845,0.7154859304428101,0.9922951459884644,0.9999716877937317
case_75,75,400360,5.66758918762207,3.0642828941345215,9.665987253189082,15.416833810806175,35.16933822631836,0.05570486562094115,3.434945821762085,0.3981591463088989,2.761620044708252,4.355371952056885,5.176420211791992,389.47900390625,18.642627716064453,347.7839660644531,428.79156494140625,446.85931396484375,0.41210752725601196,0.052954405546188354,0.32815098762512207,0.5527989864349365,0.6431869864463806,187.41050720214844,17.3623046875,130.11920166015625,212.39018936157225,223.15098571777344,0.34412816166877747,0.14117512106895447,0.007521098479628563,0.5585702627897262,0.7734858393669128,443.4470520019531,256.9314270019531,1.77457594871521,842.5936340332031,885.5416259765625,0.3339616358280182,0.13128574192523956,0.007521027699112892,0.5299743115901947,0.6986334919929504,0.9320552349090576,0.050066426396369934,0.7154797315597534,0.9923003345727921,0.9999716877937317
case_77,77,400360,4.216345310211182,2.294172525405884,7.30365433692932,11.748572282791129,23.54745101928711,0.05330952143071236,3.3737595081329346,0.3044011890888214,2.7823760509490967,4.057146072387695,5.099134922027588,382.7502746582031,18.993059158325195,347.437255859375,424.6549377441406,445.9133605957031,0.35750851035118103,0.05170143023133278,0.2759450078010559,0.4952700138092041,0.5917149782180786,187.13221740722656,17.374300003051758,129.95835876464844,212.13150863647462,222.58128356933594,0.3443443477153778,0.1412888765335083,0.007520195096731186,0.5590825945138931,0.7734984755516052,442.67938232421875,256.7378845214844,1.7589110136032104,841.4652130126954,883.9899291992188,0.3341582119464874,0.13138535618782043,0.007520123850554228,0.5304087042808533,0.6986425518989563,0.9319677948951721,0.0501214861869812,0.7154708504676819,0.9923018217086792,0.9999717473983765
case_78,78,400360,3.235144853591919,1.774585485458374,5.647890686988831,8.848848810195921,20.279897689819336,0.05521780397642122,3.473510503768921,0.39761635661125183,2.780771017074585,4.394714832305908,5.1860527992248535,362.47393798828125,10.105934143066406,345.6236267089844,375.292724609375,433.44622802734375,0.3519338071346283,0.06264455616474152,0.2701460123062134,0.4985930025577545,0.664002001285553,187.29832458496094,17.391538619995117,130.09275817871094,212.30403747558594,222.81863403320312,0.3443406820297241,0.14124970138072968,0.007521552033722401,0.5590542763471603,0.7734994888305664,442.75970458984375,256.76953125,1.7540509700775146,841.6166381835938,884.0191650390625,0.33415651321411133,0.13134820759296417,0.00752148125320673,0.5303846806287765,0.6986433267593384,0.9319742918014526,0.0501101128757,0.7154701352119446,0.9922985434532166,0.9999716877937317
case_79,79,400360,5.79337739944458,3.150726079940796,10.056427860260005,15.850202865600538,36.246280670166016,0.05414626835847737,3.430354595184326,0.3977881073951721,2.760723114013672,4.354800224304199,5.174858093261719,389.55474853515625,18.490888595581055,347.4461975097656,427.9959411621094,447.71356201171875,0.35951948165893555,0.05570088326931,0.27841299772262573,0.48614999651908875,0.6416640281677246,187.40951538085938,17.368215560913086,130.13059997558594,212.39531478881835,223.0933380126953,0.34415948390960693,0.1412034034729004,0.007519894279539585,0.5586895972490311,0.7734889388084412,443.40386962890625,256.9505920410156,1.76978600025177,842.5689086914062,885.43701171875,0.33398956060409546,0.13131141662597656,0.007519823499023914,0.5300754934549332,0.6986357569694519,0.9320411086082458,0.05007769167423248,0.7154775261878967,0.992301344871521,0.9999717473983765
case_81,81,400360,5.849575996398926,3.222203493118286,10.314814281463619,16.286035861968987,35.2658805847168,0.05505794784693776,3.4711034297943115,0.389234334230423,2.7744131088256836,4.370614051818848,5.167428970336914,427.36248779296875,10.700604438781738,354.2210388183594,443.0621643066406,450.3314514160156,0.3936992585659027,0.05069844052195549,0.28064000606536865,0.49703899025917053,0.6607829928398132,187.4381866455078,17.353586196899414,130.06256103515625,212.391024017334,223.2376251220703,0.3440529406070709,0.1410832554101944,0.0075254919938743114,0.5581719756126402,0.7734795212745667,443.4306640625,256.85968017578125,1.775812029838562,842.4932312011719,885.3456420898438,0.33389565348625183,0.1312016099691391,0.007525421213358641,0.5296365290880202,0.6986289620399475,0.9320927858352661,0.05003177374601364,0.7154841423034668,0.9922932982444763,0.9999716877937317
case_82,82,400360,5.501571178436279,3.0192654132843018,9.606270885467529,15.515425043106074,34.473167419433594,0.05406134478968928,3.4522545337677,0.40086913108825684,2.7534101009368896,4.387165069580078,5.183825969696045,383.1573181152344,18.72331428527832,348.1375732421875,424.2245788574219,445.5933837890625,0.3968290388584137,0.05057268962264061,0.28173500299453735,0.5005000233650208,0.6613919734954834,187.41372680664062,17.368520736694336,130.12020874023438,212.40073776245117,223.11074829101562,0.3441668450832367,0.1412019282579422,0.007522325497120619,0.5587073922157287,0.7734870910644531,443.4932556152344,256.95782470703125,1.7869549989700317,842.6728546142579,885.6134643554688,0.3339965045452118,0.1313096284866333,0.007522254716604948,0.5300906002521515,0.6986344456672668,0.9320387244224548,0.05007832869887352,0.7154788374900818,0.992300271987915,0.9999716877937317
case_83,83,400360,5.771707534790039,3.188786745071411,10.300168991088865,16.17190748214708,37.063751220703125,0.05474323109201718,3.4547364711761475,0.4013635814189911,2.7607169151306152,4.374969005584717,5.1848249435424805,386.7286682128906,18.719057083129883,345.6745300292969,426.0284423828125,447.8851623535156,0.35364311933517456,0.05637161061167717,0.264849990606308,0.48400598764419556,0.6294469833374023,187.42251586914062,17.371877670288086,130.1249542236328,212.4121711730957,223.1378173828125,0.3441742956638336,0.1412104219198227,0.0075219362042844296,0.558727839589119,0.7734887599945068,443.5196228027344,256.9674072265625,1.7836179733276367,842.7166931152344,885.6824951171875,0.33400315046310425,0.13131749629974365,0.007521865423768759,0.5301078885793686,0.6986356377601624,0.9320352077484131,0.05008123442530632,0.7154776453971863,0.992300808429718,0.9999716877937317
case_84,84,400360,5.850004196166992,3.1805853843688965,10.052421236038205,16.077098846435536,35.38292694091797,0.05519282645618943,3.4487290382385254,0.3937629163265228,2.762173891067505,4.3586931228637695,5.165102005004883,390.2251892089844,18.657062530517578,346.0419006347656,431.47515869140625,445.3526306152344,0.360487163066864,0.05263529717922211,0.2767559885978699,0.49932798743247986,0.6127709746360779,187.40415954589844,17.368276596069336,130.12501525878906,212.38762664794922,223.01754760742188,0.34416988492012024,0.14120052754878998,0.007521714549511671,0.5586985647678375,0.7734887599945068,443.3932800292969,256.9530944824219,1.7708810567855835,842.5503570556641,885.3989868164062,0.3339993953704834,0.13130834698677063,0.007521643768996,0.5300831437110901,0.6986356377601624,0.9320380687713623,0.050077784806489944,0.7154776453971863,0.9922999143600464,0.9999716877937317
case_85,85,400360,5.742957592010498,3.1149020195007324,9.90499882698059,15.767036905288688,34.80757522583008,0.054595863722649615,3.4244441986083984,0.39655011892318726,2.7728540897369385,4.3561110496521,5.168155193328857,382.44708251953125,19.90363121032715,345.6348876953125,426.20562744140625,446.2618408203125,0.3595130443572998,0.05622178688645363,0.26963698863983154,0.4842430055141449,0.6448659896850586,187.4155731201172,17.372634887695312,130.12489318847656,212.4171012878418,223.05044555664062,0.3441896438598633,0.14122487604618073,0.007520620711147785,0.5587513297796249,0.7734905481338501,443.39178466796875,256.98406982421875,1.7724699974060059,842.597607421875,885.3900146484375,0.3340167999267578,0.13133060932159424,0.007520549930632114,0.5301278620958328,0.6986368894577026,0.9320278763771057,0.05008705332875252,0.715476393699646,0.9923019409179688,0.9999717473983765
case_86,86,400360,4.475714206695557,2.3981428146362305,7.60098669528961,12.306284666061373,24.116090774536133,0.051616045558996904,3.3035128116607666,0.33712369203567505,2.7574141025543213,4.07803201675415,5.099003791809082,385.3857116699219,19.11328125,344.546875,425.63128662109375,447.53753662109375,0.34299057722091675,0.03529048711061478,0.27097800374031067,0.41624200344085693,0.6238049864768982,187.180419921875,17.376190185546875,129.99514770507812,212.18061141967775,222.5832061767578,0.34432482719421387,0.14130306243896484,0.007521334104239941,0.5590744644403458,0.7734970450401306,442.7850646972656,256.8100891113281,1.7614350318908691,841.6782928466797,884.203125,0.334139347076416,0.13139961659908295,0.00752126332372427,0.5304018288850785,0.6986415386199951,0.931972324848175,0.05012347176671028,0.7154718637466431,0.9923030734062195,0.9999716877937317
case_87,87,400360,5.090262413024902,3.179569721221924,10.772640562057495,15.996327209472646,34.780033111572266,0.056481666500149866,4.078866958618164,0.29923591017723083,3.0130929946899414,4.678973197937012,5.235569000244141,434.91937255859375,10.841824531555176,359.8905029296875,446.29388427734375,451.6589660644531,0.3624218702316284,0.05619867891073227,0.2799060046672821,0.4929479956626892,0.6498550176620483,187.953125,17.385427474975586,130.3194580078125,212.9161865234375,223.81724548339844,0.34393492341041565,0.1409575194120407,0.007530241273343563,0.5573297530412672,0.7734662294387817,444.2538146972656,257.3016357421875,1.7433780431747437,844.0582977294922,886.9234008789062,0.3337913155555725,0.1310870200395584,0.007530170027166605,0.5289219439029692,0.6986194849014282,0.9321486949920654,0.04998287186026573,0.715493381023407,0.992272675037384,0.9999716281890869
case_89,89,400360,5.2668914794921875,2.917120933532715,9.501103210449216,14.831547985076902,30.670499801635742,0.053042261964232194,3.8019614219665527,0.33345893025398254,2.9161829948425293,4.541163921356201,5.200041770935059,383.197509765625,18.62520980834961,347.28485107421875,423.9712829589844,445.60986328125,0.32875511050224304,0.04614991694688797,0.2669050097465515,0.4343090057373047,0.6367200016975403,187.5291290283203,17.37310791015625,130.177978515625,212.52039184570313,223.1981658935547,0.34412243962287903,0.14114920794963837,0.0075245569460093975,0.5584481596946715,0.7734811902046204,443.6047058105469,257.0372619628906,1.7744519710540771,842.9151000976562,885.7988891601562,0.33395740389823914,0.1312614381313324,0.007524485699832439,0.5298707336187363,0.6986302137374878,0.9320606589317322,0.05005819723010063,0.7154829502105713,0.9922968178987503,0.9999716877937317
case_91,91,400360,6.2276692390441895,3.3979716300964355,10.791361618041991,16.847370262145986,35.742393493652344,0.05574482965331202,3.455228328704834,0.40162137150764465,2.756511926651001,4.390332221984863,5.184733867645264,433.0641174316406,10.695987701416016,358.0635070800781,445.1156921386719,450.83905029296875,0.34507569670677185,0.04671299457550049,0.26983198523521423,0.46574899554252625,0.5870350003242493,187.46725463867188,17.358644485473633,130.09487915039062,212.4288360595703,223.28761291503906,0.3440624475479126,0.14108611643314362,0.007524953689426184,0.5582064747810364,0.7734807133674622,443.4233703613281,256.8799743652344,1.7660959959030151,842.5192901611329,885.3223876953125,0.3339044749736786,0.1312040537595749,0.007524882908910513,0.5296657890081405,0.6986298561096191,0.93208909034729,0.050033386796712875,0.7154833078384399,0.992294430732727,0.9999716877937317
