iteration,feature_set,split,n_cases,n_elements_evaluated,micro_mae,micro_rmse,micro_r2,macro_mae,macro_rmse,macro_r2,worst_case_rmse,mean_top5_actual_rmse,mean_top5_actual_bias,mean_p95_relative_error,mean_p95_underprediction_fraction,mean_p99_relative_error,mean_p99_underprediction_fraction,mean_top5pct_hotspot_overlap,mean_top1pct_hotspot_overlap,mean_top1_recall_in_predicted_top5,max_prediction_abs_max_ratio
2,position_only_periodic,internal_test,15,6005400,0.8122949978211256,1.0854072011579343,0.8497243512781613,0.8122949978211255,1.0446630982991607,0.8434609777761216,1.4925781632121558,1.8765647042649856,-0.5888236158085305,0.09809605049697387,0.040997999679802874,0.08967092803717833,0.05058030571150039,0.7910713691011423,0.8276390276390279,0.9978354978354979,1.1865301657843976
2,position_only_periodic,validation,15,6005400,0.8361072137700164,1.1442572598306724,0.8174544176803867,0.8361072137700163,1.054470291790584,0.7766291158801841,2.043385773903273,1.7671158843443626,-0.008622765724089498,0.125756744667234,0.02339336113874268,0.09481198996417142,0.03394767164932651,0.7917341059712925,0.813153513153513,0.9831002331002331,1.371815105568794
3,full_periodic_coordinates,internal_test,15,6005400,0.556999023873983,0.7767795861580097,0.9271668684237504,0.5569990238739829,0.7486953266193767,0.925685194579383,1.2592313867703344,1.3684336959814916,-0.6353243065127753,0.03773266647716464,0.02244037493895805,0.05797868422681952,0.051868648471630883,0.8468511672827789,0.8505494505494505,0.9893439893439894,1.0720234550926668
3,full_periodic_coordinates,validation,15,6005400,0.799000144299808,1.1333266201145422,0.8169360227455511,0.7990001442998083,1.0440142750592143,0.7571959254946802,2.13963809369544,2.03390307009703,-0.31303956401666383,0.10730451382014315,0.021938176438867474,0.10990879486859136,0.05216717416710636,0.7907183534818664,0.7507992007992007,0.9825507825507825,1.5966760782936738
3,full_raw_coordinates,internal_test,15,6005400,0.5557876678221189,0.773449839992783,0.9277899436441681,0.5557876678221189,0.7464303075942652,0.9261858088477551,1.2418381678586785,1.3640462880298907,-0.6351683095610139,0.03768279785909671,0.022677527108597453,0.058196477601800654,0.052075333903629194,0.8470376661005097,0.8504995004995004,0.9907758907758908,1.0870849757217027
3,full_raw_coordinates,validation,15,6005400,0.799942914431286,1.1353216680223455,0.8162909432839086,0.7999429144312858,1.0447173792999607,0.7567098606296941,2.1399779351848056,2.0339984830204503,-0.31277929025247125,0.10758047528553746,0.02160611604271304,0.10923868236037926,0.05181799360454999,0.7899557065307891,0.7502331002331002,0.9826173826173826,1.57931202555265
3,physical_only,internal_test,15,6005400,1.9014807448119728,2.661004676003712,0.14527845484249446,1.9014807448119722,2.579921999518,0.12604764116830855,4.512368470206124,5.249904087340288,-3.977870921636986,0.09254276144831662,0.03116657909239195,0.18640061086342735,0.18640061086342735,0.24161920937822626,0.10734265734265737,0.3873792873792874,0.5393031654767333
3,physical_only,validation,15,6005400,2.362153120559041,3.1714294312325118,-0.43351690357737005,2.3621531205590407,3.0156986888644637,-0.816996657507035,5.528564036637034,5.267282440162282,-4.00742736580566,0.2322181387048296,0.07195409504197074,0.20938383556413764,0.1948911599881911,0.21713457887900886,0.06829836829836829,0.31595071595071594,0.7674259460951104
3,position_only_periodic,internal_test,15,6005400,0.7624056694477377,1.0443455393150265,0.8683497136052677,0.7624056694477378,0.9868003825312728,0.8730973985388398,1.5933924485830926,1.7403246353928012,-1.0238796641538983,0.09166630321161104,0.05603238977298572,0.07599440851583328,0.06971791027527956,0.8082425816764911,0.847852147852148,0.9995171495171495,1.0397125919998398
3,position_only_periodic,validation,15,6005400,1.055028626107251,1.4667473278094074,0.6933779906252897,1.0550286261072512,1.298065648691601,0.6301364787439149,3.15818509728447,2.25120583704362,0.10913994287587407,0.14210515793435757,0.013570837905036777,0.12582966181914712,0.029937622250983238,0.7541645852066472,0.7570263070263069,0.9767232767232767,1.3902643513669513
4,full_periodic_coordinates,internal_test,15,6005400,0.5877509853611164,0.8097106216425066,0.9057475678785705,0.5877509853611165,0.7834120561723503,0.8879689818482976,1.2467250363189295,1.399593622779893,-0.34195059597036015,0.07449712661483114,0.021416665121795707,0.0750035173511058,0.0455267461986436,0.8112931694808007,0.8368797868797869,0.9994505494505493,1.5283334305009508
4,full_periodic_coordinates,validation,15,6005400,0.597763948357505,0.8148690099689221,0.9225916968741585,0.5977639483575051,0.7962655330934665,0.8985255257067436,1.3197683977928014,1.484060816333855,-0.6598348990678594,0.05848363006409865,0.024959994072720582,0.08268535710041817,0.06740749972064126,0.8281213574449662,0.8695471195471196,0.9999333999333999,1.1625596504042912
4,full_raw_coordinates,internal_test,15,6005400,0.5873182181105067,0.8087745799111532,0.9059653573280646,0.5873182181105068,0.7829099478339254,0.8882188719372811,1.2344679958429552,1.398184229489183,-0.35127641194150255,0.07535603092026297,0.021772966025573503,0.07602488034489835,0.04702534784869813,0.8107103606753921,0.8373626373626374,0.9994005994005994,1.5356314648125589
4,full_raw_coordinates,validation,15,6005400,0.5958539127611128,0.811436551709367,0.9232424546348845,0.5958539127611128,0.7922936197200526,0.8986695872436241,1.3327137750715219,1.4726129942279182,-0.6602324232086004,0.058386246013547645,0.02501728049846407,0.08349657257984973,0.06815749737223663,0.828584274153262,0.8696969696969695,0.9999333999333999,1.1562666919410358
4,physical_only,internal_test,15,6005400,1.8554315924210725,2.48416329022389,0.11285793479697348,1.8554315924210727,2.4583461560962685,0.00047160350343917004,3.1144169516430824,4.827547099059041,-3.7622109706758593,0.12073655571355356,0.05576605414080491,0.2400136642017641,0.23369186646079507,0.22554700769307623,0.09005994005994006,0.33681318681318684,0.7655022187940057
4,physical_only,validation,15,6005400,1.9040451722442893,2.6197770801367035,0.1999067238265665,1.9040451722442895,2.5565018708028875,0.12086733640900502,4.209896117411824,5.157676831687146,-3.8370312097118005,0.1094367964399412,0.040815770712150375,0.195513055631196,0.195513055631196,0.24179571718786427,0.09242424242424244,0.37495837495837503,0.5277293499595539
4,position_only_periodic,internal_test,15,6005400,0.6998613861071105,0.9900632655629996,0.8590844930626603,0.6998613861071106,0.934807169904172,0.8361917831920259,1.622436107070492,1.5425375526498009,-0.03135725437551223,0.1206715406377213,0.02257434991774149,0.08064673818327489,0.02729043867782055,0.7966663336330636,0.8352980352980353,0.9996003996003996,1.3786161513044477
4,position_only_periodic,validation,15,6005400,0.8670787155351712,1.1590773760821116,0.8433837568466052,0.8670787155351714,1.0790485410221133,0.8166750871217981,1.8453659047057662,1.8758456728215418,-0.9551333983690159,0.10547619472940432,0.05567529307097423,0.11547171972213785,0.08426972344582635,0.8172744529923068,0.8740592740592741,1.0,1.3398956847252963
