variable,role,mean,std
fluence_rate,input,3.669092333929085,0.5019619738607848
temperature,input,387.15527413792137,25.49739421057854
weight_loss_rate,input,0.3977038179858484,0.08667096058996895
fluence_rate_within_case_z,input,0.22934777204172319,1.1548714315910829
temperature_within_case_z,input,0.20443749271819442,1.2029934462826
weight_loss_rate_within_case_z,input,0.1503326745883186,1.1675460477194377
fluence_rate_mean,input,3.577910984253926,0.35460182339855945
fluence_rate_p95,input,4.407404004029473,0.22499832251497853
temperature_mean,input,383.89783381640643,20.35055396560134
temperature_p95,input,415.0933853280519,19.447588967959412
weight_loss_rate_mean,input,0.38978794292317387,0.0713520276742403
weight_loss_rate_std,input,0.050271234576777186,0.008317659523108685
rho,input,182.96757473608872,19.301340926925114
theta_sin,input,0.34258572601878967,0.15921563419687595
theta_cos,input,0.9236755965968297,0.06409987842418444
z,input,473.030392240506,269.60283756008874
rho_fraction_proxy,input,0.5682955934940914,0.207278558315657
z_fraction_proxy,input,0.533396437727598,0.30515671254513105
theta_fraction_proxy,input,0.4540796230574482,0.22558777400000157
nearest_radial_boundary_fraction_proxy,input,0.3303654227530855,0.13730549526654579
nearest_axial_boundary_fraction_proxy,input,0.2364864802878471,0.15746925475521747
nearest_angular_boundary_fraction_proxy,input,0.3071787374394278,0.12577156078130175
signed_radial_position_proxy,input,0.13659118700117193,0.4145571166057938
signed_axial_position_proxy,input,0.06679287544458672,0.6103134251107181
signed_angular_position_proxy,input,-0.09184075389379108,0.45117554801227855
radial_axial_signed_interaction_proxy,input,0.016292566479390227,0.24217869142098136
radial_angular_signed_interaction_proxy,input,-0.04641993781458791,0.20214258129755777
axial_angular_signed_interaction_proxy,input,-0.009916362492215138,0.2782674358449755
boundary_corner_proximity_proxy,input,0.022972580586564015,0.02290071525638737
remaining_after_geometry_residual,target,0.018236050139077736,0.6756975607130062
