stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode,completed_segment,completed_attempt
v10_physical_residual,v10_i2_physical_signed_residual_pilot,0,1,0.3793706097971098,0.0,-0.026628303891288427,-0.026628303891288427,0.00024337015380945871,[],CONST,"{""features"": [], ""operators"": []}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,1,3,0.3746333895253507,0.0062828348499716,nearest_axial_boundary_fraction_proxy_scaled * 0.11423142484205008,nearest_axial_boundary_fraction_proxy_scaled*0.11423142484205008,0.49016485943575576*nearest_axial_boundary_fraction_proxy - 0.097681312229671499,"[""nearest_axial_boundary_fraction_proxy_scaled""]","Mul(CONST, Symbol('nearest_axial_boundary_fraction_proxy_scaled'))","{""features"": [""nearest_axial_boundary_fraction_proxy_scaled""], ""operators"": [""Mul""]}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,2,5,0.3656289534968518,0.0121644444688176,fluence_rate_mean_scaled * (nearest_radial_boundary_fraction_proxy_scaled * -0.17016923065531545),fluence_rate_mean_scaled*nearest_radial_boundary_fraction_proxy_scaled*(-0.17016923065531545),-0.11498293406220557*(2.82006446107875*fluence_rate_mean - 10.0899396115978)*(7.28302970000392*nearest_radial_boundary_fraction_proxy - 2.40606118576507) + 0.0182360501390777,"[""fluence_rate_mean_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Symbol('fluence_rate_mean_scaled'), Symbol('nearest_radial_boundary_fraction_proxy_scaled'))","{""features"": [""fluence_rate_mean_scaled"", ""nearest_radial_boundary_fraction_proxy_scaled""], ""operators"": [""Mul""]}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,3,7,0.3633264528207203,0.0031586408627064,((theta_cos_scaled * theta_cos_scaled) + nearest_radial_boundary_fraction_proxy_scaled) * -0.1154089344160855,(nearest_radial_boundary_fraction_proxy_scaled + theta_cos_scaled*theta_cos_scaled)*(-0.1154089344160855),-0.5679418388758136*nearest_radial_boundary_fraction_proxy - 0.07798153546943629*(15.6006536140747*theta_cos - 14.4099430342809)**2 + 0.2058643958384506,"[""nearest_radial_boundary_fraction_proxy_scaled"", ""theta_cos_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Symbol('nearest_radial_boundary_fraction_proxy_scaled')), Mul(CONST, Pow(Symbol('theta_cos_scaled'), Integer(2)))))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul""]}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,4,9,0.3596902862666848,0.005029201972473,(theta_cos_scaled * ((theta_cos_scaled * theta_cos_scaled) + -2.4575846879090464)) * 0.07602189083078001,theta_cos_scaled*(theta_cos_scaled*theta_cos_scaled - 2.4575846879090464)*0.07602189083078001,0.05136780619514851*(15.6006536140747*theta_cos - 14.4099430342809)*((15.6006536140747*theta_cos - 14.4099430342809)**2 - 2.4575846879090464) + 0.0182360501390777,"[""theta_cos_scaled""]","Mul(CONST, Symbol('theta_cos_scaled'), Add(Mul(CONST, Pow(Symbol('theta_cos_scaled'), Integer(2))), CONST))","{""features"": [""theta_cos_scaled""], ""operators"": [""Add"", ""Mul""]}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,5,11,0.3594708236488317,0.0003051647560466,((theta_cos_scaled + 1.7063322645058507) * (theta_cos_scaled * 0.0887572355536978)) * (theta_cos_scaled + -1.3190719746255926),(theta_cos_scaled + 1.7063322645058507)*theta_cos_scaled*0.0887572355536978*(theta_cos_scaled - 1.3190719746255926),0.0599730475592633*(15.6006536140747*theta_cos - 15.72901500890651)*(15.6006536140747*theta_cos - 14.4099430342809)*(15.6006536140747*theta_cos - 12.703610769775067) + 0.0182360501390777,"[""theta_cos_scaled""]","Mul(CONST, Symbol('theta_cos_scaled'), Add(Mul(CONST, Symbol('theta_cos_scaled')), CONST), Add(Mul(CONST, Symbol('theta_cos_scaled')), CONST))","{""features"": [""theta_cos_scaled""], ""operators"": [""Add"", ""Mul""]}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,6,12,0.3592980759982414,0.0004806764844758,(theta_cos_scaled + -0.5787348890493746) * ((boundary_corner_proximity_proxy_scaled * (theta_cos_scaled * 0.1539303990712806)) + -0.05821370298659712),(theta_cos_scaled - 0.5787348890493746)*(boundary_corner_proximity_proxy_scaled*theta_cos_scaled*0.1539303990712806 - 0.05821370298659712),0.675697560713006*(15.6006536140747*theta_cos - 14.98867792333029)*(0.1539303990712806*(43.6667583874302*boundary_corner_proximity_proxy - 1.00313812600926)*(15.6006536140747*theta_cos - 14.4099430342809) - 0.05821370298659712) + 0.0182360501390777,"[""boundary_corner_proximity_proxy_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('theta_cos_scaled')), CONST), Add(Mul(CONST, Symbol('boundary_corner_proximity_proxy_scaled'), Symbol('theta_cos_scaled')), CONST))","{""features"": [""boundary_corner_proximity_proxy_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul""]}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,7,13,0.359136398523087,0.0004500827385584,(((theta_cos_scaled + (z_fraction_proxy_scaled * 0.36101760077429246)) * theta_cos_scaled) + -2.8321000892442063) * (theta_cos_scaled * 0.07349847697224558),(theta_cos_scaled*(theta_cos_scaled + z_fraction_proxy_scaled*0.36101760077429246) - 2.8321000892442063)*theta_cos_scaled*0.07349847697224558,0.0496627416062674*(15.6006536140747*theta_cos - 14.4099430342809)*((15.6006536140747*theta_cos - 14.4099430342809)*(15.6006536140747*theta_cos + 1.1830563967060038*z_fraction_proxy - 15.040981101914748) - 2.8321000892442063) + 0.0182360501390777,"[""theta_cos_scaled"", ""z_fraction_proxy_scaled""]","Mul(CONST, Symbol('theta_cos_scaled'), Add(Mul(CONST, Pow(Symbol('theta_cos_scaled'), Integer(2))), Mul(CONST, Symbol('theta_cos_scaled'), Symbol('z_fraction_proxy_scaled')), CONST))","{""features"": [""theta_cos_scaled"", ""z_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul""]}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,8,15,0.3558811142109081,0.0045527651360416,(((theta_cos_scaled + 1.6902559568726878) * (theta_cos_scaled * (theta_cos_scaled + -1.326980303339271))) + (fluence_rate_p95_scaled * rho_fraction_proxy_scaled)) * 0.08896047650039034,(fluence_rate_p95_scaled*rho_fraction_proxy_scaled + theta_cos_scaled*(theta_cos_scaled - 1.326980303339271)*(theta_cos_scaled + 1.6902559568726878))*0.08896047650039034,0.06011037697118047*(4.44447758019809*fluence_rate_p95 - 19.5886082827843)*(4.82442568168163*rho_fraction_proxy - 2.7416998560394) + 0.06011037697118047*(15.6006536140747*theta_cos - 15.73692333762019)*(15.6006536140747*theta_cos - 14.4099430342809)*(15.6006536140747*theta_cos - 12.71968707740823) + 0.0182360501390777,"[""fluence_rate_p95_scaled"", ""rho_fraction_proxy_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('fluence_rate_p95_scaled'), Symbol('rho_fraction_proxy_scaled')), Mul(CONST, Pow(Symbol('theta_cos_scaled'), Integer(3))), Mul(CONST, Pow(Symbol('theta_cos_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('theta_cos_scaled'))))","{""features"": [""fluence_rate_p95_scaled"", ""rho_fraction_proxy_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul""]}",1,1,fresh_search,1,1
v10_physical_residual,v10_i2_physical_signed_residual_pilot,9,17,0.3543948206816135,0.0020925609691656,((gauss(nearest_radial_boundary_fraction_proxy_scaled) * ((-0.6459169390785069 - theta_cos_scaled) * theta_cos_scaled)) / 3.3954982179100757) - -0.11007757128491213,theta_cos_scaled*(-theta_cos_scaled - 0.6459169390785069)*exp(-nearest_radial_boundary_fraction_proxy_scaled**2)/3.3954982179100757 - 1*(-0.11007757128491213),0.19899806077026809*(13.76402609520241 - 15.6006536140747*theta_cos)*(15.6006536140747*theta_cos - 14.4099430342809)*exp(-(7.28302970000392*nearest_radial_boundary_fraction_proxy - 2.40606118576507)**2) + 0.092615196545504887,"[""nearest_radial_boundary_fraction_proxy_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(Integer(-1), CONST, Pow(Symbol('theta_cos_scaled'), Integer(2))), Mul(Integer(-1), CONST, Symbol('theta_cos_scaled')), Mul(CONST, exp(Pow(Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Integer(2))))), exp(Mul(Integer(-1), Pow(Symbol('nearest_radial_boundary_fraction_proxy_scaled'), Integer(2)))))","{""features"": [""nearest_radial_boundary_fraction_proxy_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",1,1,fresh_search,1,1
