split,model,reporting_role,case_p95_spearman,case_p95_std_ratio,case_p95_mean_bias,case_p99_spearman,case_p99_std_ratio,case_p99_mean_bias
internal_test,v10_signed_staged_symbolic,parent_reference,0.95,1.08082258266312,0.38715042266891164,0.8999999999999999,1.1458803209383726,-2.013828111297506
internal_test,v11_current_gain_1_00,current_v11,0.95,1.0850660867789206,0.17237680575485842,0.9249999999999998,1.088480271804809,-2.270545606596722
internal_test,v11_mean_calibrated_v10,mean_calibration_only,0.9464285714285712,1.0333085033271066,-0.26582721647943847,0.8999999999999999,1.0981645055202822,-2.6668057504458558
internal_test,v11_selected_gain_0.95,validation_selected,0.95,1.0818246797486222,0.14919613033320686,0.9249999999999998,1.0859867931810816,-2.309079373699703
validation,v10_signed_staged_symbolic,parent_reference,0.9678571428571429,1.119348688733052,0.4658845765224161,0.9214285714285713,1.0367239850478396,-1.290028323396252
validation,v11_current_gain_1_00,current_v11,0.9714285714285713,1.030242818219908,0.16274540531769083,0.9285714285714284,0.9129162780805148,-1.6938460800350466
validation,v11_mean_calibrated_v10,mean_calibration_only,0.9714285714285713,1.0106619671396124,-0.21732021347546246,0.914285714285714,0.9762291780416947,-1.9732331133941303
validation,v11_selected_gain_0.95,validation_selected,0.9714285714285713,1.028444528488889,0.1401349908757347,0.9285714285714284,0.91392662390563,-1.7257075610332246
