split,case_id,metric,recomputed_lambda_1,frozen_parent_v11,absolute_difference,tolerance,pass
internal_test,case_116,rmse,2.1103047403504087,2.1103047403504087,0.0,2.110304740350409e-06,True
internal_test,case_116,r2,0.5144826437799646,0.5144826437799646,0.0,1e-06,True
internal_test,case_116,predicted_mean,5.367867781719197,5.367867781719197,0.0,5.367867781719197e-06,True
internal_test,case_116,predicted_p95,9.844894930305585,9.844894930305584,1.7763568394002505e-15,9.844894930305583e-06,True
internal_test,case_116,predicted_p99,12.519400933969031,12.519400933969033,1.7763568394002505e-15,1.2519400933969032e-05,True
internal_test,case_116,predicted_max,25.794956207252778,25.794956207252778,0.0,2.5794956207252776e-05,True
internal_test,case_116,p95_relative_error,0.022670055466855257,0.0226700554668552,5.898059818321144e-17,1e-06,True
internal_test,case_116,p99_relative_error,0.18392917477404574,0.1839291747740457,5.551115123125783e-17,1e-06,True
internal_test,case_116,p99_underprediction_fraction,0.18392917477404574,0.1839291747740457,5.551115123125783e-17,1e-06,True
internal_test,case_116,prediction_abs_max_ratio,0.7311126601223336,0.7311126601223336,0.0,1e-06,True
internal_test,case_116,top5pct_hotspot_overlap,0.4759216704965531,0.4759216704965531,0.0,1e-06,True
internal_test,case_116,top1pct_hotspot_overlap,0.516983016983017,0.516983016983017,0.0,1e-06,True
internal_test,case_116,top1_recall_in_predicted_top5,0.8656343656343657,0.8656343656343657,0.0,1e-06,True
internal_test,case_133,rmse,1.7165746288985713,1.7165746288985713,0.0,1.7165746288985712e-06,True
internal_test,case_133,r2,0.5394843158232181,0.5394843158232181,0.0,1e-06,True
internal_test,case_133,predicted_mean,4.427944775277202,4.427944775277202,0.0,4.427944775277202e-06,True
internal_test,case_133,predicted_p95,8.208464186146964,8.208464186146964,0.0,8.208464186146963e-06,True
internal_test,case_133,predicted_p99,10.45313922362191,10.45313922362191,0.0,1.045313922362191e-05,True
internal_test,case_133,predicted_max,21.629991121800394,21.629991121800398,3.552713678800501e-15,2.1629991121800397e-05,True
internal_test,case_133,p95_relative_error,0.01929488192821088,0.0192948819282108,7.979727989493313e-17,1e-06,True
internal_test,case_133,p99_relative_error,0.18455441871597122,0.1845544187159712,2.7755575615628914e-17,1e-06,True
internal_test,case_133,p99_underprediction_fraction,0.18455441871597122,0.1845544187159712,2.7755575615628914e-17,1e-06,True
internal_test,case_133,prediction_abs_max_ratio,0.7475158565616374,0.7475158565616374,0.0,1e-06,True
internal_test,case_133,top5pct_hotspot_overlap,0.4784693775601958,0.4784693775601958,0.0,1e-06,True
internal_test,case_133,top1pct_hotspot_overlap,0.4805194805194805,0.4805194805194805,0.0,1e-06,True
internal_test,case_133,top1_recall_in_predicted_top5,0.8244255744255744,0.8244255744255744,0.0,1e-06,True
internal_test,case_139,rmse,1.7883628579027235,1.7883628579027235,0.0,1.7883628579027234e-06,True
internal_test,case_139,r2,0.5342061854825711,0.5342061854825711,0.0,1e-06,True
internal_test,case_139,predicted_mean,4.421869113037927,4.421869113037927,0.0,4.421869113037927e-06,True
internal_test,case_139,predicted_p95,8.335707081174014,8.335707081174014,0.0,8.335707081174015e-06,True
internal_test,case_139,predicted_p99,10.669478082455882,10.669478082455882,0.0,1.066947808245588e-05,True
internal_test,case_139,predicted_max,22.217831769422904,22.217831769422904,0.0,2.2217831769422904e-05,True
internal_test,case_139,p95_relative_error,0.0027848632038842023,0.0027848632038842,2.168404344971009e-18,1e-06,True
internal_test,case_139,p99_relative_error,0.19279337552319958,0.1927933755231995,8.326672684688674e-17,1e-06,True
