iteration,case_id,n_rows,sample_source,stress_mean_offset,stress_p95_scale,sample_stress_p95,weight_mean,weight_max,tail_q99
4,case_01,5000,rebuilt_exact_v4_joint_stratified_sample,5.896753311157227,4.429481029510498,18.854880523681643,1.0,1.2902833675752206,16.558459148406914
4,case_06,5000,rebuilt_exact_v4_joint_stratified_sample,5.917630195617676,4.216940402984619,19.02136898040772,1.0,1.2902856872007267,15.962084121704066
4,case_10,5000,rebuilt_exact_v4_joint_stratified_sample,5.735562324523926,4.4105730056762695,18.448571300506593,1.0000000000000002,1.2902856872007267,16.147420253753637
4,case_12,5000,rebuilt_exact_v4_joint_stratified_sample,5.673344612121582,4.4087700843811035,18.439182090759285,1.0,1.2902856872007267,16.142577419280983
4,case_13,5000,rebuilt_exact_v4_joint_stratified_sample,5.239577293395996,3.8787827491760254,16.774812316894533,1.0,1.2902856872007267,14.603178558349592
4,case_14,5000,rebuilt_exact_v4_joint_stratified_sample,5.300424098968506,3.8865535259246826,17.157059764862062,1.0000000000000004,1.290285687200727,14.805124273300162
4,case_15,5000,rebuilt_exact_v4_joint_stratified_sample,3.3780579566955566,2.454085111618042,10.75329742431641,1.0,1.2902856872007267,9.363036231994613
4,case_16,5000,rebuilt_exact_v4_joint_stratified_sample,5.625429630279541,4.1759796142578125,18.19905214309693,1.0,1.2902856872007264,15.720469598770103
4,case_18,5000,rebuilt_exact_v4_joint_stratified_sample,5.653727054595947,4.261300563812256,18.5441969871521,1.0000000000000002,1.2902856872007267,15.819301843643087
4,case_19,5000,rebuilt_exact_v4_joint_stratified_sample,5.88552188873291,4.458274841308594,19.1624945640564,1.0000000000000002,1.2902856872007267,16.581697864532423
4,case_20,5000,rebuilt_exact_v4_joint_stratified_sample,5.788522243499756,4.3605804443359375,18.654836082458495,1.0000000000000002,1.2902856872007267,16.289631748199415
4,case_21,5000,rebuilt_exact_v4_joint_stratified_sample,4.529992580413818,3.491702079772949,14.308304452896119,1.0,1.2902856872007264,12.29129181861873
4,case_24,5000,rebuilt_exact_v4_joint_stratified_sample,5.30462646484375,3.797711133956909,17.011051559448244,1.0000000000000004,1.290285687200727,14.59939882278439
4,case_27,5000,rebuilt_exact_v4_joint_stratified_sample,4.916951656341553,3.1960651874542236,15.37581195831299,0.9999999999999998,1.2902856872007264,13.111589975357049
4,case_28,5000,rebuilt_exact_v4_joint_stratified_sample,5.526687145233154,4.198164463043213,18.45905561447144,1.0,1.2902856872007267,15.672686471939013
4,case_29,5000,rebuilt_exact_v4_joint_stratified_sample,2.0336740016937256,1.4687446355819702,6.284811520576478,1.0,1.2902856872007264,5.4425946283340405
4,case_32,5000,rebuilt_exact_v4_joint_stratified_sample,5.271242618560791,4.744748115539551,17.65733613967896,1.0,1.2902856872007267,15.115796918868979
4,case_34,5000,rebuilt_exact_v4_joint_stratified_sample,4.6840739250183105,3.5422446727752686,15.308139371871949,1.0,1.2902856872007267,12.876111402511585
