iteration,split,model,n_cases,n_elements_evaluated,micro_mae,micro_rmse,micro_r2,macro_mae,macro_rmse,macro_r2,worst_case_rmse,mean_top5_actual_rmse,mean_top5_actual_bias,mean_p95_relative_error,mean_p95_underprediction_fraction,mean_p99_relative_error,mean_p99_underprediction_fraction,mean_top5pct_hotspot_overlap,mean_top1pct_hotspot_overlap,mean_top1_recall_in_predicted_top5,max_prediction_abs_max_ratio,evaluation_seconds_total
4,internal_test,deployable_hierarchical,15,6005400,0.356542642390568,0.5303191771294458,0.9595696447520302,0.35654264239056793,0.5152940523589616,0.9584578054129772,0.8793506627474361,0.9284294967794522,-0.1945161906685882,0.021000078201911195,0.010530184800939904,0.031308341548158314,0.020912579110671705,0.8773603756619043,0.8907758907758906,0.9999666999667,1.0713466488882588,140.95936454087496
4,internal_test,direct_context_control,15,6005400,0.4107017681289013,0.5875738096347201,0.9503684598933484,0.4107017681289014,0.5707908642907976,0.9479544770626175,0.9422369142981629,1.021618900086666,-0.2733043918601657,0.030849620370830905,0.014710106814688602,0.03567685691217451,0.02675455044324754,0.8647916874812668,0.8808025308025307,0.9999167499167498,1.0800989663355445,140.95936454087496
4,internal_test,oracle_hierarchical,15,6005400,0.3506407637042104,0.51939220725422,0.9612185759922047,0.3506407637042104,0.5067705535754496,0.9599693644189993,0.8586620484490425,0.8742413356758357,-0.12836471636019092,0.011119549079549342,0.0022614492390650716,0.01908297956713843,0.010973065092783544,0.8773603756619043,0.8907758907758906,0.9999666999667,1.0433961066460982,140.95936454087496
4,validation,deployable_hierarchical,15,6005400,0.39228828294347695,0.5599793180233609,0.9634442314669556,0.3922882829434769,0.5538381440565483,0.960222766930404,0.7081723006716883,0.9738992401833014,-0.19287270053565303,0.0254483220356775,0.012097931072730652,0.027754875841505246,0.016523545248555847,0.8732574016718287,0.9011655011655012,0.9999833499833499,1.0729160899209502,140.95936454087496
4,validation,direct_context_control,15,6005400,0.4318915102520934,0.6089290643806788,0.9567739699258124,0.43189151025209327,0.5992711189540577,0.9532061519846056,0.8186282905912794,1.1019526373011,-0.46372829760153506,0.025624048279228033,0.017522285618553766,0.037301380581493196,0.03670647343357735,0.8657674759383222,0.8866799866799867,0.9999833499833499,1.0268401955133282,140.95936454087496
4,validation,oracle_hierarchical,15,6005400,0.3657438504369249,0.5405894688104851,0.965931963323636,0.3657438504369249,0.5325653705299713,0.964138123130389,0.691951339833853,0.9209999287506724,-0.21700296031450658,0.007917074212476788,0.0033960352556378784,0.009423124480854835,0.009071756071837434,0.8732574016718287,0.9011655011655012,0.9999833499833499,1.0085536972294997,140.95936454087496
