split,oracle_macro_rmse_ratio_to_direct,deployable_macro_rmse_ratio_to_direct,oracle_p95_error_ratio_to_direct,deployable_p95_error_ratio_to_direct,oracle_p99_error_ratio_to_direct,deployable_p99_error_ratio_to_direct,oracle_shape_supported,deployable_hierarchy_supported
internal_test,0.8878392862946526,0.9027720739700517,0.36044362769738186,0.6807240396957137,0.5348839897560169,0.8775532448172174,True,True
validation,0.8886885312602554,0.9241862765273818,0.3089704689205847,0.9931421357922986,0.25262133288251665,0.7440710077973796,True,True
