stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode
shape,recoverable_i1_single_shape,0,1,0.9999999,0.0,3.2088807e-5,3.20888070000000e-5,0.285774961493221,[],CONST,"{""features"": [], ""operators"": []}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,1,3,0.9200955,0.04163885498925926,weight_loss_rate_within_case_z_scaled * -0.28174075,weight_loss_rate_within_case_z_scaled*(-0.28174075),0.338546917593146 - 0.263103556584515*weight_loss_rate_within_case_z,"[""weight_loss_rate_within_case_z_scaled""]","Mul(Integer(-1), CONST, Symbol('weight_loss_rate_within_case_z_scaled'))","{""features"": [""weight_loss_rate_within_case_z_scaled""], ""operators"": [""Mul""]}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,2,5,0.87071985,0.02757859283998535,square(rho_within_case_z_scaled) * -0.20092024,rho_within_case_z_scaled**2*(-0.20092024),0.285739561816426 - 0.174331175783785*(rho_within_case_z + 0.260189976115635)**2,"[""rho_within_case_z_scaled""]","Mul(Integer(-1), CONST, Pow(Symbol('rho_within_case_z_scaled'), Integer(2)))","{""features"": [""rho_within_case_z_scaled""], ""operators"": [""Mul"", ""Pow""]}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,3,6,0.81487864,0.06628108914613356,0.7802671 - abs(fluence_rate_scaled),0.7802671 - Abs(fluence_rate_scaled),1.14651332486952 - 1.10317833861391*Abs(1.88569304205524*fluence_rate - 6.93049292450245),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Symbol('fluence_rate_scaled'))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,4,7,0.8120027,0.003535528898206899,((rho_within_case_z_scaled * rho_within_case_z_scaled) + -0.9984884) * -0.29210293,(rho_within_case_z_scaled*rho_within_case_z_scaled - 0.9984884)*(-0.29210293),0.607494086397697 - 0.253447075500151*(rho_within_case_z + 0.260189976115635)**2,"[""rho_within_case_z_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Pow(Symbol('rho_within_case_z_scaled'), Integer(2))), CONST))","{""features"": [""rho_within_case_z_scaled""], ""operators"": [""Add"", ""Mul""]}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,5,8,0.7877623,0.030307270673052177,0.5764785 - (abs(fluence_rate_scaled) * 0.7392981),0.5764785 - 0.7392981*Abs(fluence_rate_scaled),0.921698155693063 - 0.815577649698417*Abs(1.88569304205524*fluence_rate - 6.93049292450245),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Symbol('fluence_rate_scaled'))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,6,10,0.77937436,0.005352449671548159,0.65938616 - abs((fluence_rate_scaled * -0.80055743) - -0.11279698),0.65938616 - Abs(fluence_rate_scaled*(-0.80055743) - 1*(-0.11279698)),1.01316009031023 - 1.10317833861391*Abs(1.50960557551662*fluence_rate - 5.66105458427286),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Add(Mul(CONST, Symbol('fluence_rate_scaled')), CONST))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,7,11,0.72165644,0.07694231449577445,(square(theta_cos_scaled) * 0.21394518) + ((rho_within_case_z_scaled * rho_within_case_z_scaled) * -0.2924869),rho_within_case_z_scaled*rho_within_case_z_scaled*(-0.2924869) + theta_cos_scaled**2*0.21394518,-0.253780232286972*(rho_within_case_z + 0.260189976115635)**2 + 56.1056366561828*(theta_cos - 0.922666019258146)**2 + 0.285739561816426,"[""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Pow(Symbol('rho_within_case_z_scaled'), Integer(2))), Mul(Integer(-1), CONST, Pow(Symbol('theta_cos_scaled'), Integer(2)))))","{""features"": [""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,8,12,0.71887726,0.00385854693732492,abs(theta_cos_scaled * 0.4566549) + ((rho_within_case_z_scaled * rho_within_case_z_scaled) * -0.3340187),rho_within_case_z_scaled*rho_within_case_z_scaled*(-0.3340187) + 0.4566549*Abs(theta_cos_scaled),-0.289815862776051*(rho_within_case_z + 0.260189976115635)**2 + 0.503771793901899*Abs(15.4180386938948*theta_cos - 14.225700386464) + 0.285739561816426,"[""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(Integer(-1), CONST, Pow(Symbol('rho_within_case_z_scaled'), Integer(2))), Mul(CONST, Abs(Symbol('theta_cos_scaled')))))","{""features"": [""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",2,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,9,13,0.70073426,0.025561905685657443,(((theta_cos_scaled * -1.1532106) - square(rho_within_case_z_scaled)) * -0.15458076) * (theta_cos_scaled + -1.611126),(-rho_within_case_z_scaled**2 + theta_cos_scaled*(-1.1532106))*(-0.15458076)*(theta_cos_scaled - 1.611126),-0.170530145998475*(15.4180386938948*theta_cos - 15.836826386464)*(-17.7802456530096*theta_cos - 0.786512529171612*(rho_within_case_z + 0.260189976115635)**2 + 16.4052284780943) + 0.285739561816426,"[""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('rho_within_case_z_scaled'), Integer(2))), Mul(CONST, Symbol('theta_cos_scaled'))), Add(Mul(CONST, Symbol('theta_cos_scaled')), CONST))","{""features"": [""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",2,1,warm_start_checkpoint
