stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode,completed_segment,completed_attempt
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,0,1,0.3882101665886356,0.0,-0.08983837517449704,-0.08983837517449704,0.3011573738025591,[],CONST,"{""features"": [], ""operators"": []}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,1,3,0.3848460564201988,0.0043517292847283,hotspot_rbf_max_proxy_scaled * 0.125844733792853,hotspot_rbf_max_proxy_scaled*0.125844733792853,0.538007133245931*hotspot_rbf_max_proxy - 0.0205482414459203,"[""hotspot_rbf_max_proxy_scaled""]","Mul(CONST, Symbol('hotspot_rbf_max_proxy_scaled'))","{""features"": [""hotspot_rbf_max_proxy_scaled""], ""operators"": [""Mul""]}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,2,4,0.3827446360623607,0.0054753806382183,v10_normalised_shape_proxy_scaled * 0.1505646553480233,v10_normalised_shape_proxy_scaled*0.1505646553480233,0.1241805114069888*v10_normalised_shape_proxy + 0.2948522895253561,"[""v10_normalised_shape_proxy_scaled""]","Mul(CONST, Symbol('v10_normalised_shape_proxy_scaled'))","{""features"": [""v10_normalised_shape_proxy_scaled""], ""operators"": [""Mul""]}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,3,5,0.3798562456175148,0.007575140092814,(fluence_rate_scaled * -0.08154762518413224) * fluence_rate_scaled,fluence_rate_scaled*(-0.08154762518413224)*fluence_rate_scaled,0.367953342881076 - 0.06063169151986255*(2.10384476733811*fluence_rate - 7.77107078530495)**2,"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Pow(Symbol('fluence_rate_scaled'), Integer(2)))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Mul""]}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,4,6,0.3783947323694873,0.0038549638586383,abs(fluence_rate_scaled) * -0.17529059654661297,Abs(fluence_rate_scaled)*(-0.17529059654661297),0.367953342881076 - 0.13033077728687775*Abs(2.10384476733811*fluence_rate - 7.77107078530495),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Abs(Symbol('fluence_rate_scaled')))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Mul""]}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,5,8,0.375633368042005,0.0036621667953911,(abs(fluence_rate_scaled) + -0.4979533697557207) * -0.27497284135563893,(Abs(fluence_rate_scaled) - 0.4979533697557207)*(-0.27497284135563893),0.46975781196707082 - 0.20444578803821869*Abs(2.10384476733811*fluence_rate - 7.77107078530495),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Symbol('fluence_rate_scaled'))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,6,10,0.3752706252495605,0.0004830748323379,(abs(fluence_rate_scaled + -0.14677451623234994) * -0.29511349155177946) + 0.16659108677795612,0.16659108677795612 + Abs(fluence_rate_scaled - 0.14677451623234994)*(-0.29511349155177946),0.49181592454023033 - 0.21942061639090834*Abs(2.10384476733811*fluence_rate - 7.9178453015373025),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Add(Symbol('fluence_rate_scaled'), CONST))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,7,11,0.3695976378161723,0.0152324844688223,((0.16463458127686853 - gauss(signed_radial_position_proxy_scaled)) * rho_fraction_proxy_scaled) - 0.08945224495994866,rho_fraction_proxy_scaled*(0.16463458127686853 - exp(-signed_radial_position_proxy_scaled**2)) - 1*0.08945224495994866,0.743512657578414*(0.16463458127686853 - exp(-(2.53114006834867*signed_radial_position_proxy - 0.321577675481371)**2))*(5.062280136432*rho_fraction_proxy - 2.85271774365611) + 0.3014444665045493,"[""rho_fraction_proxy_scaled"", ""signed_radial_position_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('rho_fraction_proxy_scaled'), exp(Pow(Symbol('signed_radial_position_proxy_scaled'), Integer(2)))), Mul(Integer(-1), CONST, Symbol('rho_fraction_proxy_scaled')), Mul(Integer(-1), CONST, exp(Pow(Symbol('signed_radial_position_proxy_scaled'), Integer(2))))), exp(Mul(Integer(-1), Pow(Symbol('signed_radial_position_proxy_scaled'), Integer(2)))))","{""features"": [""rho_fraction_proxy_scaled"", ""signed_radial_position_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,8,14,0.3681042180346443,0.0013496164336501,(v10_physical_residual_proxy_scaled * 0.13009517960218064) - (rho_fraction_proxy_scaled * (gauss(rho_fraction_proxy_scaled) + -0.21089394248395651)),-rho_fraction_proxy_scaled*(-0.21089394248395651 + exp(-rho_fraction_proxy_scaled**2)) + v10_physical_residual_proxy_scaled*0.13009517960218064,0.60331703377910826*v10_physical_residual_proxy - 0.743512657578414*(-0.21089394248395651 + exp(-(5.062280136432*rho_fraction_proxy - 2.85271774365611)**2))*(5.062280136432*rho_fraction_proxy - 2.85271774365611) + 0.35531614202442162,"[""rho_fraction_proxy_scaled"", ""v10_physical_residual_proxy_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('rho_fraction_proxy_scaled'), exp(Pow(Symbol('rho_fraction_proxy_scaled'), Integer(2)))), Mul(Integer(-1), CONST, Symbol('rho_fraction_proxy_scaled')), Mul(CONST, Symbol('v10_physical_residual_proxy_scaled'), exp(Pow(Symbol('rho_fraction_proxy_scaled'), Integer(2))))), exp(Mul(Integer(-1), Pow(Symbol('rho_fraction_proxy_scaled'), Integer(2)))))","{""features"": [""rho_fraction_proxy_scaled"", ""v10_physical_residual_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",2,1,warm_start_checkpoint,2,1
v11_centered_tail_localised_residual,v11_i4_tail_aware_localised_residual,9,15,0.3678931495915812,0.0005735576189086,rho_fraction_proxy_scaled * ((rho_fraction_proxy_scaled * -0.048434535020881034) - (gauss(rho_fraction_proxy_scaled * 1.273850843250504) + -0.09468369047494828)),rho_fraction_proxy_scaled*(rho_fraction_proxy_scaled*(-0.048434535020881034) - (-0.09468369047494828 + exp(-1.62269597085002*rho_fraction_proxy_scaled**2))),0.743512657578414*(5.062280136432*rho_fraction_proxy - 2.85271774365611)*(-0.24518918455352601*rho_fraction_proxy + 0.23285374793474864 - exp(-1.62269597085002*(5.062280136432*rho_fraction_proxy - 2.85271774365611)**2)) + 0.367953342881076,"[""rho_fraction_proxy_scaled""]","Mul(Integer(-1), CONST, Symbol('rho_fraction_proxy_scaled'), Add(Mul(CONST, Symbol('rho_fraction_proxy_scaled'), exp(Mul(CONST, Pow(Symbol('rho_fraction_proxy_scaled'), Integer(2))))), Mul(Integer(-1), CONST, exp(Mul(CONST, Pow(Symbol('rho_fraction_proxy_scaled'), Integer(2))))), CONST), exp(Mul(Integer(-1), CONST, Pow(Symbol('rho_fraction_proxy_scaled'), Integer(2)))))","{""features"": [""rho_fraction_proxy_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow"", ""exp""]}",2,1,warm_start_checkpoint,2,1
