file,expected_sha256,actual_sha256,pass
case_log_scale_scaling.csv,84d3833edb8e6928212524cc0018e795e382977dd2aece357a4b7bfef1a6e19b,84d3833edb8e6928212524cc0018e795e382977dd2aece357a4b7bfef1a6e19b,True
case_mean_scaling.csv,a903959dba57a356f7ccc912fb53c5ab1c95239cdfcd6a9ed7c1f715521ebf64,a903959dba57a356f7ccc912fb53c5ab1c95239cdfcd6a9ed7c1f715521ebf64,True
round_complete.json,2748a84e5f0903d3f3b31d8c8f300c7e1fdcbe5053ecf726822e92f9a22eef17,2748a84e5f0903d3f3b31d8c8f300c7e1fdcbe5053ecf726822e92f9a22eef17,True
selected_case_log_scale_formula.csv,c031e909dfd7db9c4dc090a39e46e4bb90c5edfc044e4651cb797ebbf48cbe3f,c031e909dfd7db9c4dc090a39e46e4bb90c5edfc044e4651cb797ebbf48cbe3f,True
selected_case_mean_formula.csv,067bbb98688fec66f8f0780073d3e3fe21e4d4ed9e0e11e2ff7ea290b47a26f1,067bbb98688fec66f8f0780073d3e3fe21e4d4ed9e0e11e2ff7ea290b47a26f1,True
selected_composite_formula.txt,98572e36344e0562312df14458539127946a9c5d7c209551865809b09fe0e917,98572e36344e0562312df14458539127946a9c5d7c209551865809b09fe0e917,True
selected_formula_split_metrics.csv,100bbdaff1692270d7b2898c541cfb9eeae60a2f8c5db0fc94248fe9d901f67c,100bbdaff1692270d7b2898c541cfb9eeae60a2f8c5db0fc94248fe9d901f67c,True
selected_shape_formula.csv,42ba93fd8b62f6d564d1d04868752da0994748a5d49367e758df0d88f567ede9,42ba93fd8b62f6d564d1d04868752da0994748a5d49367e758df0d88f567ede9,True
training_cache/shape_scaling.csv,3e2f99f7dce3debd40ec9f8343ea6dde8245eaad2fbf1eb546e9676391fddee8,3e2f99f7dce3debd40ec9f8343ea6dde8245eaad2fbf1eb546e9676391fddee8,True
