split,model,case_p95_spearman,case_p95_std_ratio,case_p95_mean_bias,case_p99_spearman,case_p99_std_ratio,case_p99_mean_bias
internal_test,frozen_v8_candidate5,0.9214285714285713,0.8689032432960633,-1.4949709148459835,0.9214285714285713,0.9156927770194261,-3.946495715646964
internal_test,v10_geometry_residual_only,0.95,1.1134399112402567,0.29693051696582984,0.9249999999999998,1.050766664958427,-2.219614561229204
internal_test,v10_signed_staged_symbolic,0.95,1.08082258266312,0.38715042266891164,0.8999999999999999,1.1458803209383726,-2.013828111297506
validation,frozen_v8_candidate5,0.9464285714285712,0.8885368073866651,-1.3012561813025085,0.9357142857142854,0.7682447243566618,-3.31090353735831
validation,v10_geometry_residual_only,0.9285714285714284,1.1312669912484554,0.4478425428226988,0.9285714285714284,0.8051870550051563,-1.715829550247126
validation,v10_signed_staged_symbolic,0.9678571428571429,1.119348688733052,0.4658845765224161,0.9214285714285713,1.0367239850478396,-1.290028323396252
