iteration,method,baseline_id,case_mean_formula,case_log_scale_formula,fixed_global_shape_formula,geometry_residual_formula,physical_residual_formula,corrected_shape_formula,composite_stress_formula,geometry_complexity,physical_complexity,pilot_promotion_status
3,frozen_v8_plus_signed_geometry_then_physical_residuals,v8_iteration1_local_candidate5,-0.0116301024532845*temperature_mean + 0.0470427355318997*temperature_p95 - 3.16087946558646*weight_loss_rate_mean + 0.103449215368151*z_max - 0.870195660324862*Abs(4.60760803334225*fluence_rate_p95 - 20.3572633494299) - 100.195330145459,-1.47091131932291*rho_mean - 1011.416708227*theta_sin_std - 1.1690770556861*weight_loss_rate_mean + 0.904578545888617*z_mean + 9.23869712445276,1.10317833861391*(0.55673575*(0.0509611749551904*rho - 9.32241465638866)*(0.0509611749551904*rho - 8.66867535638866) - 31.9731949759449*(theta_cos - 0.922666019258146)**2)*(Abs(0.0509611749551904*rho - 8.59575422638866) - 2.4201684) + 0.285739561816426,0.2037571042198979*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(-7.28718952316989*nearest_radial_boundary_fraction_proxy + 4.82379391683032*rho_fraction_proxy + (6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(4.979166764659604*nearest_radial_boundary_fraction_proxy - 0.7555397874783048) - 0.33238851694632) + 0.2037571042198979*tanh(0.953329938170801*z_within_case_z - 0.107660433093972) - 0.05430264797518295,-0.1031611420170622*(2.88495936431966*fluence_rate_mean - 10.3023995474472)*(7.28718952316989*nearest_radial_boundary_fraction_proxy - 2.40757030907997) + 0.0171984021271988,(1.10317833861391*(0.55673575*(0.0509611749551904*rho - 9.32241465638866)*(0.0509611749551904*rho - 8.66867535638866) - 31.9731949759449*(theta_cos - 0.922666019258146)**2)*(Abs(0.0509611749551904*rho - 8.59575422638866) - 2.4201684) + 0.285739561816426) + (0.2037571042198979*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(-7.28718952316989*nearest_radial_boundary_fraction_proxy + 4.82379391683032*rho_fraction_proxy + (6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(4.979166764659604*nearest_radial_boundary_fraction_proxy - 0.7555397874783048) - 0.33238851694632) + 0.2037571042198979*tanh(0.953329938170801*z_within_case_z - 0.107660433093972) - 0.05430264797518295) + (-0.1031611420170622*(2.88495936431966*fluence_rate_mean - 10.3023995474472)*(7.28718952316989*nearest_radial_boundary_fraction_proxy - 2.40757030907997) + 0.0171984021271988),(-0.0116301024532845*temperature_mean + 0.0470427355318997*temperature_p95 - 3.16087946558646*weight_loss_rate_mean + 0.103449215368151*z_max - 0.870195660324862*Abs(4.60760803334225*fluence_rate_p95 - 20.3572633494299) - 100.195330145459) + exp(-1.47091131932291*rho_mean - 1011.416708227*theta_sin_std - 1.1690770556861*weight_loss_rate_mean + 0.904578545888617*z_mean + 9.23869712445276) * ((1.10317833861391*(0.55673575*(0.0509611749551904*rho - 9.32241465638866)*(0.0509611749551904*rho - 8.66867535638866) - 31.9731949759449*(theta_cos - 0.922666019258146)**2)*(Abs(0.0509611749551904*rho - 8.59575422638866) - 2.4201684) + 0.285739561816426) + (0.2037571042198979*(6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(-7.28718952316989*nearest_radial_boundary_fraction_proxy + 4.82379391683032*rho_fraction_proxy + (6.34896758686985*nearest_axial_boundary_fraction_proxy - 1.50273900081816)*(4.979166764659604*nearest_radial_boundary_fraction_proxy - 0.7555397874783048) - 0.33238851694632) + 0.2037571042198979*tanh(0.953329938170801*z_within_case_z - 0.107660433093972) - 0.05430264797518295) + (-0.1031611420170622*(2.88495936431966*fluence_rate_mean - 10.3023995474472)*(7.28718952316989*nearest_radial_boundary_fraction_proxy - 2.40757030907997) + 0.0171984021271988)),24,5,diagnostic_only_does_not_pass_all_v10_pilot_gates
