Complexity,Loss,Equation
1,0.37558982824520376,"-0.04108274081917399"
3,0.36842115192118025,"nearest_radial_boundary_fraction_proxy_scaled * 0.14880275879561325"
5,0.36430514788719914,"(theta_cos_scaled * nearest_angular_boundary_fraction_proxy_scaled) * -0.14419283585441553"
7,0.3623023582858099,"((theta_cos_scaled + rho_fraction_proxy_scaled) * nearest_angular_boundary_fraction_proxy_scaled) * -0.10464510500707533"
8,0.3594860664049169,"theta_cos_scaled * (0.1696039288691628 * (theta_cos_scaled * boundary_corner_proximity_proxy_scaled))"
9,0.3496452444689055,"(((nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled) + -0.7867476258937537) * -0.1531632662536634) * nearest_radial_boundary_fraction_proxy_scaled"
13,0.3467686176035618,"((nearest_radial_boundary_fraction_proxy_scaled + (nearest_angular_boundary_fraction_proxy_scaled * 0.2489775761192949)) * -0.14600026122735196) * (nearest_angular_boundary_fraction_proxy_scaled + (fluence_rate_mean_scaled + -1.0897403350811132))"
17,0.33948203363795537,"((((theta_sin_scaled + 1.1837787836874432) * -0.8518432706298428) + (nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled)) * (nearest_radial_boundary_fraction_proxy_scaled + (nearest_angular_boundary_fraction_proxy_scaled * 0.47502441697838826))) * -0.13857242779060153"
19,0.33827280827539147,"((((theta_sin_scaled + 0.7388392985610308) * -0.9076902731573104) + (nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled)) * -0.1531632662536634) * (nearest_radial_boundary_fraction_proxy_scaled + ((nearest_angular_boundary_fraction_proxy_scaled * 0.5359370319222708) - -0.3048614652225945))"
21,0.3355013632625654,"(((((0.8669556945214836 + theta_sin_scaled) * -0.9244954074765048) + nearest_angular_boundary_fraction_proxy_scaled) + fluence_rate_mean_scaled) - (rho_scaled * 0.40807377219717333)) * (((nearest_angular_boundary_fraction_proxy_scaled * 0.51626729104756) + nearest_radial_boundary_fraction_proxy_scaled) * -0.17630156403429698)"
22,0.33456311187757565,"((nearest_angular_boundary_fraction_proxy_scaled * 0.3895835934870934) + nearest_radial_boundary_fraction_proxy_scaled) * ((((theta_sin_scaled + abs(nearest_axial_boundary_fraction_proxy_scaled)) * -1.0046858342498368) + (nearest_angular_boundary_fraction_proxy_scaled + (fluence_rate_mean_scaled + -0.011900944406124887))) * -0.15545059983505366)"
23,0.3338229366508072,"((((theta_sin_scaled + 0.8669556945214836) * -0.9244954074765048) + nearest_angular_boundary_fraction_proxy_scaled) + (fluence_rate_mean_scaled - (rho_scaled * 0.40807377219717333))) * ((((nearest_angular_boundary_fraction_proxy_scaled * 0.51626729104756) - -0.20774857126232021) + nearest_radial_boundary_fraction_proxy_scaled) * -0.17630156403429698)"
24,0.33331467463653136,"(((nearest_angular_boundary_fraction_proxy_scaled * 0.4938246444021298) - -0.24817315128303455) + nearest_radial_boundary_fraction_proxy_scaled) * ((((theta_sin_scaled + abs(nearest_axial_boundary_fraction_proxy_scaled)) * -0.946421052192952) + ((nearest_angular_boundary_fraction_proxy_scaled + fluence_rate_mean_scaled) + -0.011645941405775531)) * -0.1567704390591852)"
26,0.3327943205709018,"(((nearest_angular_boundary_fraction_proxy_scaled * 0.4871237805258145) - -0.2759087001943305) + nearest_radial_boundary_fraction_proxy_scaled) * ((((fluence_rate_mean_scaled + 0.03520447335608519) * 0.7489433796170397) + (((abs(nearest_axial_boundary_fraction_proxy_scaled) + theta_sin_scaled) * -0.8795328622266531) + nearest_angular_boundary_fraction_proxy_scaled)) * -0.18072078622863674)"
