split,model,case_p95_spearman,case_p95_std_ratio,case_p95_mean_bias,case_p99_spearman,case_p99_std_ratio,case_p99_mean_bias
internal_test,frozen_v8_candidate5,0.9428571428571427,0.8593885421403543,-1.3728671927165428,0.9571428571428571,0.9808798171364332,-3.455897720642794
internal_test,v10_geometry_residual_only,0.9428571428571427,1.1097384030872852,0.11295938291960082,0.9571428571428571,1.0586699064986174,-2.051032121413848
internal_test,v10_signed_staged_symbolic,0.9714285714285713,1.0649607237471563,0.13792709861368296,0.9714285714285713,1.060795681667165,-2.142448618085295
validation,frozen_v8_candidate5,0.9892857142857142,0.8015653622662768,-1.4334269049118964,0.9464285714285712,0.6646473952653522,-4.07334513050091
validation,v10_geometry_residual_only,0.9749999999999999,0.9472565154661354,0.0985136547278076,0.9392857142857142,0.7595191815432542,-2.551394128951882
validation,v10_signed_staged_symbolic,0.9857142857142854,0.9572582086927326,0.17315005373129455,0.9464285714285712,0.7522996989061826,-2.6400640328871274
